gameid,date_time,away_id,away_score,home_id,home_score
323412239,Thu Dec 06 2012 22:05:00 GMT-0500 (Eastern Standard Time),2934,72,2239,70
323412378,Thu Dec 06 2012 19:00:00 GMT-0500 (Eastern Standard Time),44,73,2378,70
323412635,Thu Dec 06 2012 20:30:00 GMT-0500 (Eastern Standard Time),2739,68,2635,74
323412473,Thu Dec 06 2012 19:00:00 GMT-0500 (Eastern Standard Time),2947,77,2473,88
323412571,Thu Dec 06 2012 20:00:00 GMT-0500 (Eastern Standard Time),512,52,2571,83
323412729,Thu Dec 06 2012 19:00:00 GMT-0500 (Eastern Standard Time),47,69,2729,78
323412507,Thu Dec 06 2012 19:00:00 GMT-0500 (Eastern Standard Time),227,57,2507,72
323412754,Thu Dec 06 2012 19:05:00 GMT-0500 (Eastern Standard Time),2242,50,2754,93
323412752,Thu Dec 06 2012 19:30:00 GMT-0500 (Eastern Standard Time),238,66,2752,64
323420041,Fri Dec 07 2012 19:00:00 GMT-0500 (Eastern Standard Time),108,49,41,57
323420116,Fri Dec 07 2012 19:00:00 GMT-0500 (Eastern Standard Time),2426,65,116,72
323420161,Fri Dec 07 2012 19:00:00 GMT-0500 (Eastern Standard Time),322,80,161,82
323420270,Fri Dec 07 2012 20:00:00 GMT-0500 (Eastern Standard Time),2459,73,270,80
323420295,Fri Dec 07 2012 21:00:00 GMT-0500 (Eastern Standard Time),2670,83,295,70
323422294,Fri Dec 07 2012 20:00:00 GMT-0500 (Eastern Standard Time),66,71,2294,80
323422368,Fri Dec 07 2012 19:00:00 GMT-0500 (Eastern Standard Time),2363,58,2368,62
323422561,Fri Dec 07 2012 19:00:00 GMT-0500 (Eastern Standard Time),2520,62,2561,56
323422217,Fri Dec 07 2012 19:00:00 GMT-0500 (Eastern Standard Time),2099,67,2217,55
323422504,Fri Dec 07 2012 19:00:00 GMT-0500 (Eastern Standard Time),2937,59,2504,107
323430005,Sat Dec 08 2012 20:00:00 GMT-0500 (Eastern Standard Time),6,78,5,92
323430013,Sat Dec 08 2012 22:00:00 GMT-0500 (Eastern Standard Time),2381,43,13,89
323430009,Sat Dec 08 2012 14:00:00 GMT-0500 (Eastern Standard Time),2463,76,9,87
323422579,Fri Dec 07 2012 19:00:00 GMT-0500 (Eastern Standard Time),294,74,2579,91
323430023,Sat Dec 08 2012 19:30:00 GMT-0500 (Eastern Standard Time),16,57,23,62
323430030,Sat Dec 08 2012 22:30:00 GMT-0500 (Eastern Standard Time),135,71,30,57
323430048,Sat Dec 08 2012 14:00:00 GMT-0500 (Eastern Standard Time),2169,73,48,67
323430045,Sat Dec 08 2012 14:30:00 GMT-0500 (Eastern Standard Time),2306,65,45,62
323430050,Sat Dec 08 2012 16:00:00 GMT-0500 (Eastern Standard Time),2019,59,50,109
323430046,Sat Dec 08 2012 12:00:00 GMT-0500 (Eastern Standard Time),119,40,46,46
323430062,Sun Dec 09 2012 00:00:00 GMT-0500 (Eastern Standard Time),2492,63,62,56
323430077,Sat Dec 08 2012 20:00:00 GMT-0500 (Eastern Standard Time),2086,74,77,65
323430059,Sat Dec 08 2012 19:00:00 GMT-0500 (Eastern Standard Time),350,66,59,73
323430084,Sat Dec 08 2012 18:00:00 GMT-0500 (Eastern Standard Time),2115,69,84,100
323430082,Sat Dec 08 2012 16:00:00 GMT-0500 (Eastern Standard Time),36,55,82,64
323430097,Sat Dec 08 2012 14:00:00 GMT-0500 (Eastern Standard Time),140,47,97,99
323430103,Sat Dec 08 2012 14:00:00 GMT-0500 (Eastern Standard Time),2597,64,103,72
323430096,Sat Dec 08 2012 12:00:00 GMT-0500 (Eastern Standard Time),2501,46,96,74
323430087,Sat Dec 08 2012 19:00:00 GMT-0500 (Eastern Standard Time),225,57,87,84
323430098,Sat Dec 08 2012 16:00:00 GMT-0500 (Eastern Standard Time),85,57,98,77
323430111,Sat Dec 08 2012 19:00:00 GMT-0500 (Eastern Standard Time),2325,66,111,64
323430120,Sat Dec 08 2012 14:00:00 GMT-0500 (Eastern Standard Time),2569,46,120,61
323430142,Sat Dec 08 2012 15:00:00 GMT-0500 (Eastern Standard Time),2634,38,142,68
323430127,Sat Dec 08 2012 14:00:00 GMT-0500 (Eastern Standard Time),2350,61,127,73
323430149,Sat Dec 08 2012 21:00:00 GMT-0500 (Eastern Standard Time),2104,58,149,78
323430152,Sat Dec 08 2012 13:00:00 GMT-0500 (Eastern Standard Time),325,63,152,80
323430150,Sat Dec 08 2012 15:23:00 GMT-0500 (Eastern Standard Time),218,67,150,90
323430130,Sat Dec 08 2012 12:00:00 GMT-0500 (Eastern Standard Time),8,67,130,80
323430153,Sat Dec 08 2012 19:30:00 GMT-0500 (Eastern Standard Time),2193,55,153,78
323430154,Sat Dec 08 2012 19:00:00 GMT-0500 (Eastern Standard Time),2550,71,154,67
323430163,Sat Dec 08 2012 14:00:00 GMT-0500 (Eastern Standard Time),2182,64,163,57
323430160,Sat Dec 08 2012 13:00:00 GMT-0500 (Eastern Standard Time),43,56,160,64
323430167,Sat Dec 08 2012 21:00:00 GMT-0500 (Eastern Standard Time),2674,52,167,65
323430183,Sat Dec 08 2012 19:00:00 GMT-0500 (Eastern Standard Time),2405,56,183,108
323430189,Sat Dec 08 2012 14:00:00 GMT-0500 (Eastern Standard Time),2535,42,189,57
323430164,Sat Dec 08 2012 21:30:00 GMT-0500 (Eastern Standard Time),314,73,164,81
323430194,Sat Dec 08 2012 12:00:00 GMT-0500 (Eastern Standard Time),299,55,194,89
323430195,Sat Dec 08 2012 14:00:00 GMT-0500 (Eastern Standard Time),2473,61,195,78
323430197,Sat Dec 08 2012 16:00:00 GMT-0500 (Eastern Standard Time),2623,42,197,62
323430202,Sat Dec 08 2012 13:05:00 GMT-0500 (Eastern Standard Time),2628,49,202,50
323430213,Sat Dec 08 2012 16:00:00 GMT-0500 (Eastern Standard Time),349,70,213,78
323430204,Sat Dec 08 2012 16:00:00 GMT-0500 (Eastern Standard Time),2755,54,204,85
323430221,Sat Dec 08 2012 19:00:00 GMT-0500 (Eastern Standard Time),2454,47,221,89
323430219,Sat Dec 08 2012 20:00:00 GMT-0500 (Eastern Standard Time),222,68,219,55
323430228,Sat Dec 08 2012 20:00:00 GMT-0500 (Eastern Standard Time),12,66,228,54
323430235,Sat Dec 08 2012 13:00:00 GMT-0500 (Eastern Standard Time),2046,65,235,83
323430248,Sat Dec 08 2012 18:00:00 GMT-0500 (Eastern Standard Time),2640,75,248,78
323430249,Sat Dec 08 2012 20:00:00 GMT-0500 (Eastern Standard Time),2296,65,249,83
323430256,Sat Dec 08 2012 19:00:00 GMT-0500 (Eastern Standard Time),257,83,256,82
323430251,Sat Dec 08 2012 17:15:00 GMT-0500 (Eastern Standard Time),26,65,251,63
323430258,Sat Dec 08 2012 16:00:00 GMT-0500 (Eastern Standard Time),2400,39,258,67
323430264,Sat Dec 08 2012 20:00:00 GMT-0500 (Eastern Standard Time),2440,76,264,73
323430252,Sat Dec 08 2012 21:00:00 GMT-0500 (Eastern Standard Time),254,58,252,61
323430269,Sat Dec 08 2012 18:00:00 GMT-0500 (Eastern Standard Time),275,50,269,60
323430276,Sat Dec 08 2012 19:00:00 GMT-0500 (Eastern Standard Time),2154,63,276,69
323430277,Sat Dec 08 2012 16:00:00 GMT-0500 (Eastern Standard Time),259,67,277,68
323430288,Sat Dec 08 2012 19:30:00 GMT-0500 (Eastern Standard Time),2630,62,288,86
323430279,Sat Dec 08 2012 20:00:00 GMT-0500 (Eastern Standard Time),2539,59,279,67
323430107,Sat Dec 08 2012 16:00:00 GMT-0500 (Eastern Standard Time),159,56,107,67
323430301,Sat Dec 08 2012 21:00:00 GMT-0500 (Eastern Standard Time),2655,72,301,78
323430290,Sat Dec 08 2012 19:00:00 GMT-0500 (Eastern Standard Time),2077,56,290,79
323430326,Sat Dec 08 2012 15:00:00 GMT-0500 (Eastern Standard Time),292,58,326,73
323430328,Sat Dec 08 2012 21:05:00 GMT-0500 (Eastern Standard Time),2848,57,328,86
323432005,Sat Dec 08 2012 16:00:00 GMT-0500 (Eastern Standard Time),2029,49,2005,65
323430339,Sat Dec 08 2012 14:05:00 GMT-0500 (Eastern Standard Time),93,82,339,70
323432032,Sat Dec 08 2012 15:05:00 GMT-0500 (Eastern Standard Time),179,70,2032,73
323432084,Sat Dec 08 2012 19:30:00 GMT-0500 (Eastern Standard Time),315,67,2084,77
323432130,Sat Dec 08 2012 15:05:00 GMT-0500 (Eastern Standard Time),2011,54,2130,67
323432065,Sat Dec 08 2012 16:00:00 GMT-0500 (Eastern Standard Time),2691,72,2065,85
323432142,Sat Dec 08 2012 14:00:00 GMT-0500 (Eastern Standard Time),399,67,2142,61
323432050,Sat Dec 08 2012 13:00:00 GMT-0500 (Eastern Standard Time),233,51,2050,62
323432132,Sat Dec 08 2012 14:00:00 GMT-0500 (Eastern Standard Time),2379,60,2132,92
323432181,Sat Dec 08 2012 20:05:00 GMT-0500 (Eastern Standard Time),2870,64,2181,74
323432166,Sat Dec 08 2012 19:00:00 GMT-0500 (Eastern Standard Time),2747,56,2166,63
323432197,Sat Dec 08 2012 19:00:00 GMT-0500 (Eastern Standard Time),2649,67,2197,59
323432184,Sat Dec 08 2012 19:00:00 GMT-0500 (Eastern Standard Time),2443,70,2184,88
323432174,Sat Dec 08 2012 14:00:00 GMT-0500 (Eastern Standard Time),2947,67,2174,102
323432198,Sat Dec 08 2012 19:00:00 GMT-0500 (Eastern Standard Time),2198,63,236,52
323432199,Sat Dec 08 2012 14:00:00 GMT-0500 (Eastern Standard Time),2509,44,2199,47
323432168,Sat Dec 08 2012 20:00:00 GMT-0500 (Eastern Standard Time),193,61,2168,83
323432241,Sat Dec 08 2012 19:00:00 GMT-0500 (Eastern Standard Time),2635,41,2241,61
323432247,Sat Dec 08 2012 14:00:00 GMT-0500 (Eastern Standard Time),614,58,2247,86
323432244,Sat Dec 08 2012 18:00:00 GMT-0500 (Eastern Standard Time),2460,82,2244,77
323432261,Sat Dec 08 2012 14:00:00 GMT-0500 (Eastern Standard Time),2523,66,2261,54
323432250,Sat Dec 08 2012 22:00:00 GMT-0500 (Eastern Standard Time),356,85,2250,74
323432287,Sat Dec 08 2012 20:05:00 GMT-0500 (Eastern Standard Time),2711,63,2287,85
323432305,Sat Dec 08 2012 14:00:00 GMT-0500 (Eastern Standard Time),38,54,2305,90
323432348,Sat Dec 08 2012 20:00:00 GMT-0500 (Eastern Standard Time),2572,55,2348,65
323432377,Sat Dec 08 2012 20:00:00 GMT-0500 (Eastern Standard Time),309,72,2377,77
323432352,Sat Dec 08 2012 12:00:00 GMT-0500 (Eastern Standard Time),2352,61,2612,55
323432341,Sat Dec 08 2012 14:00:00 GMT-0500 (Eastern Standard Time),2275,84,2341,88
323432393,Sat Dec 08 2012 17:00:00 GMT-0500 (Eastern Standard Time),145,62,2393,65
323432382,Sat Dec 08 2012 19:00:00 GMT-0500 (Eastern Standard Time),2010,46,2382,65
323432413,Sat Dec 08 2012 14:00:00 GMT-0500 (Eastern Standard Time),282,63,2413,71
323432427,Sat Dec 08 2012 16:30:00 GMT-0500 (Eastern Standard Time),2410,51,2427,85
323432429,Sat Dec 08 2012 14:00:00 GMT-0500 (Eastern Standard Time),2117,66,2429,78
323432514,Sat Dec 08 2012 16:00:00 GMT-0500 (Eastern Standard Time),261,53,2514,46
323432483,Sat Dec 08 2012 18:00:00 GMT-0500 (Eastern Standard Time),304,35,2483,87
323432541,Sat Dec 08 2012 22:00:00 GMT-0500 (Eastern Standard Time),594,42,2541,77
323432515,Sat Dec 08 2012 14:00:00 GMT-0500 (Eastern Standard Time),2729,60,2515,55
323432546,Sat Dec 08 2012 18:30:00 GMT-0500 (Eastern Standard Time),2110,88,2546,85
323432598,Sat Dec 08 2012 14:00:00 GMT-0500 (Eastern Standard Time),2329,83,2598,67
323432617,Sat Dec 08 2012 19:00:00 GMT-0500 (Eastern Standard Time),2353,46,2617,73
323432599,Sat Dec 08 2012 19:00:00 GMT-0500 (Eastern Standard Time),2230,47,2599,58
323432638,Sat Dec 08 2012 21:00:00 GMT-0500 (Eastern Standard Time),70,60,2638,64
323432653,Sat Dec 08 2012 20:00:00 GMT-0500 (Eastern Standard Time),3084,86,2653,82
323432692,Sat Dec 08 2012 21:00:00 GMT-0500 (Eastern Standard Time),300,51,2692,65
323432710,Sat Dec 08 2012 20:00:00 GMT-0500 (Eastern Standard Time),2565,38,2710,55
323432717,Sat Dec 08 2012 16:30:00 GMT-0500 (Eastern Standard Time),2026,64,2717,70
323432724,Sat Dec 08 2012 20:00:00 GMT-0500 (Eastern Standard Time),2458,54,2724,80
323432750,Sat Dec 08 2012 19:00:00 GMT-0500 (Eastern Standard Time),2678,59,2750,92
323432751,Sat Dec 08 2012 16:00:00 GMT-0500 (Eastern Standard Time),2824,55,2751,74
323440025,Sun Dec 09 2012 18:00:00 GMT-0500 (Eastern Standard Time),2439,76,25,75
323432754,Sat Dec 08 2012 19:00:00 GMT-0500 (Eastern Standard Time),2274,44,2754,71
323432908,Sat Dec 08 2012 14:30:00 GMT-0500 (Eastern Standard Time),2636,77,2908,88
323432803,Sat Dec 08 2012 13:00:00 GMT-0500 (Eastern Standard Time),2066,56,2803,78
323440044,Sun Dec 09 2012 14:00:00 GMT-0500 (Eastern Standard Time),171,54,44,42
323432277,Sat Dec 08 2012 20:05:00 GMT-0500 (Eastern Standard Time),2534,69,2277,57
323440056,Sun Dec 09 2012 14:00:00 GMT-0500 (Eastern Standard Time),2229,82,56,79
323440156,Sun Dec 09 2012 14:05:00 GMT-0500 (Eastern Standard Time),2006,61,156,77
323440066,Sun Dec 09 2012 19:00:00 GMT-0500 (Eastern Standard Time),2437,65,66,93
323440052,Sun Dec 09 2012 16:00:00 GMT-0500 (Eastern Standard Time),311,59,52,91
323440161,Sun Dec 09 2012 16:00:00 GMT-0500 (Eastern Standard Time),42,69,161,59
323440231,Sun Dec 09 2012 15:00:00 GMT-0500 (Eastern Standard Time),2506,57,231,81
323440265,Sun Dec 09 2012 15:00:00 GMT-0500 (Eastern Standard Time),278,50,265,59
323440305,Sun Dec 09 2012 17:00:00 GMT-0500 (Eastern Standard Time),270,50,305,84
323440322,Sun Dec 09 2012 14:00:00 GMT-0500 (Eastern Standard Time),2529,70,322,72
323442226,Sun Dec 09 2012 15:00:00 GMT-0500 (Eastern Standard Time),2683,50,2226,83
323442368,Sun Dec 09 2012 14:00:00 GMT-0500 (Eastern Standard Time),2099,94,2368,82
323442363,Sun Dec 09 2012 14:00:00 GMT-0500 (Eastern Standard Time),2561,55,2363,75
323442450,Sun Dec 09 2012 16:00:00 GMT-0500 (Eastern Standard Time),2378,66,2450,83
323442449,Sun Dec 09 2012 17:00:00 GMT-0500 (Eastern Standard Time),155,52,2449,72
323450046,Mon Dec 10 2012 19:00:00 GMT-0500 (Eastern Standard Time),2344,53,46,89
323442520,Sun Dec 09 2012 14:00:00 GMT-0500 (Eastern Standard Time),2217,65,2520,52
323442571,Sun Dec 09 2012 15:30:00 GMT-0500 (Eastern Standard Time),2934,63,2571,69
323442752,Sun Dec 09 2012 16:00:00 GMT-0500 (Eastern Standard Time),2309,55,2752,62
323450259,Mon Dec 10 2012 19:00:00 GMT-0500 (Eastern Standard Time),2400,49,259,70
323452174,Mon Dec 10 2012 19:30:00 GMT-0500 (Eastern Standard Time),2011,68,2174,81
323450331,Mon Dec 10 2012 21:05:00 GMT-0500 (Eastern Standard Time),2547,75,331,69
323452426,Mon Dec 10 2012 19:00:00 GMT-0500 (Eastern Standard Time),2803,59,2426,69
323452433,Mon Dec 10 2012 20:00:00 GMT-0500 (Eastern Standard Time),2545,61,2433,68
323452582,Mon Dec 10 2012 20:00:00 GMT-0500 (Eastern Standard Time),2730,50,2582,77
323460023,Tue Dec 11 2012 22:00:00 GMT-0500 (Eastern Standard Time),2541,75,23,54
323460002,Tue Dec 11 2012 20:00:00 GMT-0500 (Eastern Standard Time),2755,42,2,92
323460085,Tue Dec 11 2012 19:00:00 GMT-0500 (Eastern Standard Time),3088,59,85,65
323460055,Tue Dec 11 2012 20:00:00 GMT-0500 (Eastern Standard Time),2370,64,55,79
323460108,Tue Dec 11 2012 19:00:00 GMT-0500 (Eastern Standard Time),104,64,108,65
323460164,Tue Dec 11 2012 19:30:00 GMT-0500 (Eastern Standard Time),45,65,164,68
323460130,Tue Dec 11 2012 19:00:00 GMT-0500 (Eastern Standard Time),2066,39,130,67
323460099,Tue Dec 11 2012 20:00:00 GMT-0500 (Eastern Standard Time),236,67,99,80
323460135,Tue Dec 11 2012 21:00:00 GMT-0500 (Eastern Standard Time),2449,57,135,70
323460301,Tue Dec 11 2012 22:00:00 GMT-0500 (Eastern Standard Time),3188,65,301,88
323460309,Tue Dec 11 2012 20:00:00 GMT-0500 (Eastern Standard Time),2320,60,309,77
323460222,Tue Dec 11 2012 19:00:00 GMT-0500 (Eastern Standard Time),2603,61,222,65
323460356,Tue Dec 11 2012 20:00:00 GMT-0500 (Eastern Standard Time),2450,54,356,64
323462184,Tue Dec 11 2012 19:00:00 GMT-0500 (Eastern Standard Time),277,56,2184,60
323462440,Tue Dec 11 2012 22:00:00 GMT-0500 (Eastern Standard Time),13,56,2440,69
323462608,Tue Dec 11 2012 22:00:00 GMT-0500 (Eastern Standard Time),2296,67,2608,120
323462597,Tue Dec 11 2012 19:00:00 GMT-0500 (Eastern Standard Time),2619,77,2597,61
323470120,Wed Dec 12 2012 20:00:00 GMT-0500 (Eastern Standard Time),2405,38,120,71
323470009,Wed Dec 12 2012 21:00:00 GMT-0500 (Eastern Standard Time),305,78,9,61
323462885,Tue Dec 11 2012 19:30:00 GMT-0500 (Eastern Standard Time),349,67,2885,69
323470204,Wed Dec 12 2012 22:35:00 GMT-0500 (Eastern Standard Time),204,79,2502,74
323470261,Wed Dec 12 2012 19:00:00 GMT-0500 (Eastern Standard Time),159,50,261,52
323470218,Wed Dec 12 2012 19:00:00 GMT-0500 (Eastern Standard Time),119,61,218,72
323470194,Wed Dec 12 2012 19:00:00 GMT-0500 (Eastern Standard Time),2542,45,194,85
323470275,Wed Dec 12 2012 21:00:00 GMT-0500 (Eastern Standard Time),2739,54,275,65
323470242,Wed Dec 12 2012 20:00:00 GMT-0500 (Eastern Standard Time),2341,97,242,70
323470239,Wed Dec 12 2012 21:30:00 GMT-0500 (Eastern Standard Time),2320,68,239,85
323470278,Wed Dec 12 2012 22:00:00 GMT-0500 (Eastern Standard Time),38,50,278,43
323470399,Wed Dec 12 2012 19:00:00 GMT-0500 (Eastern Standard Time),2569,61,399,70
323472097,Wed Dec 12 2012 19:00:00 GMT-0500 (Eastern Standard Time),2521,67,2097,65
323470315,Wed Dec 12 2012 19:00:00 GMT-0500 (Eastern Standard Time),42,59,315,75
323472217,Wed Dec 12 2012 19:00:00 GMT-0500 (Eastern Standard Time),270,46,2217,62
323472116,Wed Dec 12 2012 19:00:00 GMT-0500 (Eastern Standard Time),2065,62,2116,72
323472377,Wed Dec 12 2012 20:00:00 GMT-0500 (Eastern Standard Time),2348,72,2377,80
323472378,Wed Dec 12 2012 19:00:00 GMT-0500 (Eastern Standard Time),2154,80,2378,61
323472427,Wed Dec 12 2012 19:00:00 GMT-0500 (Eastern Standard Time),2331,55,2427,66
323480232,Thu Dec 13 2012 19:00:00 GMT-0500 (Eastern Standard Time),380,65,232,49
323480155,Thu Dec 13 2012 20:05:00 GMT-0500 (Eastern Standard Time),597,32,155,74
323472506,Wed Dec 12 2012 19:00:00 GMT-0500 (Eastern Standard Time),2822,83,2506,91
323480250,Thu Dec 13 2012 20:00:00 GMT-0500 (Eastern Standard Time),2277,47,250,81
323472443,Wed Dec 12 2012 20:00:00 GMT-0500 (Eastern Standard Time),2447,76,2443,79
323480265,Thu Dec 13 2012 22:00:00 GMT-0500 (Eastern Standard Time),2296,41,265,52
323482011,Thu Dec 13 2012 20:30:00 GMT-0500 (Eastern Standard Time),2653,68,2011,74
323480292,Thu Dec 13 2012 20:00:00 GMT-0500 (Eastern Standard Time),101,64,292,92
323480526,Thu Dec 13 2012 19:05:00 GMT-0500 (Eastern Standard Time),2229,73,526,76
323482057,Thu Dec 13 2012 19:00:00 GMT-0500 (Eastern Standard Time),2393,49,2057,64
323482239,Thu Dec 13 2012 22:05:00 GMT-0500 (Eastern Standard Time),304,53,2239,66
323482344,Thu Dec 13 2012 19:00:00 GMT-0500 (Eastern Standard Time),2896,74,2344,86
323482433,Thu Dec 13 2012 20:00:00 GMT-0500 (Eastern Standard Time),2582,68,2433,39
323480324,Thu Dec 13 2012 19:30:00 GMT-0500 (Eastern Standard Time),2648,38,324,75
323482439,Thu Dec 13 2012 22:00:00 GMT-0500 (Eastern Standard Time),2318,44,2439,91
323482885,Thu Dec 13 2012 19:30:00 GMT-0500 (Eastern Standard Time),2448,76,2885,71
323482547,Thu Dec 13 2012 22:00:00 GMT-0500 (Eastern Standard Time),264,87,2547,74
323482633,Thu Dec 13 2012 19:00:00 GMT-0500 (Eastern Standard Time),2724,60,2633,69
323490013,Fri Dec 14 2012 22:00:00 GMT-0500 (Eastern Standard Time),2201,57,13,60
323490295,Fri Dec 14 2012 19:00:00 GMT-0500 (Eastern Standard Time),2116,75,295,71
323490145,Fri Dec 14 2012 20:00:00 GMT-0500 (Eastern Standard Time),2193,55,145,77
323490068,Fri Dec 14 2012 21:15:00 GMT-0500 (Eastern Standard Time),99,70,68,89
323492390,Fri Dec 14 2012 19:00:00 GMT-0500 (Eastern Standard Time),2429,46,2390,77
323490349,Fri Dec 14 2012 19:00:00 GMT-0500 (Eastern Standard Time),311,67,349,96
323492501,Fri Dec 14 2012 22:30:00 GMT-0500 (Eastern Standard Time),3217,66,2501,95
323500002,Sat Dec 15 2012 20:00:00 GMT-0500 (Eastern Standard Time),231,50,2,64
323500009,Sat Dec 15 2012 15:00:00 GMT-0500 (Eastern Standard Time),159,42,9,61
323500008,Sat Dec 15 2012 20:00:00 GMT-0500 (Eastern Standard Time),2016,59,8,97
323500012,Sat Dec 15 2012 22:00:00 GMT-0500 (Eastern Standard Time),57,64,12,65
323500021,Sat Dec 15 2012 22:00:00 GMT-0500 (Eastern Standard Time),301,56,21,72
323500025,Sat Dec 15 2012 23:00:00 GMT-0500 (Eastern Standard Time),156,74,25,64
323500024,Sat Dec 15 2012 17:00:00 GMT-0500 (Eastern Standard Time),302,52,24,75
323500030,Sat Dec 15 2012 19:00:00 GMT-0500 (Eastern Standard Time),27,26,30,70
323500026,Sat Dec 15 2012 21:00:00 GMT-0500 (Eastern Standard Time),2504,53,26,95
323500061,Sat Dec 15 2012 17:00:00 GMT-0500 (Eastern Standard Time),314,81,61,78
323500047,Sat Dec 15 2012 16:00:00 GMT-0500 (Eastern Standard Time),2335,53,47,60
323500046,Sat Dec 15 2012 12:00:00 GMT-0500 (Eastern Standard Time),2717,68,46,81
323500062,Sun Dec 16 2012 00:30:00 GMT-0500 (Eastern Standard Time),62,104,2124,93
323500082,Sat Dec 15 2012 14:00:00 GMT-0500 (Eastern Standard Time),2199,48,82,74
323500066,Sat Dec 15 2012 17:00:00 GMT-0500 (Eastern Standard Time),2181,77,66,86
323500070,Sat Dec 15 2012 22:05:00 GMT-0500 (Eastern Standard Time),3152,47,70,91
323500084,Sat Dec 15 2012 14:00:00 GMT-0500 (Eastern Standard Time),84,86,2086,88
323500085,Sat Dec 15 2012 19:00:00 GMT-0500 (Eastern Standard Time),282,75,85,61
323500087,Sat Dec 15 2012 17:05:00 GMT-0500 (Eastern Standard Time),2509,68,87,81
323500096,Sat Dec 15 2012 12:30:00 GMT-0500 (Eastern Standard Time),288,50,96,88
323500113,Sat Dec 15 2012 12:00:00 GMT-0500 (Eastern Standard Time),2210,73,113,78
323500119,Sat Dec 15 2012 19:00:00 GMT-0500 (Eastern Standard Time),2449,65,119,48
323500139,Sat Dec 15 2012 20:00:00 GMT-0500 (Eastern Standard Time),2630,51,139,73
323500127,Sat Dec 15 2012 21:00:00 GMT-0500 (Eastern Standard Time),2657,56,127,92
323500149,Sat Dec 15 2012 21:00:00 GMT-0500 (Eastern Standard Time),2571,68,149,67
323500152,Sat Dec 15 2012 19:00:00 GMT-0500 (Eastern Standard Time),2450,62,152,84
323500153,Sat Dec 15 2012 12:00:00 GMT-0500 (Eastern Standard Time),151,87,153,93
323500167,Sat Dec 15 2012 18:00:00 GMT-0500 (Eastern Standard Time),166,58,167,73
323500179,Sat Dec 15 2012 14:00:00 GMT-0500 (Eastern Standard Time),325,53,179,87
323500183,Sat Dec 15 2012 19:00:00 GMT-0500 (Eastern Standard Time),2099,61,183,85
323500194,Sat Dec 15 2012 12:00:00 GMT-0500 (Eastern Standard Time),2427,72,194,90
323500195,Sat Dec 15 2012 14:00:00 GMT-0500 (Eastern Standard Time),2737,50,195,49
323500213,Sat Dec 15 2012 14:00:00 GMT-0500 (Eastern Standard Time),2169,76,213,80
323500227,Sat Dec 15 2012 14:00:00 GMT-0500 (Eastern Standard Time),2567,50,227,72
323500221,Sat Dec 15 2012 19:00:00 GMT-0500 (Eastern Standard Time),2065,40,221,89
323500201,Sat Dec 15 2012 14:00:00 GMT-0500 (Eastern Standard Time),245,54,201,64
323500235,Sat Dec 15 2012 14:30:00 GMT-0500 (Eastern Standard Time),97,87,235,78
323500242,Sat Dec 15 2012 20:00:00 GMT-0500 (Eastern Standard Time),42,58,242,51
323500233,Sat Dec 15 2012 20:00:00 GMT-0500 (Eastern Standard Time),2050,80,233,73
323500228,Sat Dec 15 2012 19:00:00 GMT-0500 (Eastern Standard Time),50,57,228,80
323500248,Sat Dec 15 2012 20:00:00 GMT-0500 (Eastern Standard Time),309,63,248,85
323500238,Sat Dec 15 2012 20:00:00 GMT-0500 (Eastern Standard Time),2010,46,238,71
323500269,Sat Dec 15 2012 14:00:00 GMT-0500 (Eastern Standard Time),2542,51,269,71
323500257,Sat Dec 15 2012 18:00:00 GMT-0500 (Eastern Standard Time),56,57,257,76
323500251,Sat Dec 15 2012 20:00:00 GMT-0500 (Eastern Standard Time),326,63,251,75
323500259,Sat Dec 15 2012 14:00:00 GMT-0500 (Eastern Standard Time),290,78,259,73
323500264,Sat Dec 15 2012 19:00:00 GMT-0500 (Eastern Standard Time),2296,67,264,75
323500276,Sat Dec 15 2012 14:00:00 GMT-0500 (Eastern Standard Time),2132,72,276,56
323500279,Sat Dec 15 2012 20:00:00 GMT-0500 (Eastern Standard Time),2541,75,279,71
323500278,Sat Dec 15 2012 22:00:00 GMT-0500 (Eastern Standard Time),300,58,278,51
323500277,Sat Dec 15 2012 20:00:00 GMT-0500 (Eastern Standard Time),277,66,130,81
323500299,Sat Dec 15 2012 19:00:00 GMT-0500 (Eastern Standard Time),2088,65,299,82
323500292,Sat Dec 15 2012 20:00:00 GMT-0500 (Eastern Standard Time),2320,70,292,75
323500339,Sat Dec 15 2012 14:05:00 GMT-0500 (Eastern Standard Time),2011,67,339,80
323502031,Sat Dec 15 2012 15:00:00 GMT-0500 (Eastern Standard Time),202,65,2031,72
323502083,Sat Dec 15 2012 19:00:00 GMT-0500 (Eastern Standard Time),2325,66,2083,74
323502166,Sat Dec 15 2012 19:00:00 GMT-0500 (Eastern Standard Time),350,61,2166,77
323502174,Sat Dec 15 2012 12:00:00 GMT-0500 (Eastern Standard Time),2006,73,2174,80
323502172,Sat Dec 15 2012 18:00:00 GMT-0500 (Eastern Standard Time),2437,47,2172,82
323502241,Sat Dec 15 2012 19:00:00 GMT-0500 (Eastern Standard Time),2643,58,2241,71
323502168,Sat Dec 15 2012 19:00:00 GMT-0500 (Eastern Standard Time),2226,56,2168,81
323502230,Sat Dec 15 2012 14:30:00 GMT-0500 (Eastern Standard Time),163,60,2230,63
323502250,Sat Dec 15 2012 21:00:00 GMT-0500 (Eastern Standard Time),2306,52,2250,68
