game_id
400500074
400500075
400500076
400500077
400500078
400500079
400500080
400500081
400500082
400500083
400500084
400500085
400500086
400500087
400500088
400500089
400500090
400500091
400500092
400500093
400500094
400500095
400500096
400500097
400500098
400500099
400500100
400500101
400500102
400500103
400500104
400500105
400500106
400500107
400500108
400500109
400500110
400500111
400500112
400500113
400500114
400500115
400500116
400500117
400500118
400500119
400500120
400500121
400500122
400500123
400500124
400500125
400500126
400500127
400500128
400500129
400500130
400500131
400500132
400500133
400500134
400500135
400500136
400500137
400500138
400500139
400500140
400500141
400501546
400501547
400501548
400501549
400501550
400501551
400501552
400501553
400501554
400501555
400501556
400501557
400501559
400501560
400501561
400501562
400501563
400501564
400501565
400501566
400501567
400501568
400501569
400501570
400501572
400501573
400501575
400501576
400501577
400501578
400501579
400501580
400501581
400501583
400501584
400501585
400501586
400501587
400501588
400501589
400501590
400501591
400501592
400501593
400501594
400501595
400501596
400501597
400501598
400501599
400501600
400501601
400501602
400501603
400501604
400501605
400501606
400501607
400501608
400501609
400501610
400501611
400501612
400501613
400501614
400501616
400501617
400501618
400501619
400501622
400501623
400501624
400501626
400501627
400501628
400501629
400501630
400501631
400501632
400501633
400501634
400501635
400501636
400501637
400501638
400501639
400501640
400501641
400501642
400501643
400501644
400501645
400501646
400501647
400501648
400501649
400501650
400501651
400501652
400501653
400501654
400501655
400501656
400501657
400501658
400501659
400501660
400501661
400501662
400501663
400501664
400501665
400501666
400501667
400501668
400501669
400501670
400501671
400501672
400501673
400501674
400501675
400501676
400501677
400501678
400501679
400501680
400501681
400501682
400502320
400502321
400502322
400502323
400502324
400502325
400502326
400502328
400502329
400502330
400502331
400502332
400502333
400502334
400502335
400502336
400502337
400502338
400502339
400502340
400502341
400502342
400502343
400502344
400502345
400502346
400502347
400502348
400502349
400502350
400502351
400502352
400502353
400502354
400502355
400502356
400502357
400502358
400502359
400502360
400502361
400502362
400502363
400502364
400502365
400502366
400502367
400502368
400502369
400502370
400502371
400502372
400502373
400502374
400502375
400502376
400502377
400502378
400502379
400502380
400502381
400502382
400502383
400502384
400502385
400502386
400502387
400502388
400502389
400502390
400502391
400502392
400502393
400502394
400502395
400502396
400502397
400502398
400502399
400502400
400502401
400502402
400502403
400502404
400502405
400502406
400502407
400502408
400502409
400502410
400502411
400502412
400502413
400502414
400502415
400502416
400502417
400502418
400502419
400502420
400502421
400502422
400502423
400502424
400502425
400502426
400502427
400502428
400502429
400502430
400502431
400502433
400502434
400502435
400502436
400502437
400502438
400502440
400502441
400502442
400502443
400502444
400502445
400502446
400502447
400502448
400502450
400502451
400502452
400502453
400502454
400502455
400502456
400502457
400502458
400502459
400502460
400502461
400502462
400502463
400502464
400502465
400502466
400502467
400502468
400502469
400502470
400502471
400502472
400502473
400502474
400502475
400502476
400502477
400502478
400502479
400502480
400502481
400502482
400502483
400502484
400502485
400502486
400502487
400502488
400502489
400502490
400502491
400502492
400502493
400502494
400502495
400502496
400502497
400502498
400502499
400502500
400502501
400502502
400502503
400502504
400502505
400502506
400502507
400502508
400502509
400502510
400502511
400502512
400502513
400502514
400502515
400502516
400502517
400502518
400502519
400502520
400502521
400502522
400502523
400502524
400502526
400502527
400502528
400502529
400502530
400502531
400502532
400502533
400502534
400502535
400502536
400502537
400502538
400502539
400502541
400502542
400502543
400502544
400502545
400502546
400502547
400502548
400502549
400502550
400502551
400502552
400502553
400502554
400502555
400502556
400502557
400502558
400502559
400502560
400502561
400502562
400502563
400502565
400502566
400502567
400502568
400502569
400502570
400502571
400502572
400502573
400502574
400502575
400502576
400502577
400502578
400502579
400502580
400502581
400502582
400502583
400502584
400502585
400502586
400502587
400502588
400502589
400502590
400502591
400502592
400502593
400502594
400502595
400502596
400502597
400502598
400502599
400502600
400502601
400502602
400502603
400502604
400502605
400502606
400502607
400502608
400502609
400502610
400502611
400502613
400502615
400502616
400502617
400502618
400502619
400502620
400502621
400502622
400502623
400502624
400502625
400502626
400502627
400502628
400502629
400502630
400502631
400502632
400502633
400502634
400502635
400502636
400502637
400502638
400502639
400502640
400502641
400502642
400502643
400502644
400502645
400502646
400502647
400502648
400502649
400502650
400502651
400502652
400502653
400502654
400502655
400502656
400502657
400502658
400502659
400502660
400502661
400502662
400502663
400502664
400502665
400502666
400502667
400502668
400502669
400502670
400502671
400502672
400502673
400502674
400502675
400502676
400502677
400502678
400502679
400502680
400502681
400502682
400502683
400502684
400502685
400502686
400502687
400502688
400502689
400502690
400502691
400502692
400502693
400502694
400502695
400502696
400502697
400502698
400502699
400502700
400502701
400502702
400502703
400502704
400502705
400502706
400502707
400502708
400502709
400502710
400502711
400502712
400502713
400502714
400502715
400502716
400502717
400502718
400502719
400502720
400502721
400502722
400502723
400502724
400502725
400502726
400502727
400502728
400502729
400502730
400502731
400502732
400502733
400502734
400502735
400502736
400502737
400502738
400502739
400502740
400502741
400502742
400502743
400502744
400502745
400502746
400502747
400502748
400502749
400502750
400502751
400502752
400502753
400502754
400502755
400502756
400502757
400502758
400502759
400502760
400502761
400502762
400502763
400502764
400502765
400502766
400502767
400502768
400502769
400502770
400502771
400502772
400502773
400502774
