espn_game_id,date_time,away_espn_id,away_friendly_school,away_score,home_espn_id,home_friendly_school,home_score,conf_friendly
323650282,Sun Dec 30 2012 13:05:00 GMT-0500 (Eastern Standard Time),2287,Illinois State,75,282,Indiana State,77,Missouri Valley
323650324,Sun Dec 30 2012 19:00:00 GMT-0500 (Eastern Standard Time),2256,,65,324,Coastal Carolina,85,Nonconference
323650333,Sun Dec 30 2012 18:00:00 GMT-0500 (Eastern Standard Time),2655,Tulane,53,333,Alabama,50,Nonconference
323650344,Sun Dec 30 2012 16:00:00 GMT-0500 (Eastern Standard Time),2010,Alabama A&M,59,344,Mississippi State,57,Nonconference
323652006,Sun Dec 30 2012 19:00:00 GMT-0500 (Eastern Standard Time),163,Princeton,58,2006,Akron,62,Nonconference
323652026,Sun Dec 30 2012 14:00:00 GMT-0500 (Eastern Standard Time),2397,,51,2026,Appalachian State,71,Nonconference
323652066,Sun Dec 30 2012 14:00:00 GMT-0500 (Eastern Standard Time),172,Cornell,79,2066,Binghamton,77,Nonconference
323652142,Sun Dec 30 2012 14:00:00 GMT-0500 (Eastern Standard Time),160,New Hampshire,63,2142,Colgate,65,Nonconference
323652174,Sun Dec 30 2012 15:00:00 GMT-0500 (Eastern Standard Time),2099,Canisius,78,2174,Detroit,83,Nonconference
323652309,Sun Dec 30 2012 19:00:00 GMT-0500 (Eastern Standard Time),2986,,75,2309,Kent State,77,Nonconference
323652413,Sun Dec 30 2012 14:00:00 GMT-0500 (Eastern Standard Time),2841,,67,2413,Morehead State,114,Nonconference
323652427,Sun Dec 30 2012 14:00:00 GMT-0500 (Eastern Standard Time),495,,66,2427,UNC Asheville,95,Nonconference
323652567,Sun Dec 30 2012 17:00:00 GMT-0500 (Eastern Standard Time),231,Furman,53,2567,Southern Methodist,72,Nonconference
323652608,Sun Dec 30 2012 17:30:00 GMT-0500 (Eastern Standard Time),43,NULL,62,2608,NULL,78,NULL
323652623,Sun Dec 30 2012 18:30:00 GMT-0500 (Eastern Standard Time),79,Southern Illinois,59,2623,Missouri State,70,Missouri Valley
323652628,Sun Dec 30 2012 16:00:00 GMT-0500 (Eastern Standard Time),2400,Mississippi Valley State,64,2628,TCU,67,Nonconference
323652724,Sun Dec 30 2012 18:00:00 GMT-0500 (Eastern Standard Time),2460,Northern Iowa,41,2724,Wichita State,66,Missouri Valley
323652737,Sun Dec 30 2012 14:00:00 GMT-0500 (Eastern Standard Time),2261,Hampton,43,2737,Winthrop,50,Nonconference
323652739,Sun Dec 30 2012 13:00:00 GMT-0500 (Eastern Standard Time),542,,43,2739,Green Bay,84,Nonconference
323652750,Sun Dec 30 2012 14:00:00 GMT-0500 (Eastern Standard Time),2419,,49,2750,Wright State,58,Nonconference
323652885,Sun Dec 30 2012 16:20:00 GMT-0500 (Eastern Standard Time),2597,St. Francis (NY),89,2885,NJIT,87,Nonconference
323652908,Sun Dec 30 2012 15:00:00 GMT-0500 (Eastern Standard Time),3189,,55,2908,USC Upstate,85,Nonconference
323652934,Sun Dec 30 2012 19:00:00 GMT-0500 (Eastern Standard Time),2448,North Carolina A&T,52,2934,Cal State Bakersfield,60,Nonconference
323660048,Mon Dec 31 2012 14:00:00 GMT-0500 (Eastern Standard Time),2520,Rider,66,48,Delaware,73,Nonconference
323660103,Mon Dec 31 2012 14:00:00 GMT-0500 (Eastern Standard Time),159,Dartmouth,58,103,Boston College,79,Nonconference
323660135,Mon Dec 31 2012 14:00:00 GMT-0500 (Eastern Standard Time),127,Michigan State,63,135,Minnesota,76,Big Ten
323660139,Mon Dec 31 2012 19:30:00 GMT-0500 (Eastern Standard Time),167,New Mexico,46,139,Saint Louis,60,Nonconference
323660152,Mon Dec 31 2012 17:00:00 GMT-0500 (Eastern Standard Time),2430,UNC Greensboro,68,152,North Carolina State,89,Nonconference
323660179,Mon Dec 31 2012 13:00:00 GMT-0500 (Eastern Standard Time),314,Iona,93,179,St. Bonaventure,74,Nonconference
323660183,Mon Dec 31 2012 15:00:00 GMT-0500 (Eastern Standard Time),2115,Central Connecticut State,62,183,Syracuse,96,Nonconference
323660197,Mon Dec 31 2012 18:00:00 GMT-0500 (Eastern Standard Time),2250,Gonzaga,69,197,Oklahoma State,68,Nonconference
323660201,Mon Dec 31 2012 15:00:00 GMT-0500 (Eastern Standard Time),357,Texas A&M-CC,42,201,Oklahoma,72,Nonconference
323660204,Mon Dec 31 2012 17:00:00 GMT-0500 (Eastern Standard Time),292,Texas-Pan American,59,204,Oregon State,84,Nonconference
323660218,Mon Dec 31 2012 14:00:00 GMT-0500 (Eastern Standard Time),189,Bowling Green,57,218,Temple,75,Nonconference
323660221,Mon Dec 31 2012 12:00:00 GMT-0500 (Eastern Standard Time),2132,Cincinnati,70,221,Pittsburgh,61,Big East
323660250,Mon Dec 31 2012 15:00:00 GMT-0500 (Eastern Standard Time),2172,Denver,50,250,Texas-Arlington,35,Western Athletic
323660294,Mon Dec 31 2012 19:15:00 GMT-0500 (Eastern Standard Time),94,Northern Kentucky,51,294,Jacksonville,53,Atlantic Sun
323660326,Mon Dec 31 2012 17:00:00 GMT-0500 (Eastern Standard Time),328,Utah State,81,326,Texas State,57,Western Athletic
323660338,Mon Dec 31 2012 17:00:00 GMT-0500 (Eastern Standard Time),526,Florida Gulf Coast,68,338,Kennesaw State,59,Atlantic Sun
323660399,Mon Dec 31 2012 16:00:00 GMT-0500 (Eastern Standard Time),225,Brown,50,399,Albany,57,Nonconference
323662110,Mon Dec 31 2012 16:00:00 GMT-0500 (Eastern Standard Time),3079,,82,2110,Central Arkansas,107,Nonconference
323662182,Mon Dec 31 2012 16:00:00 GMT-0500 (Eastern Standard Time),2603,NULL,63,2182,NULL,49,NULL
323662210,Mon Dec 31 2012 14:00:00 GMT-0500 (Eastern Standard Time),2362,,49,2210,Elon,84,Nonconference
323662230,Mon Dec 31 2012 16:00:00 GMT-0500 (Eastern Standard Time),2405,Monmouth,71,2230,Fordham,82,Nonconference
323662277,Mon Dec 31 2012 15:05:00 GMT-0500 (Eastern Standard Time),349,Army,95,2277,Houston Baptist,86,Nonconference
323662294,Mon Dec 31 2012 16:00:00 GMT-0500 (Eastern Standard Time),84,Indiana,69,2294,Iowa,65,Big Ten
323662306,Mon Dec 31 2012 14:00:00 GMT-0500 (Eastern Standard Time),233,South Dakota,50,2306,Kansas State,70,Nonconference
323662344,Mon Dec 31 2012 14:00:00 GMT-0500 (Eastern Standard Time),161,Fairleigh Dickinson,79,2344,Longwood,71,Nonconference
323662348,Mon Dec 31 2012 20:00:00 GMT-0500 (Eastern Standard Time),166,New Mexico State,72,2348,Louisiana Tech,81,Western Athletic
323662368,Mon Dec 31 2012 16:00:00 GMT-0500 (Eastern Standard Time),232,Charleston,85,2368,Marist,75,Nonconference
323662382,Mon Dec 31 2012 16:30:00 GMT-0500 (Eastern Standard Time),56,Stetson,64,2382,Mercer,70,Atlantic Sun
323662393,Mon Dec 31 2012 20:00:00 GMT-0500 (Eastern Standard Time),249,North Texas,57,2393,Middle Tennessee State,75,Sun Belt
323662437,Mon Dec 31 2012 18:00:00 GMT-0500 (Eastern Standard Time),140,UMKC,65,2437,Nebraska-Omaha,77,Summit League
323662454,Mon Dec 31 2012 16:30:00 GMT-0500 (Eastern Standard Time),288,Lipscomb,70,2454,North Florida,84,Atlantic Sun
323662466,Mon Dec 31 2012 15:00:00 GMT-0500 (Eastern Standard Time),2326,,52,2466,Northwestern State,102,Nonconference
323662483,Mon Dec 31 2012 19:00:00 GMT-0500 (Eastern Standard Time),2440,Nevada,43,2483,Oregon,56,Nonconference
323662572,Mon Dec 31 2012 15:30:00 GMT-0500 (Eastern Standard Time),2730,,59,2572,Southern Mississippi,89,Nonconference
323662608,Mon Dec 31 2012 20:00:00 GMT-0500 (Eastern Standard Time),108,NULL,69,2608,NULL,70,NULL
323662630,Mon Dec 31 2012 17:30:00 GMT-0500 (Eastern Standard Time),55,Jacksonville State,64,2630,Tennessee-Martin,54,Ohio Valley
323662636,Mon Dec 31 2012 15:00:00 GMT-0500 (Eastern Standard Time),23,San Jose State,80,2636,UTSA,67,Western Athletic
323662641,Mon Dec 31 2012 13:00:00 GMT-0500 (Eastern Standard Time),50,Florida A&M,56,2641,Texas Tech,70,Nonconference
323662649,Mon Dec 31 2012 13:00:00 GMT-0500 (Eastern Standard Time),2130,Chicago State,58,2649,Toledo,53,Nonconference
323662717,Mon Dec 31 2012 14:00:00 GMT-0500 (Eastern Standard Time),2335,Liberty,63,2717,Western Carolina,62,Nonconference
330010066,Tue Jan 01 2013 13:00:00 GMT-0500 (Eastern Standard Time),43,Yale,70,66,Iowa State,80,Nonconference
330010120,Tue Jan 01 2013 15:00:00 GMT-0500 (Eastern Standard Time),85,IUPUI,63,120,Maryland,81,Nonconference
330010228,Tue Jan 01 2013 16:00:00 GMT-0500 (Eastern Standard Time),2643,Citadel,51,228,Clemson,92,Nonconference
330010269,Tue Jan 01 2013 20:00:00 GMT-0500 (Eastern Standard Time),41,Connecticut,76,269,Marquette,82,Big East
330012226,Tue Jan 01 2013 14:00:00 GMT-0500 (Eastern Standard Time),2275,Hofstra,57,2226,Florida Atlantic,61,Nonconference
330012363,Tue Jan 01 2013 14:00:00 GMT-0500 (Eastern Standard Time),2619,Stony Brook,50,2363,Manhattan,44,Nonconference
330012506,Tue Jan 01 2013 19:00:00 GMT-0500 (Eastern Standard Time),2410,,35,2506,Presbyterian,77,Nonconference
330020002,Wed Jan 02 2013 19:00:00 GMT-0500 (Eastern Standard Time),52,Florida State,72,2,Auburn,78,Nonconference
330020005,Wed Jan 02 2013 20:00:00 GMT-0500 (Eastern Standard Time),290,Georgia Southern,61,5,UAB,65,Nonconference
330020009,Wed Jan 02 2013 22:00:00 GMT-0500 (Eastern Standard Time),254,Utah,54,9,Arizona State,55,Pacific-12
330020021,Wed Jan 02 2013 22:00:00 GMT-0500 (Eastern Standard Time),2934,Cal State Bakersfield,57,21,San Diego State,72,Nonconference
330020036,Wed Jan 02 2013 22:00:00 GMT-0500 (Eastern Standard Time),2638,UTEP,58,36,Colorado State,62,Nonconference
330020042,Wed Jan 02 2013 19:00:00 GMT-0500 (Eastern Standard Time),2066,Binghamton,68,42,Hartford,71,America East
330020059,Wed Jan 02 2013 19:00:00 GMT-0500 (Eastern Standard Time),236,Chattanooga,58,59,Georgia Tech,74,Nonconference
330020079,Wed Jan 02 2013 20:05:00 GMT-0500 (Eastern Standard Time),71,Bradley,66,79,Southern Illinois,60,Missouri Valley
330020082,Wed Jan 02 2013 20:00:00 GMT-0500 (Eastern Standard Time),2754,Youngstown State,60,82,Illinois-Chicago,65,Horizon League
330020096,Wed Jan 02 2013 18:00:00 GMT-0500 (Eastern Standard Time),2199,Eastern Michigan,38,96,Kentucky,90,Nonconference
330020097,Wed Jan 02 2013 18:00:00 GMT-0500 (Eastern Standard Time),2507,Providence,62,97,Louisville,80,Big East
330020151,Wed Jan 02 2013 19:00:00 GMT-0500 (Eastern Standard Time),2097,Campbell,86,151,East Carolina,81,Nonconference
330020154,Wed Jan 02 2013 19:00:00 GMT-0500 (Eastern Standard Time),2752,Xavier,59,154,Wake Forest,66,Nonconference
330020160,Wed Jan 02 2013 19:00:00 GMT-0500 (Eastern Standard Time),261,Vermont,64,160,New Hampshire,51,America East
330020171,Wed Jan 02 2013 19:00:00 GMT-0500 (Eastern Standard Time),2142,Colgate,59,171,Columbia,66,Nonconference
330020172,Wed Jan 02 2013 19:00:00 GMT-0500 (Eastern Standard Time),2083,Bucknell,72,172,Cornell,56,Nonconference
330020183,Wed Jan 02 2013 19:00:00 GMT-0500 (Eastern Standard Time),164,Rutgers,53,183,Syracuse,78,Big East
330020193,Wed Jan 02 2013 19:00:00 GMT-0500 (Eastern Standard Time),113,Massachusetts,70,193,Miami (OH),69,Nonconference
330020194,Wed Jan 02 2013 18:30:00 GMT-0500 (Eastern Standard Time),158,Nebraska,44,194,Ohio State,70,Big Ten
330020202,Wed Jan 02 2013 20:05:00 GMT-0500 (Eastern Standard Time),2084,Buffalo,57,202,Tulsa,63,Nonconference
330020222,Wed Jan 02 2013 20:00:00 GMT-0500 (Eastern Standard Time),2599,NULL,86,222,NULL,98,NULL
330020238,Wed Jan 02 2013 20:00:00 GMT-0500 (Eastern Standard Time),2729,William & Mary,50,238,Vanderbilt,64,Nonconference
330020250,Wed Jan 02 2013 20:00:00 GMT-0500 (Eastern Standard Time),68,Boise State,64,250,Texas-Arlington,46,Nonconference
330020257,Wed Jan 02 2013 19:00:00 GMT-0500 (Eastern Standard Time),2005,Air Force,68,257,Richmond,91,Nonconference
330020276,Wed Jan 02 2013 19:00:00 GMT-0500 (Eastern Standard Time),2169,Delaware State,53,276,Marshall,51,Nonconference
330020294,Wed Jan 02 2013 19:15:00 GMT-0500 (Eastern Standard Time),288,Lipscomb,71,294,Jacksonville,85,Atlantic Sun
330020295,Wed Jan 02 2013 19:00:00 GMT-0500 (Eastern Standard Time),256,James Madison,58,295,Old Dominion,55,Colonial Athletic Association
330020305,Wed Jan 02 2013 21:00:00 GMT-0500 (Eastern Standard Time),2550,Seton Hall,73,305,DePaul,72,Big East
330020311,Wed Jan 02 2013 19:00:00 GMT-0500 (Eastern Standard Time),104,Boston University,58,311,Maine,63,America East
330020322,Wed Jan 02 2013 19:00:00 GMT-0500 (Eastern Standard Time),2885,NJIT,66,322,Lafayette,83,Nonconference
330020325,Wed Jan 02 2013 18:00:00 GMT-0500 (Eastern Standard Time),2309,Kent State,72,325,Cleveland State,55,Nonconference
330020338,Wed Jan 02 2013 17:00:00 GMT-0500 (Eastern Standard Time),56,Stetson,70,338,Kennesaw State,60,Atlantic Sun
330020339,Wed Jan 02 2013 20:05:00 GMT-0500 (Eastern Standard Time),2623,Missouri State,59,339,Evansville,62,Missouri Valley
330020350,Wed Jan 02 2013 19:00:00 GMT-0500 (Eastern Standard Time),119,Towson,79,350,North Carolina-Wilmington,74,Colonial Athletic Association
330020399,Wed Jan 02 2013 19:00:00 GMT-0500 (Eastern Standard Time),2378,UMBC,48,399,Albany,65,America East
330022006,Wed Jan 02 2013 19:00:00 GMT-0500 (Eastern Standard Time),2154,Coppin State,63,2006,Akron,91,Nonconference
330022010,Wed Jan 02 2013 20:45:00 GMT-0500 (Eastern Standard Time),2755,Grambling State,53,2010,Alabama A&M,78,Southwest Athletic
330022011,Wed Jan 02 2013 20:30:00 GMT-0500 (Eastern Standard Time),2296,Jackson State,66,2011,Alabama State,70,Southwest Athletic
330022016,Wed Jan 02 2013 20:30:00 GMT-0500 (Eastern Standard Time),2504,Prairie View,54,2016,Alcorn State,68,Southwest Athletic
330022029,Wed Jan 02 2013 20:30:00 GMT-0500 (Eastern Standard Time),2400,Mississippi Valley State,64,2029,Arkansas Pine Bluff,79,Southwest Athletic
330022050,Wed Jan 02 2013 19:00:00 GMT-0500 (Eastern Standard Time),2450,Norfolk State,61,2050,Ball State,62,Nonconference
330022086,Wed Jan 02 2013 19:00:00 GMT-0500 (Eastern Standard Time),219,Pennsylvania,57,2086,Butler,70,Nonconference
330022116,Wed Jan 02 2013 20:00:00 GMT-0500 (Eastern Standard Time),58,South Florida,65,2116,UCF,56,Nonconference
330022166,Wed Jan 02 2013 19:00:00 GMT-0500 (Eastern Standard Time),150,Duke,67,2166,Davidson,50,Nonconference
330022181,Wed Jan 02 2013 20:05:00 GMT-0500 (Eastern Standard Time),2724,Wichita State,75,2181,Drake,63,Missouri Valley
330022193,Wed Jan 02 2013 19:00:00 GMT-0500 (Eastern Standard Time),2670,Virginia Commonwealth,109,2193,East Tennessee State,58,Nonconference
330022229,Wed Jan 02 2013 19:00:00 GMT-0500 (Eastern Standard Time),50,Florida A&M,72,2229,Florida International,88,Nonconference
330022247,Wed Jan 02 2013 19:00:00 GMT-0500 (Eastern Standard Time),2182,Drexel,77,2247,Georgia State,60,Colonial Athletic Association
330022287,Wed Jan 02 2013 20:00:00 GMT-0500 (Eastern Standard Time),156,Creighton,79,2287,Illinois State,72,Missouri Valley
330022382,Wed Jan 02 2013 19:30:00 GMT-0500 (Eastern Standard Time),526,Florida Gulf Coast,70,2382,Mercer,77,Atlantic Sun
330022390,Wed Jan 02 2013 21:00:00 GMT-0500 (Eastern Standard Time),2325,La Salle,59,2390,Miami (FL),76,Nonconference
330022429,Wed Jan 02 2013 19:30:00 GMT-0500 (Eastern Standard Time),2427,UNC Asheville,63,2429,Charlotte,71,Nonconference
330022448,Wed Jan 02 2013 19:00:00 GMT-0500 (Eastern Standard Time),2515,Radford,77,2448,North Carolina A&T,81,Nonconference
330022454,Wed Jan 02 2013 19:30:00 GMT-0500 (Eastern Standard Time),94,Northern Kentucky,65,2454,North Florida,52,Atlantic Sun
330022460,Wed Jan 02 2013 20:00:00 GMT-0500 (Eastern Standard Time),282,Indiana State,65,2460,Northern Iowa,61,Missouri Valley
330022509,Wed Jan 02 2013 20:30:00 GMT-0500 (Eastern Standard Time),356,Illinois,61,2509,Purdue,68,Big Ten
330022541,Wed Jan 02 2013 22:00:00 GMT-0500 (Eastern Standard Time),2539,San Francisco,69,2541,Santa Clara,74,West Coast
330022567,Wed Jan 02 2013 20:00:00 GMT-0500 (Eastern Standard Time),2751,Wyoming,59,2567,Southern Methodist,56,Nonconference
330022582,Wed Jan 02 2013 21:00:00 GMT-0500 (Eastern Standard Time),2640,Texas Southern,57,2582,Southern,63,Southwest Athletic
330022674,Wed Jan 02 2013 20:05:00 GMT-0500 (Eastern Standard Time),2350,Loyola Chicago,63,2674,Valparaiso,54,Horizon League
330022678,Wed Jan 02 2013 19:00:00 GMT-0500 (Eastern Standard Time),2828,,54,2678,Virginia Military,110,Nonconference
330022710,Wed Jan 02 2013 20:00:00 GMT-0500 (Eastern Standard Time),2542,Savannah State,35,2710,Western Illinois,39,Nonconference
330022737,Wed Jan 02 2013 19:00:00 GMT-0500 (Eastern Standard Time),2428,North Carolina Central,64,2737,Winthrop,57,Nonconference
330022870,Wed Jan 02 2013 19:00:00 GMT-0500 (Eastern Standard Time),2426,Navy,63,2870,IPFW,68,Nonconference
330022908,Wed Jan 02 2013 19:30:00 GMT-0500 (Eastern Standard Time),2261,Hampton,49,2908,USC Upstate,68,Nonconference
330030012,Thu Jan 03 2013 20:00:00 GMT-0500 (Eastern Standard Time),38,Colorado,83,12,Arizona,92,Pacific-12
330030013,Thu Jan 03 2013 22:00:00 GMT-0500 (Eastern Standard Time),299,Long Beach State,73,13,Cal Poly,79,Big West
330030023,Thu Jan 03 2013 22:00:00 GMT-0500 (Eastern Standard Time),70,Idaho,64,23,San Jose State,55,Western Athletic
330030026,Thu Jan 03 2013 23:00:00 GMT-0500 (Eastern Standard Time),25,California,65,26,UCLA,79,Pacific-12
330030030,Thu Jan 03 2013 22:00:00 GMT-0500 (Eastern Standard Time),24,Stanford,69,30,USC,71,Pacific-12
330030044,Thu Jan 03 2013 19:30:00 GMT-0500 (Eastern Standard Time),2379,Maryland-Eastern Shore,49,44,American,63,Nonconference
330030055,Thu Jan 03 2013 20:00:00 GMT-0500 (Eastern Standard Time),2057,Belmont,73,55,Jacksonville State,62,Ohio Valley
330030062,Fri Jan 04 2013 00:00:00 GMT-0500 (Eastern Standard Time),2239,Cal State Fullerton,88,62,Hawaii,90,Big West
330030077,Thu Jan 03 2013 19:00:00 GMT-0500 (Eastern Standard Time),130,Michigan,94,77,Northwestern,66,Big Ten
330030116,Thu Jan 03 2013 19:00:00 GMT-0500 (Eastern Standard Time),161,NULL,72,116,NULL,65,NULL
330030140,Thu Jan 03 2013 20:05:00 GMT-0500 (Eastern Standard Time),2571,South Dakota State,77,140,UMKC,61,Summit League
330030147,Thu Jan 03 2013 21:05:00 GMT-0500 (Eastern Standard Time),2502,Portland State,59,147,Montana State,62,Big Sky
330030149,Thu Jan 03 2013 21:05:00 GMT-0500 (Eastern Standard Time),331,Eastern Washington,66,149,Montana,81,Big Sky
330030166,Thu Jan 03 2013 21:00:00 GMT-0500 (Eastern Standard Time),2636,UTSA,62,166,New Mexico State,82,Western Athletic
330030233,Thu Jan 03 2013 20:00:00 GMT-0500 (Eastern Standard Time),2449,North Dakota State,92,233,South Dakota,66,Summit League
330030245,Thu Jan 03 2013 18:30:00 GMT-0500 (Eastern Standard Time),2277,Houston Baptist,59,245,Texas A&M,67,Nonconference
330030248,Thu Jan 03 2013 20:00:00 GMT-0500 (Eastern Standard Time),292,Texas-Pan American,71,248,Houston,96,Nonconference
330030249,Thu Jan 03 2013 20:00:00 GMT-0500 (Eastern Standard Time),2653,Troy,59,249,North Texas,76,Sun Belt
330030252,Thu Jan 03 2013 21:00:00 GMT-0500 (Eastern Standard Time),2351,Loyola Marymount,51,252,Brigham Young,92,West Coast
330030275,Thu Jan 03 2013 20:30:00 GMT-0500 (Eastern Standard Time),213,Penn State,51,275,Wisconsin,60,Big Ten
330030301,Thu Jan 03 2013 23:00:00 GMT-0500 (Eastern Standard Time),2501,Portland,50,301,San Diego,61,West Coast
330030304,Thu Jan 03 2013 21:05:00 GMT-0500 (Eastern Standard Time),155,North Dakota,66,304,Idaho State,53,Big Sky
330030315,Thu Jan 03 2013 19:00:00 GMT-0500 (Eastern Standard Time),2368,Marist,72,315,Niagara,94,Metro Atlantic Athletic
330030328,Thu Jan 03 2013 21:05:00 GMT-0500 (Eastern Standard Time),2547,Seattle,66,328,Utah State,75,Western Athletic
330030344,Thu Jan 03 2013 19:00:00 GMT-0500 (Eastern Standard Time),2443,New Orleans,46,344,Mississippi State,97,Nonconference
330032031,Thu Jan 03 2013 20:30:00 GMT-0500 (Eastern Standard Time),98,Western Kentucky,67,2031,Arkansas-Little Rock,75,Sun Belt
330032032,Thu Jan 03 2013 20:05:00 GMT-0500 (Eastern Standard Time),2393,Middle Tennessee State,60,2032,Arkansas State,66,Sun Belt
330032099,Thu Jan 03 2013 19:00:00 GMT-0500 (Eastern Standard Time),2217,Fairfield,66,2099,Canisius,45,Metro Atlantic Athletic
330032172,Thu Jan 03 2013 21:00:00 GMT-0500 (Eastern Standard Time),326,Texas State,53,2172,Denver,64,Western Athletic
330032174,Thu Jan 03 2013 19:00:00 GMT-0500 (Eastern Standard Time),270,Milwaukee,59,2174,Detroit,74,Horizon League
330032198,Thu Jan 03 2013 19:00:00 GMT-0500 (Eastern Standard Time),2197,Eastern Illinois,54,2198,Eastern Kentucky,65,Ohio Valley
330032226,Thu Jan 03 2013 19:00:00 GMT-0500 (Eastern Standard Time),309,Louisiana-Lafayette,70,2226,Florida Atlantic,75,Sun Belt
330032244,Thu Jan 03 2013 19:00:00 GMT-0500 (Eastern Standard Time),111,Northeastern,84,2244,George Mason,74,Colonial Athletic Association
330032413,Thu Jan 03 2013 19:00:00 GMT-0500 (Eastern Standard Time),2565,SIU Edwardsville,64,2413,Morehead State,68,Ohio Valley
330032433,Thu Jan 03 2013 20:30:00 GMT-0500 (Eastern Standard Time),6,South Alabama,77,2433,Louisiana-Monroe,72,Sun Belt
330032439,Thu Jan 03 2013 22:00:00 GMT-0500 (Eastern Standard Time),2130,Chicago State,52,2439,UNLV,74,Nonconference
330032447,Thu Jan 03 2013 20:30:00 GMT-0500 (Eastern Standard Time),2110,Central Arkansas,79,2447,Nicholls State,83,Southland
330032463,Thu Jan 03 2013 22:05:00 GMT-0500 (Eastern Standard Time),27,UC Riverside,65,2463,Cal State Northridge,64,Big West
330032464,Thu Jan 03 2013 20:35:00 GMT-0500 (Eastern Standard Time),16,Sacramento State,50,2464,Northern Arizona,57,Big Sky
330032466,Thu Jan 03 2013 20:30:00 GMT-0500 (Eastern Standard Time),2377,McNeese State,63,2466,Northwestern State,78,Southland
330032473,Thu Jan 03 2013 19:00:00 GMT-0500 (Eastern Standard Time),2437,Nebraska-Omaha,79,2473,Oakland,91,Summit League
330032492,Thu Jan 03 2013 21:00:00 GMT-0500 (Eastern Standard Time),2250,Gonzaga,78,2492,Pepperdine,62,West Coast
330032514,Thu Jan 03 2013 19:00:00 GMT-0500 (Eastern Standard Time),2597,St. Francis (NY),63,2514,Quinnipiac,61,Northeast
330032523,Thu Jan 03 2013 19:00:00 GMT-0500 (Eastern Standard Time),2803,Bryant,84,2523,Robert Morris,77,Northeast
330032529,Thu Jan 03 2013 19:00:00 GMT-0500 (Eastern Standard Time),2341,,73,2529,Sacred Heart,77,Nonconference
330032540,Thu Jan 03 2013 22:00:00 GMT-0500 (Eastern Standard Time),300,UC Irvine,71,2540,UC Santa Barbara,74,Big West
330032545,Thu Jan 03 2013 20:15:00 GMT-0500 (Eastern Standard Time),198,Oral Roberts,86,2545,Southeastern Louisiana,72,Southland
330032546,Thu Jan 03 2013 20:00:00 GMT-0500 (Eastern Standard Time),2046,Austin Peay,84,2546,Southeast Missouri State,86,Ohio Valley
330032572,Thu Jan 03 2013 20:00:00 GMT-0500 (Eastern Standard Time),2176,,41,2572,Southern Mississippi,135,Nonconference
330032598,Thu Jan 03 2013 19:00:00 GMT-0500 (Eastern Standard Time),2115,Central Connecticut State,60,2598,St. Francis (PA),67,Northeast
330032617,Thu Jan 03 2013 21:00:00 GMT-0500 (Eastern Standard Time),2320,Lamar,43,2617,Stephen F. Austin,79,Southland
330032630,Thu Jan 03 2013 20:00:00 GMT-0500 (Eastern Standard Time),93,Murray State,73,2630,Tennessee-Martin,62,Ohio Valley
330032635,Thu Jan 03 2013 20:00:00 GMT-0500 (Eastern Standard Time),2634,Tennessee State,72,2635,Tennessee Tech,66,Ohio Valley
330032681,Thu Jan 03 2013 19:00:00 GMT-0500 (Eastern Standard Time),2405,Monmouth,56,2681,Wagner,60,Northeast
330032692,Thu Jan 03 2013 21:05:00 GMT-0500 (Eastern Standard Time),2458,Northern Colorado,54,2692,Weber State,79,Big Sky
330032750,Thu Jan 03 2013 19:00:00 GMT-0500 (Eastern Standard Time),2739,Green Bay,53,2750,Wright State,64,Horizon League
330040061,Fri Jan 04 2013 19:00:00 GMT-0500 (Eastern Standard Time),45,George Washington,41,61,Georgia,52,Nonconference
330040107,Fri Jan 04 2013 19:00:00 GMT-0500 (Eastern Standard Time),43,Yale,61,107,Holy Cross,54,Nonconference
330040139,Fri Jan 04 2013 20:00:00 GMT-0500 (Eastern Standard Time),2542,Savannah State,59,139,Saint Louis,67,Nonconference
330040145,Fri Jan 04 2013 21:00:00 GMT-0500 (Eastern Standard Time),2230,Fordham,68,145,Mississippi,95,Nonconference
330040227,Fri Jan 04 2013 19:00:00 GMT-0500 (Eastern Standard Time),225,Brown,47,227,Rhode Island,59,Nonconference
330042010,Fri Jan 04 2013 21:00:00 GMT-0500 (Eastern Standard Time),2296,Jackson State,87,2010,Alabama A&M,88,Southwest Athletic
330042011,Fri Jan 04 2013 21:00:00 GMT-0500 (Eastern Standard Time),2755,Grambling State,56,2011,Alabama State,69,Southwest Athletic
330042016,Fri Jan 04 2013 21:00:00 GMT-0500 (Eastern Standard Time),2640,Texas Southern,57,2016,Alcorn State,48,Southwest Athletic
330042352,Fri Jan 04 2013 19:30:00 GMT-0500 (Eastern Standard Time),2520,Rider,65,2352,Loyola (MD),71,Metro Atlantic Athletic
330042561,Fri Jan 04 2013 19:00:00 GMT-0500 (Eastern Standard Time),314,Iona,66,2561,Siena,62,Metro Atlantic Athletic
330042582,Fri Jan 04 2013 20:30:00 GMT-0500 (Eastern Standard Time),2504,Prairie View,45,2582,Southern,50,Southwest Athletic
330042612,Fri Jan 04 2013 19:00:00 GMT-0500 (Eastern Standard Time),2363,NULL,55,2612,NULL,53,NULL
330042633,Fri Jan 04 2013 20:00:00 GMT-0500 (Eastern Standard Time),235,Memphis,85,2633,Tennessee,80,Nonconference
330042655,Fri Jan 04 2013 20:00:00 GMT-0500 (Eastern Standard Time),2747,Wofford,48,2655,Tulane,62,Nonconference
