espn_game_id,date_time,away_espn_id,away_friendly_school,away_score,home_espn_id,home_friendly_school,home_score,conf_friendly
323250127,Tue Nov 20 2012 20:00:00 GMT-0500 (Eastern Standard Time),68,Boise State,70,127,Michigan State,74,Nonconference
323250145,Tue Nov 20 2012 20:00:00 GMT-0500 (Eastern Standard Time),2377,McNeese State,50,145,Mississippi,76,Nonconference
323250151,Tue Nov 20 2012 19:00:00 GMT-0500 (Eastern Standard Time),2026,Appalachian State,72,151,East Carolina,82,Nonconference
323250153,Tue Nov 20 2012 20:00:00 GMT-0500 (Eastern Standard Time),2086,Butler,82,153,North Carolina,71,Nonconference
323250156,Tue Nov 20 2012 20:05:00 GMT-0500 (Eastern Standard Time),2344,Longwood,57,156,Creighton,105,Nonconference
323250164,Tue Nov 20 2012 19:30:00 GMT-0500 (Eastern Standard Time),104,Boston University,79,164,Rutgers,81,Nonconference
323250189,Tue Nov 20 2012 17:00:00 GMT-0500 (Eastern Standard Time),2008,,54,189,Bowling Green,68,Nonconference
323250222,Tue Nov 20 2012 19:00:00 GMT-0500 (Eastern Standard Time),171,Columbia,75,222,Villanova,57,Nonconference
323250236,Tue Nov 20 2012 19:00:00 GMT-0500 (Eastern Standard Time),2348,Louisiana Tech,71,236,Chattanooga,63,Nonconference
323250245,Tue Nov 20 2012 19:00:00 GMT-0500 (Eastern Standard Time),265,Washington State,54,245,Texas A&M,55,Nonconference
323250257,Tue Nov 20 2012 19:00:00 GMT-0500 (Eastern Standard Time),2747,Wofford,58,257,Richmond,64,Nonconference
323250258,Tue Nov 20 2012 19:00:00 GMT-0500 (Eastern Standard Time),249,North Texas,64,258,Virginia,80,Nonconference
323250275,Tue Nov 20 2012 20:00:00 GMT-0500 (Eastern Standard Time),2506,Presbyterian,43,275,Wisconsin,88,Nonconference
323250305,Tue Nov 20 2012 19:00:00 GMT-0500 (Eastern Standard Time),2724,Wichita State,75,305,DePaul,62,Nonconference
323250324,Tue Nov 20 2012 19:30:00 GMT-0500 (Eastern Standard Time),3169,,40,324,Coastal Carolina,96,Nonconference
323250344,Tue Nov 20 2012 14:30:00 GMT-0500 (Eastern Standard Time),269,Marquette,89,344,Mississippi State,62,Nonconference
323252010,Tue Nov 20 2012 20:00:00 GMT-0500 (Eastern Standard Time),3083,,77,2010,Alabama A&M,103,Nonconference
323252046,Tue Nov 20 2012 13:30:00 GMT-0500 (Eastern Standard Time),2717,Western Carolina,71,2046,Austin Peay,72,Nonconference
323252050,Tue Nov 20 2012 19:00:00 GMT-0500 (Eastern Standard Time),282,Indiana State,68,2050,Ball State,48,Nonconference
323252099,Tue Nov 20 2012 20:00:00 GMT-0500 (Eastern Standard Time),2084,Buffalo,64,2099,Canisius,71,Nonconference
323252116,Tue Nov 20 2012 19:00:00 GMT-0500 (Eastern Standard Time),2393,Middle Tennessee State,75,2116,UCF,61,Nonconference
323252124,Tue Nov 20 2012 22:30:00 GMT-0500 (Eastern Standard Time),356,Illinois,84,2124,,61,Nonconference
323252127,Tue Nov 20 2012 19:30:00 GMT-0500 (Eastern Standard Time),2193,East Tennessee State,59,2127,Charleston Southern,57,Nonconference
323252132,Tue Nov 20 2012 19:00:00 GMT-0500 (Eastern Standard Time),2097,Campbell,72,2132,Cincinnati,91,Nonconference
323252184,Tue Nov 20 2012 19:00:00 GMT-0500 (Eastern Standard Time),2449,North Dakota State,57,2184,Duquesne,43,Nonconference
323252217,Tue Nov 20 2012 18:00:00 GMT-0500 (Eastern Standard Time),2230,Fordham,71,2217,Fairfield,74,Nonconference
323252241,Tue Nov 20 2012 16:00:00 GMT-0500 (Eastern Standard Time),2241,Gardner-Webb,55,47,Howard,43,Nonconference
323252247,Tue Nov 20 2012 19:00:00 GMT-0500 (Eastern Standard Time),2634,Tennessee State,57,2247,Georgia State,59,Nonconference
323252261,Tue Nov 20 2012 19:00:00 GMT-0500 (Eastern Standard Time),2261,Hampton,67,195,Ohio,75,Nonconference
323252277,Tue Nov 20 2012 20:05:00 GMT-0500 (Eastern Standard Time),2492,Pepperdine,57,2277,Houston Baptist,53,Nonconference
323252287,Tue Nov 20 2012 20:00:00 GMT-0500 (Eastern Standard Time),161,Fairleigh Dickinson,58,2287,Illinois State,91,Nonconference
323252305,Tue Nov 20 2012 21:30:00 GMT-0500 (Eastern Standard Time),139,Saint Louis,59,2305,Kansas,73,Nonconference
323252309,Tue Nov 20 2012 19:00:00 GMT-0500 (Eastern Standard Time),2065,Bethune-Cookman,68,2309,Kent State,69,Nonconference
323252320,Tue Nov 20 2012 16:30:00 GMT-0500 (Eastern Standard Time),85,IUPUI,82,2320,Lamar,86,Nonconference
323252329,Tue Nov 20 2012 20:30:00 GMT-0500 (Eastern Standard Time),219,Pennsylvania,66,2329,Lehigh,73,Nonconference
323252378,Tue Nov 20 2012 19:30:00 GMT-0500 (Eastern Standard Time),2115,Central Connecticut State,83,2378,UMBC,82,Nonconference
323252405,Tue Nov 20 2012 16:00:00 GMT-0500 (Eastern Standard Time),6,South Alabama,71,2405,Monmouth,73,Nonconference
323252428,Tue Nov 20 2012 19:00:00 GMT-0500 (Eastern Standard Time),2648,,40,2428,North Carolina Central,94,Nonconference
323252443,Tue Nov 20 2012 20:30:00 GMT-0500 (Eastern Standard Time),494,,51,2443,New Orleans,99,Nonconference
323252523,Tue Nov 20 2012 19:30:00 GMT-0500 (Eastern Standard Time),325,Cleveland State,62,2523,Robert Morris,71,Nonconference
323252534,Tue Nov 20 2012 20:00:00 GMT-0500 (Eastern Standard Time),2335,Liberty,50,2534,Sam Houston State,64,Nonconference
323252541,Tue Nov 20 2012 21:00:00 GMT-0500 (Eastern Standard Time),2908,USC Upstate,65,2541,Santa Clara,85,Nonconference
323252545,Tue Nov 20 2012 20:30:00 GMT-0500 (Eastern Standard Time),2347,,49,2545,Southeastern Louisiana,91,Nonconference
323252565,Tue Nov 20 2012 20:00:00 GMT-0500 (Eastern Standard Time),79,Southern Illinois,71,2565,SIU Edwardsville,55,Nonconference
323252569,Tue Nov 20 2012 19:30:00 GMT-0500 (Eastern Standard Time),399,Albany,83,2569,South Carolina State,55,Nonconference
323252572,Tue Nov 20 2012 18:00:00 GMT-0500 (Eastern Standard Time),300,UC Irvine,65,2572,Southern Mississippi,69,Nonconference
323252597,Tue Nov 20 2012 19:00:00 GMT-0500 (Eastern Standard Time),349,Army,67,2597,St. Francis (NY),59,Nonconference
323252603,Tue Nov 20 2012 20:00:00 GMT-0500 (Eastern Standard Time),108,NULL,56,2603,NULL,75,NULL
323252617,Tue Nov 20 2012 20:30:00 GMT-0500 (Eastern Standard Time),2299,,39,2617,Stephen F. Austin,78,Nonconference
323252628,Tue Nov 20 2012 19:00:00 GMT-0500 (Eastern Standard Time),2426,Navy,45,2628,TCU,47,Nonconference
323252630,Tue Nov 20 2012 20:00:00 GMT-0500 (Eastern Standard Time),2358,,58,2630,Tennessee-Martin,92,Nonconference
323252635,Tue Nov 20 2012 20:30:00 GMT-0500 (Eastern Standard Time),339,Evansville,62,2635,Tennessee Tech,50,Nonconference
323252640,Tue Nov 20 2012 20:00:00 GMT-0500 (Eastern Standard Time),2473,Oakland,71,2640,Texas Southern,69,Nonconference
323252641,Tue Nov 20 2012 21:00:00 GMT-0500 (Eastern Standard Time),2755,Grambling State,56,2641,Texas Tech,91,Nonconference
323252653,Tue Nov 20 2012 16:30:00 GMT-0500 (Eastern Standard Time),2546,Southeast Missouri State,56,2653,Troy,59,Nonconference
323252737,Tue Nov 20 2012 19:00:00 GMT-0500 (Eastern Standard Time),2331,,35,2737,Winthrop,59,Nonconference
323252739,Tue Nov 20 2012 22:05:00 GMT-0500 (Eastern Standard Time),2739,Green Bay,62,70,Idaho,72,Nonconference
323252754,Tue Nov 20 2012 16:30:00 GMT-0500 (Eastern Standard Time),256,James Madison,69,2754,Youngstown State,68,Nonconference
323252870,Tue Nov 20 2012 19:00:00 GMT-0500 (Eastern Standard Time),546,,22,2870,IPFW,92,Nonconference
323252934,Tue Nov 20 2012 22:00:00 GMT-0500 (Eastern Standard Time),2716,,74,2934,Cal State Bakersfield,77,Nonconference
323253084,Tue Nov 20 2012 23:35:00 GMT-0500 (Eastern Standard Time),3084,Utah Valley,86,331,Eastern Washington,83,Nonconference
323260001,Thu Nov 22 2012 02:00:00 GMT-0500 (Eastern Standard Time),2057,Belmont,74,1,,60,Nonconference
323260021,Wed Nov 21 2012 22:30:00 GMT-0500 (Eastern Standard Time),2029,Arkansas Pine Bluff,43,21,San Diego State,79,Nonconference
323260027,Wed Nov 21 2012 23:30:00 GMT-0500 (Eastern Standard Time),27,UC Riverside,52,111,Northeastern,61,Nonconference
323260030,Wed Nov 21 2012 17:00:00 GMT-0500 (Eastern Standard Time),269,Marquette,72,30,USC,64,Nonconference
323260052,Wed Nov 21 2012 19:00:00 GMT-0500 (Eastern Standard Time),2454,North Florida,67,52,Florida State,75,Nonconference
323260087,Wed Nov 21 2012 19:00:00 GMT-0500 (Eastern Standard Time),45,George Washington,48,87,Notre Dame,65,Nonconference
323260096,Wed Nov 21 2012 19:00:00 GMT-0500 (Eastern Standard Time),2413,Morehead State,70,96,Kentucky,81,Nonconference
323260103,Wed Nov 21 2012 16:00:00 GMT-0500 (Eastern Standard Time),2,Auburn,49,103,Boston College,50,Nonconference
323260158,Wed Nov 21 2012 20:00:00 GMT-0500 (Eastern Standard Time),2655,Tulane,57,158,Nebraska,61,Nonconference
323260166,Wed Nov 21 2012 21:00:00 GMT-0500 (Eastern Standard Time),3141,,37,166,New Mexico State,67,Nonconference
323260183,Wed Nov 21 2012 19:00:00 GMT-0500 (Eastern Standard Time),163,Princeton,53,183,Syracuse,73,Nonconference
323260202,Wed Nov 21 2012 20:05:00 GMT-0500 (Eastern Standard Time),2296,Jackson State,66,202,Tulsa,86,Nonconference
323260221,Wed Nov 21 2012 21:30:00 GMT-0500 (Eastern Standard Time),221,Pittsburgh,62,130,Michigan,67,Nonconference
323260225,Wed Nov 21 2012 19:00:00 GMT-0500 (Eastern Standard Time),2803,Bryant,68,225,Brown,61,Nonconference
323260251,Wed Nov 21 2012 14:30:00 GMT-0500 (Eastern Standard Time),344,Mississippi State,55,251,Texas,69,Nonconference
323260252,Wed Nov 21 2012 21:00:00 GMT-0500 (Eastern Standard Time),2636,UTSA,62,252,Brigham Young,81,Nonconference
323260253,Wed Nov 21 2012 21:00:00 GMT-0500 (Eastern Standard Time),2104,,58,253,Southern Utah,68,Nonconference
323260254,Wed Nov 21 2012 21:00:00 GMT-0500 (Eastern Standard Time),304,Idaho State,46,254,Utah,57,Nonconference
323260256,Wed Nov 21 2012 16:30:00 GMT-0500 (Eastern Standard Time),2449,North Dakota State,66,256,James Madison,44,Nonconference
323260261,Wed Nov 21 2012 19:00:00 GMT-0500 (Eastern Standard Time),43,Yale,52,261,Vermont,65,Nonconference
323260295,Wed Nov 21 2012 19:00:00 GMT-0500 (Eastern Standard Time),2678,Virginia Military,76,295,Old Dominion,71,Nonconference
323260305,Wed Nov 21 2012 19:00:00 GMT-0500 (Eastern Standard Time),98,Western Kentucky,70,305,DePaul,61,Nonconference
323260309,Wed Nov 21 2012 20:30:00 GMT-0500 (Eastern Standard Time),2573,,66,309,Louisiana-Lafayette,76,Nonconference
323260331,Wed Nov 21 2012 21:00:00 GMT-0500 (Eastern Standard Time),2908,USC Upstate,70,331,Eastern Washington,75,Nonconference
323260338,Wed Nov 21 2012 19:00:00 GMT-0500 (Eastern Standard Time),290,Georgia Southern,62,338,Kennesaw State,46,Nonconference
323260356,Wed Nov 21 2012 22:00:00 GMT-0500 (Eastern Standard Time),2086,Butler,61,356,Illinois,78,Nonconference
323260526,Wed Nov 21 2012 19:05:00 GMT-0500 (Eastern Standard Time),2016,Alcorn State,48,526,Florida Gulf Coast,50,Nonconference
323262005,Wed Nov 21 2012 21:00:00 GMT-0500 (Eastern Standard Time),147,Montana State,72,2005,Air Force,86,Nonconference
323262031,Wed Nov 21 2012 20:30:00 GMT-0500 (Eastern Standard Time),294,Jacksonville,56,2031,Arkansas-Little Rock,78,Nonconference
323262046,Wed Nov 21 2012 16:00:00 GMT-0500 (Eastern Standard Time),2241,Gardner-Webb,72,2046,Austin Peay,62,Nonconference
323262110,Wed Nov 21 2012 20:00:00 GMT-0500 (Eastern Standard Time),2032,Arkansas State,73,2110,Central Arkansas,72,Nonconference
323262124,Wed Nov 21 2012 19:30:00 GMT-0500 (Eastern Standard Time),153,North Carolina,112,2124,,70,Nonconference
323262172,Wed Nov 21 2012 21:00:00 GMT-0500 (Eastern Standard Time),36,Colorado State,60,2172,Denver,53,Nonconference
323262184,Wed Nov 21 2012 19:00:00 GMT-0500 (Eastern Standard Time),2754,Youngstown State,74,2184,Duquesne,84,Nonconference
323262197,Wed Nov 21 2012 14:00:00 GMT-0500 (Eastern Standard Time),2947,,59,2197,Eastern Illinois,56,Nonconference
323262247,Wed Nov 21 2012 15:00:00 GMT-0500 (Eastern Standard Time),6,South Alabama,73,2247,Georgia State,75,Nonconference
323262272,Wed Nov 21 2012 19:00:00 GMT-0500 (Eastern Standard Time),2592,,62,2272,High Point,93,Nonconference
323262306,Wed Nov 21 2012 19:00:00 GMT-0500 (Eastern Standard Time),48,Delaware,63,2306,Kansas State,66,Nonconference
323262335,Wed Nov 21 2012 18:00:00 GMT-0500 (Eastern Standard Time),2572,Southern Mississippi,74,2335,Liberty,56,Nonconference
323262363,Wed Nov 21 2012 19:00:00 GMT-0500 (Eastern Standard Time),2275,Hofstra,56,2363,Manhattan,67,Nonconference
323262458,Wed Nov 21 2012 21:05:00 GMT-0500 (Eastern Standard Time),2751,Wyoming,69,2458,Northern Colorado,60,Nonconference
323262501,Wed Nov 21 2012 22:00:00 GMT-0500 (Eastern Standard Time),2502,Portland State,60,2501,Portland,81,Nonconference
323262509,Wed Nov 21 2012 20:00:00 GMT-0500 (Eastern Standard Time),350,North Carolina-Wilmington,40,2509,Purdue,66,Nonconference
323262515,Wed Nov 21 2012 14:00:00 GMT-0500 (Eastern Standard Time),2913,,53,2515,Radford,81,Nonconference
323262534,Wed Nov 21 2012 20:20:00 GMT-0500 (Eastern Standard Time),300,UC Irvine,63,2534,Sam Houston State,65,Nonconference
323262540,Wed Nov 21 2012 22:00:00 GMT-0500 (Eastern Standard Time),301,San Diego,39,2540,UC Santa Barbara,57,Nonconference
323262541,Wed Nov 21 2012 23:15:00 GMT-0500 (Eastern Standard Time),3084,Utah Valley,67,2541,Santa Clara,75,Nonconference
323262547,Wed Nov 21 2012 22:00:00 GMT-0500 (Eastern Standard Time),2486,,49,2547,Seattle,58,Nonconference
323262550,Wed Nov 21 2012 19:00:00 GMT-0500 (Eastern Standard Time),311,Maine,49,2550,Seton Hall,76,Nonconference
323262567,Wed Nov 21 2012 20:30:00 GMT-0500 (Eastern Standard Time),2520,Rider,70,2567,Southern Methodist,83,Nonconference
323262571,Wed Nov 21 2012 20:00:00 GMT-0500 (Eastern Standard Time),2587,,72,2571,South Dakota State,81,Nonconference
323262579,Wed Nov 21 2012 19:00:00 GMT-0500 (Eastern Standard Time),2210,Elon,65,2579,South Carolina,53,Nonconference
323262598,Wed Nov 21 2012 17:00:00 GMT-0500 (Eastern Standard Time),2142,Colgate,85,2598,St. Francis (PA),76,Nonconference
323262599,Wed Nov 21 2012 19:30:00 GMT-0500 (Eastern Standard Time),107,NULL,53,2599,NULL,65,NULL
323262623,Wed Nov 21 2012 20:05:00 GMT-0500 (Eastern Standard Time),556,,49,2623,Missouri State,82,Nonconference
323262634,Wed Nov 21 2012 12:00:00 GMT-0500 (Eastern Standard Time),2405,Monmouth,81,2634,Tennessee State,70,Nonconference
323262649,Wed Nov 21 2012 16:30:00 GMT-0500 (Eastern Standard Time),2649,Toledo,82,2535,Samford,69,Nonconference
323262717,Wed Nov 21 2012 13:30:00 GMT-0500 (Eastern Standard Time),47,Howard,67,2717,Western Carolina,69,Nonconference
323262724,Wed Nov 21 2012 21:30:00 GMT-0500 (Eastern Standard Time),2294,Iowa,63,2724,Wichita State,75,Nonconference
323262729,Wed Nov 21 2012 19:00:00 GMT-0500 (Eastern Standard Time),193,Miami (OH),72,2729,William & Mary,59,Nonconference
323262750,Wed Nov 21 2012 18:00:00 GMT-0500 (Eastern Standard Time),2117,Central Michigan,59,2750,Wright State,55,Nonconference
323262885,Wed Nov 21 2012 19:30:00 GMT-0500 (Eastern Standard Time),160,New Hampshire,67,2885,NJIT,69,Nonconference
323270025,Thu Nov 22 2012 23:30:00 GMT-0500 (Eastern Standard Time),2181,Drake,70,25,California,73,Nonconference
323270059,Thu Nov 22 2012 21:00:00 GMT-0500 (Eastern Standard Time),242,Rice,36,59,Georgia Tech,54,Nonconference
323270135,Thu Nov 22 2012 15:30:00 GMT-0500 (Eastern Standard Time),135,Minnesota,71,150,Duke,89,Nonconference
323270142,Thu Nov 22 2012 13:00:00 GMT-0500 (Eastern Standard Time),24,Stanford,70,142,Missouri,78,Nonconference
323270198,Thu Nov 22 2012 21:00:00 GMT-0500 (Eastern Standard Time),2351,Loyola Marymount,66,198,Oral Roberts,75,Nonconference
323270201,Thu Nov 22 2012 19:00:00 GMT-0500 (Eastern Standard Time),2638,UTEP,61,201,Oklahoma,68,Nonconference
323270235,Thu Nov 22 2012 19:00:00 GMT-0500 (Eastern Standard Time),2670,Virginia Commonwealth,78,235,Memphis,65,Nonconference
323270326,Thu Nov 22 2012 23:30:00 GMT-0500 (Eastern Standard Time),326,Texas State,64,2429,Charlotte,73,Nonconference
323270526,Thu Nov 22 2012 19:00:00 GMT-0500 (Eastern Standard Time),2649,Toledo,66,526,Florida Gulf Coast,72,Nonconference
323272166,Thu Nov 22 2012 14:00:00 GMT-0500 (Eastern Standard Time),238,Vanderbilt,62,2166,Davidson,75,Nonconference
323272250,Thu Nov 22 2012 21:00:00 GMT-0500 (Eastern Standard Time),228,Clemson,49,2250,Gonzaga,57,Nonconference
323272368,Thu Nov 22 2012 12:00:00 GMT-0500 (Eastern Standard Time),277,West Virginia,87,2368,Marist,44,Nonconference
323272460,Thu Nov 22 2012 21:30:00 GMT-0500 (Eastern Standard Time),2460,Northern Iowa,46,97,Louisville,51,Nonconference
323272535,Thu Nov 22 2012 16:30:00 GMT-0500 (Eastern Standard Time),2016,Alcorn State,69,2535,Samford,65,Nonconference
323272608,Thu Nov 22 2012 16:30:00 GMT-0500 (Eastern Standard Time),2182,NULL,64,2608,NULL,76,NULL
323272752,Thu Nov 22 2012 14:00:00 GMT-0500 (Eastern Standard Time),279,Pacific,70,2752,Xavier,67,Nonconference
323280001,Fri Nov 23 2012 17:00:00 GMT-0500 (Eastern Standard Time),27,UC Riverside,65,1,,66,Nonconference
323280009,Fri Nov 23 2012 19:00:00 GMT-0500 (Eastern Standard Time),9,Arizona State,83,8,Arkansas,68,Nonconference
323280025,Sat Nov 24 2012 00:00:00 GMT-0500 (Eastern Standard Time),59,Georgia Tech,57,25,California,68,Nonconference
323280050,Fri Nov 23 2012 14:00:00 GMT-0500 (Eastern Standard Time),2344,Longwood,86,50,Florida A&M,83,Nonconference
323280057,Fri Nov 23 2012 16:00:00 GMT-0500 (Eastern Standard Time),2116,UCF,66,57,Florida,79,Nonconference
323280061,Fri Nov 23 2012 19:00:00 GMT-0500 (Eastern Standard Time),2193,East Tennessee State,38,61,Georgia,54,Nonconference
323280096,Fri Nov 23 2012 19:00:00 GMT-0500 (Eastern Standard Time),2341,,75,96,Kentucky,104,Nonconference
323280097,Fri Nov 23 2012 21:30:00 GMT-0500 (Eastern Standard Time),142,Missouri,61,97,Louisville,84,Nonconference
323280127,Fri Nov 23 2012 20:15:00 GMT-0500 (Eastern Standard Time),2473,Oakland,52,127,Michigan State,70,Nonconference
323280130,Fri Nov 23 2012 17:00:00 GMT-0500 (Eastern Standard Time),2306,Kansas State,57,130,Michigan,71,Nonconference
323280145,Fri Nov 23 2012 17:00:00 GMT-0500 (Eastern Standard Time),288,Lipscomb,45,145,Mississippi,91,Nonconference
323280152,Fri Nov 23 2012 19:00:00 GMT-0500 (Eastern Standard Time),2427,UNC Asheville,80,152,North Carolina State,82,Nonconference
323280154,Fri Nov 23 2012 19:00:00 GMT-0500 (Eastern Standard Time),2729,William & Mary,57,154,Wake Forest,63,Nonconference
323280156,Fri Nov 23 2012 22:00:00 GMT-0500 (Eastern Standard Time),156,Creighton,84,275,Wisconsin,74,Nonconference
323280161,Fri Nov 23 2012 13:00:00 GMT-0500 (Eastern Standard Time),2169,Delaware State,62,161,Fairleigh Dickinson,63,Nonconference
323280166,Fri Nov 23 2012 21:30:00 GMT-0500 (Eastern Standard Time),309,Louisiana-Lafayette,57,166,New Mexico State,79,Nonconference
323280167,Fri Nov 23 2012 22:30:00 GMT-0500 (Eastern Standard Time),70,Idaho,58,167,New Mexico,73,Nonconference
323280171,Fri Nov 23 2012 21:00:00 GMT-0500 (Eastern Standard Time),630,,63,171,Columbia,75,Nonconference
323280194,Fri Nov 23 2012 18:00:00 GMT-0500 (Eastern Standard Time),140,UMKC,45,194,Ohio State,91,Nonconference
323280213,Fri Nov 23 2012 16:30:00 GMT-0500 (Eastern Standard Time),2083,Bucknell,57,213,Penn State,60,Nonconference
323280221,Fri Nov 23 2012 14:30:00 GMT-0500 (Eastern Standard Time),48,Delaware,59,221,Pittsburgh,85,Nonconference
323280227,Fri Nov 23 2012 19:00:00 GMT-0500 (Eastern Standard Time),2352,Loyola (MD),58,227,Rhode Island,54,Nonconference
323280228,Fri Nov 23 2012 17:30:00 GMT-0500 (Eastern Standard Time),2638,UTEP,48,228,Clemson,69,Nonconference
323280233,Fri Nov 23 2012 20:00:00 GMT-0500 (Eastern Standard Time),510,,73,233,South Dakota,81,Nonconference
323280235,Fri Nov 23 2012 13:00:00 GMT-0500 (Eastern Standard Time),135,Minnesota,84,235,Memphis,75,Nonconference
323280238,Fri Nov 23 2012 15:00:00 GMT-0500 (Eastern Standard Time),2368,Marist,50,238,Vanderbilt,33,Nonconference
323280254,Fri Nov 23 2012 19:00:00 GMT-0500 (Eastern Standard Time),2117,Central Michigan,51,254,Utah,67,Nonconference
323280259,Fri Nov 23 2012 14:00:00 GMT-0500 (Eastern Standard Time),2026,Appalachian State,76,259,Virginia Tech,87,Nonconference
323280294,Fri Nov 23 2012 16:30:00 GMT-0500 (Eastern Standard Time),2520,Rider,86,294,Jacksonville,71,Nonconference
323280304,Fri Nov 23 2012 21:45:00 GMT-0500 (Eastern Standard Time),2750,Wright State,60,304,Idaho State,45,Nonconference
323280326,Fri Nov 23 2012 19:00:00 GMT-0500 (Eastern Standard Time),2351,Loyola Marymount,78,326,Texas State,63,Nonconference
323280333,Fri Nov 23 2012 20:00:00 GMT-0500 (Eastern Standard Time),2127,Charleston Southern,46,333,Alabama,59,Nonconference
323282057,Fri Nov 23 2012 23:00:00 GMT-0500 (Eastern Standard Time),111,Northeastern,74,2057,Belmont,71,Nonconference
323282065,Fri Nov 23 2012 17:30:00 GMT-0500 (Eastern Standard Time),2437,Nebraska-Omaha,81,2065,Bethune-Cookman,93,Nonconference
323282132,Fri Nov 23 2012 18:30:00 GMT-0500 (Eastern Standard Time),66,Iowa State,70,2132,Cincinnati,78,Nonconference
323282166,Fri Nov 23 2012 12:30:00 GMT-0500 (Eastern Standard Time),277,West Virginia,60,2166,Davidson,63,Nonconference
323282181,Fri Nov 23 2012 21:30:00 GMT-0500 (Eastern Standard Time),242,Rice,66,2181,Drake,77,Nonconference
323282182,Fri Nov 23 2012 18:00:00 GMT-0500 (Eastern Standard Time),2752,Xavier,69,2182,Drexel,65,Nonconference
323282239,Fri Nov 23 2012 22:05:00 GMT-0500 (Eastern Standard Time),3096,,60,2239,Cal State Fullerton,106,Nonconference
323282250,Fri Nov 23 2012 19:50:00 GMT-0500 (Eastern Standard Time),201,Oklahoma,47,2250,Gonzaga,72,Nonconference
323282287,Fri Nov 23 2012 18:00:00 GMT-0500 (Eastern Standard Time),5,UAB,65,2287,Illinois State,77,Nonconference
323282426,Fri Nov 23 2012 15:30:00 GMT-0500 (Eastern Standard Time),2504,Prairie View,42,2426,Navy,40,Nonconference
323282429,Fri Nov 23 2012 01:30:00 GMT-0500 (Eastern Standard Time),198,Oral Roberts,58,2429,Charlotte,72,Nonconference
323282439,Fri Nov 23 2012 21:00:00 GMT-0500 (Eastern Standard Time),2483,Oregon,83,2439,UNLV,79,Nonconference
323282448,Fri Nov 23 2012 13:00:00 GMT-0500 (Eastern Standard Time),2097,Campbell,60,2448,North Carolina A&T,85,Nonconference
323282460,Fri Nov 23 2012 15:30:00 GMT-0500 (Eastern Standard Time),24,Stanford,66,2460,Northern Iowa,50,Nonconference
323282464,Fri Nov 23 2012 15:30:00 GMT-0500 (Eastern Standard Time),55,Jacksonville State,50,2464,Northern Arizona,48,Nonconference
323282506,Fri Nov 23 2012 16:30:00 GMT-0500 (Eastern Standard Time),2506,Presbyterian,55,172,Cornell,89,Nonconference
323282507,Fri Nov 23 2012 19:00:00 GMT-0500 (Eastern Standard Time),2217,Fairfield,47,2507,Providence,66,Nonconference
323282541,Fri Nov 23 2012 19:15:00 GMT-0500 (Eastern Standard Time),331,Eastern Washington,74,2541,Santa Clara,89,Nonconference
323282608,Fri Nov 23 2012 15:30:00 GMT-0500 (Eastern Standard Time),279,NULL,76,2608,NULL,66,NULL
323282628,Fri Nov 23 2012 20:30:00 GMT-0500 (Eastern Standard Time),77,Northwestern,55,2628,TCU,31,Nonconference
323282670,Fri Nov 23 2012 19:00:00 GMT-0500 (Eastern Standard Time),150,Duke,67,2670,Virginia Commonwealth,58,Nonconference
323282674,Fri Nov 23 2012 20:05:00 GMT-0500 (Eastern Standard Time),2130,Chicago State,46,2674,Valparaiso,67,Nonconference
323282747,Fri Nov 23 2012 14:00:00 GMT-0500 (Eastern Standard Time),2261,Hampton,51,2747,Wofford,56,Nonconference
323282908,Fri Nov 23 2012 17:00:00 GMT-0500 (Eastern Standard Time),2908,USC Upstate,75,3084,Utah Valley,50,Nonconference
323290001,Sat Nov 24 2012 18:00:00 GMT-0500 (Eastern Standard Time),2351,Loyola Marymount,77,1,,83,Nonconference
323290005,Sat Nov 24 2012 17:00:00 GMT-0500 (Eastern Standard Time),2628,TCU,76,5,UAB,73,Nonconference
323290008,Sat Nov 24 2012 20:00:00 GMT-0500 (Eastern Standard Time),275,Wisconsin,77,8,Arkansas,70,Nonconference
323290009,Sat Nov 24 2012 23:00:00 GMT-0500 (Eastern Standard Time),156,Creighton,87,9,Arizona State,73,Nonconference
323290024,Sat Nov 24 2012 15:30:00 GMT-0500 (Eastern Standard Time),135,Minnesota,66,24,Stanford,63,Nonconference
323290042,Sat Nov 24 2012 16:00:00 GMT-0500 (Eastern Standard Time),2115,Central Connecticut State,77,42,Hartford,80,Nonconference
323290043,Sat Nov 24 2012 14:00:00 GMT-0500 (Eastern Standard Time),349,Army,83,43,Yale,86,Nonconference
323290045,Sat Nov 24 2012 14:00:00 GMT-0500 (Eastern Standard Time),2275,Hofstra,56,45,George Washington,80,Nonconference
323290046,Sat Nov 24 2012 12:00:00 GMT-0500 (Eastern Standard Time),116,NULL,50,46,NULL,72,NULL
323290050,Sat Nov 24 2012 15:00:00 GMT-0500 (Eastern Standard Time),2506,Presbyterian,55,50,Florida A&M,69,Nonconference
323290055,Sat Nov 24 2012 16:30:00 GMT-0500 (Eastern Standard Time),2448,North Carolina A&T,50,55,Jacksonville State,54,Nonconference
323290068,Sat Nov 24 2012 16:00:00 GMT-0500 (Eastern Standard Time),2540,UC Santa Barbara,56,68,Boise State,72,Nonconference
323290071,Sat Nov 24 2012 14:00:00 GMT-0500 (Eastern Standard Time),2630,Tennessee-Martin,57,71,Bradley,80,Nonconference
