G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,@,Northeastern,CAA,L,64,65,,0,1,L 1
2,Mon Nov 12 2012,REG,@,Canisius,MAAC,L,75,83,,0,2,L 2
3,Sat Nov 17 2012,REG,,George Washington,A-10,L,59,72,,0,3,L 3
4,Tue Nov 20 2012,REG,@,Rutgers,Big East,L,79,81,,0,4,L 4
5,Sat Nov 24 2012,REG,@,George Mason,CAA,L,45,48,,0,5,L 5
6,Wed Nov 28 2012,REG,,Coastal Carolina,Big South,W,74,44,,1,5,W 1
7,Sat Dec 1 2012,REG,@,Saint Peter's,MAAC,W,74,66,,2,5,W 2
8,Thu Dec 6 2012,REG,@,Coastal Carolina,Big South,W,69,63,,3,5,W 3
9,Tue Dec 11 2012,REG,@,Harvard,Ivy,L,64,65,,3,6,L 1
10,Sun Dec 16 2012,REG,,Quinnipiac,NEC,W,69,62,OT,4,6,W 1
11,Sat Dec 22 2012,REG,,Cornell,Ivy,W,70,57,,5,6,W 2
12,Fri Dec 28 2012,REG,N,Belmont,OVC,L,48,64,,5,7,L 1
13,Sat Dec 29 2012,REG,N,Howard,MEAC,W,71,44,,6,7,W 1
14,Wed Jan 2 2013,REG,@,Maine,AEC,L,58,63,,6,8,L 1
15,Sat Jan 5 2013,REG,,Hartford,AEC,L,74,77,,6,9,L 2
16,Tue Jan 8 2013,REG,,Vermont,AEC,W,63,53,,7,9,W 1
17,Sat Jan 12 2013,REG,,Binghamton,AEC,W,83,59,,8,9,W 2
18,Tue Jan 15 2013,REG,@,Stony Brook,AEC,L,48,75,,8,10,L 1
19,Sat Jan 19 2013,REG,@,New Hampshire,AEC,W,69,59,,9,10,W 1
20,Wed Jan 23 2013,REG,@,Albany (NY),AEC,W,85,80,OT,10,10,W 2
21,Sat Jan 26 2013,REG,,Maryland-Baltimore County,AEC,W,81,75,,11,10,W 3
22,Sat Feb 2 2013,REG,@,Hartford,AEC,L,58,66,,11,11,L 1
23,Tue Feb 5 2013,REG,,Maine,AEC,W,79,72,,12,11,W 1
24,Sat Feb 9 2013,REG,@,Binghamton,AEC,W,79,58,,13,11,W 2
25,Tue Feb 12 2013,REG,@,Vermont,AEC,W,64,59,,14,11,W 3
26,Sun Feb 17 2013,REG,,New Hampshire,AEC,W,68,56,,15,11,W 4
27,Wed Feb 20 2013,REG,,Albany (NY),AEC,W,79,69,,16,11,W 5
28,Sat Feb 23 2013,REG,@,Maryland-Baltimore County,AEC,W,68,59,,17,11,W 6
29,Thu Feb 28 2013,REG,,Stony Brook,AEC,L,55,71,,17,12,L 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
30,Tue Mar 19 2013,CIT,@,Loyola (MD),MAAC,L,63,70,,17,13,L 2
