G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Sat Nov 10 2012,REG,,Youngstown State,Horizon,L,73,80,,0,1,L 1
2,Sat Nov 17 2012,REG,@,Boston University,AEC,W,72,59,,1,1,W 1
3,Wed Nov 21 2012,REG,@,Notre Dame,Big East,L,48,65,,1,2,L 1
4,Sat Nov 24 2012,REG,,Hofstra,CAA,W,80,56,,2,2,W 1
5,Mon Nov 26 2012,REG,,Mount St. Mary's,NEC,L,56,65,,2,3,L 1
6,Wed Nov 28 2012,REG,@,James Madison,CAA,W,54,53,,3,3,W 1
7,Sun Dec 2 2012,REG,N,Manhattan,MAAC,W,67,55,,4,3,W 2
8,Tue Dec 4 2012,REG,@,Bradley,MVC,L,68,72,,4,4,L 1
9,Sat Dec 8 2012,REG,,Kansas State,Big 12,L,62,65,,4,5,L 2
10,Tue Dec 11 2012,REG,@,Rutgers,Big East,L,65,68,,4,6,L 3
11,Sat Dec 22 2012,REG,,Virginia Military Institute,Big South,W,76,67,,5,6,W 1
12,Sun Dec 30 2012,REG,,Sacred Heart,NEC,W,77,38,,6,6,W 2
13,Fri Jan 4 2013,REG,@,Georgia,SEC,L,41,52,,6,7,L 1
14,Wed Jan 9 2013,REG,,St. Bonaventure,A-10,W,78,59,,7,7,W 1
15,Sat Jan 12 2013,REG,@,Xavier,A-10,L,56,71,,7,8,L 1
16,Wed Jan 16 2013,REG,,Temple,A-10,L,53,55,,7,9,L 2
17,Sat Jan 19 2013,REG,@,Massachusetts,A-10,W,79,76,,8,9,W 1
18,Wed Jan 23 2013,REG,@,Rhode Island,A-10,W,66,65,,9,9,W 2
19,Sat Jan 26 2013,REG,,Charlotte,A-10,W,82,54,,10,9,W 3
20,Sat Feb 2 2013,REG,,La Salle,A-10,L,71,80,,10,10,L 1
21,Wed Feb 6 2013,REG,@,Duquesne,A-10,W,79,57,,11,10,W 1
22,Sat Feb 9 2013,REG,,Butler,A-10,L,56,59,,11,11,L 1
23,Sat Feb 16 2013,REG,@,Virginia Commonwealth,A-10,L,57,84,,11,12,L 2
24,Wed Feb 20 2013,REG,,Fordham,A-10,W,68,60,,12,12,W 1
25,Sat Feb 23 2013,REG,@,Saint Joseph's,A-10,L,59,71,,12,13,L 1
26,Wed Feb 27 2013,REG,@,Richmond,A-10,L,64,73,,12,14,L 2
27,Sat Mar 2 2013,REG,,Saint Louis,A-10,L,58,66,,12,15,L 3
28,Wed Mar 6 2013,REG,@,La Salle,A-10,L,70,84,,12,16,L 4
29,Sat Mar 9 2013,REG,,Dayton,A-10,W,81,80,OT,13,16,W 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
30,Thu Mar 14 2013,CTOURN,N,Massachusetts,A-10,L,72,77,,13,17,L 1
