G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Sat Nov 10 2012,REG,,Holy Names,,W,76,38,,1,0,W 1
2,Fri Nov 16 2012,REG,@,Fresno State,MWC,L,61,66,,1,1,L 1
3,Mon Nov 19 2012,REG,,Oral Roberts,Southland,L,67,69,,1,2,L 2
4,Thu Nov 22 2012,REG,N,Xavier,A-10,W,70,67,,2,2,W 1
5,Fri Nov 23 2012,REG,N,Saint Mary's (CA),WCC,W,76,66,,3,2,W 2
6,Sun Nov 25 2012,REG,N,California,Pac-12,L,58,78,,3,3,L 1
7,Sat Dec 1 2012,REG,@,Gonzaga,WCC,L,67,85,,3,4,L 2
8,Tue Dec 4 2012,REG,,Nevada,MWC,W,78,72,OT,4,4,W 1
9,Sat Dec 8 2012,REG,,San Francisco,WCC,W,67,59,,5,4,W 2
10,Sat Dec 15 2012,REG,,Santa Clara,WCC,L,71,75,,5,5,L 1
11,Wed Dec 19 2012,REG,@,Saint Mary's (CA),WCC,L,46,74,,5,6,L 2
12,Fri Dec 21 2012,REG,,Cal State Maritime,,W,80,42,,6,6,W 1
13,Sat Dec 29 2012,REG,@,Long Beach State,Big West,L,63,67,,6,7,L 1
14,Sat Jan 5 2013,REG,@,California-Davis,Big West,W,74,64,,7,7,W 1
15,Thu Jan 10 2013,REG,,California-Santa Barbara,Big West,W,80,62,,8,7,W 2
16,Sat Jan 12 2013,REG,,Cal Poly,Big West,W,77,55,,9,7,W 3
17,Thu Jan 17 2013,REG,@,Hawaii,Big West,L,52,60,,9,8,L 1
18,Sat Jan 19 2013,REG,@,Cal State Northridge,Big West,W,74,62,,10,8,W 1
19,Thu Jan 24 2013,REG,,California-Riverside,Big West,W,63,58,,11,8,W 2
20,Sat Jan 26 2013,REG,,Cal State Fullerton,Big West,W,71,67,,12,8,W 3
21,Sat Feb 2 2013,REG,,California-Davis,Big West,W,77,64,,13,8,W 4
22,Thu Feb 7 2013,REG,@,Cal Poly,Big West,L,62,67,,13,9,L 1
23,Sat Feb 9 2013,REG,@,California-Santa Barbara,Big West,L,53,66,,13,10,L 2
24,Thu Feb 14 2013,REG,,Cal State Northridge,Big West,W,66,59,,14,10,W 1
25,Sat Feb 16 2013,REG,,Hawaii,Big West,W,80,71,,15,10,W 2
26,Wed Feb 20 2013,REG,@,California-Irvine,Big West,L,59,68,,15,11,L 1
27,Sat Feb 23 2013,REG,@,Western Michigan,MAC,L,62,67,,15,12,L 2
28,Thu Feb 28 2013,REG,@,Cal State Fullerton,Big West,W,64,55,,16,12,W 1
29,Sat Mar 2 2013,REG,@,California-Riverside,Big West,W,70,68,,17,12,W 2
30,Thu Mar 7 2013,REG,,California-Irvine,Big West,W,70,62,,18,12,W 3
31,Sat Mar 9 2013,REG,,Long Beach State,Big West,W,71,51,,19,12,W 4
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
32,Thu Mar 14 2013,CTOURN,N,California-Santa Barbara,Big West,W,71,68,,20,12,W 5
33,Fri Mar 15 2013,CTOURN,N,Cal Poly,Big West,W,55,53,,21,12,W 6
34,Sat Mar 16 2013,CTOURN,N,California-Irvine,Big West,W,64,55,,22,12,W 7
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
35,Fri Mar 22 2013,NCAA,N,Miami (FL),ACC,L,49,78,,22,13,L 1
