G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,@,Pittsburgh,Big East,L,48,80,,0,1,L 1
2,Tue Nov 13 2012,REG,,Hartford,AEC,W,70,63,,1,1,W 1
3,Thu Nov 15 2012,REG,@,American,Patriot,L,57,62,,1,2,L 1
4,Sat Nov 24 2012,REG,@,Georgetown,Big East,L,50,72,,1,3,L 2
5,Mon Nov 26 2012,REG,@,George Washington,A-10,W,65,56,,2,3,W 1
6,Sat Dec 1 2012,REG,@,Binghamton,AEC,W,71,70,,3,3,W 2
7,Fri Dec 7 2012,REG,,Navy,Patriot,W,72,65,,4,3,W 3
8,Sat Dec 15 2012,REG,@,Loyola (MD),MAAC,L,57,79,,4,4,L 1
9,Wed Dec 19 2012,REG,@,Indiana,Big Ten,L,54,93,,4,5,L 2
10,Sat Dec 22 2012,REG,@,Western Michigan,MAC,L,66,87,,4,6,L 3
11,Sat Dec 29 2012,REG,,Maryland-Baltimore County,AEC,W,58,55,,5,6,W 1
12,Thu Jan 3 2013,REG,,Fairleigh Dickinson,NEC,L,65,72,,5,7,L 1
13,Sat Jan 5 2013,REG,,Monmouth,NEC,W,71,59,,6,7,W 1
14,Thu Jan 10 2013,REG,@,St. Francis (NY),NEC,L,56,70,,6,8,L 1
15,Sat Jan 12 2013,REG,@,Long Island University,NEC,L,72,86,,6,9,L 2
16,Thu Jan 17 2013,REG,@,Bryant,NEC,L,78,79,OT,6,10,L 3
17,Sat Jan 19 2013,REG,@,Central Connecticut State,NEC,W,80,75,,7,10,W 1
18,Thu Jan 24 2013,REG,,Wagner,NEC,L,50,52,,7,11,L 1
19,Sat Jan 26 2013,REG,@,Robert Morris,NEC,L,68,76,,7,12,L 2
20,Thu Jan 31 2013,REG,,Quinnipiac,NEC,W,77,73,,8,12,W 1
21,Sat Feb 2 2013,REG,,Sacred Heart,NEC,W,91,82,,9,12,W 2
22,Wed Feb 6 2013,REG,@,Wagner,NEC,L,65,74,,9,13,L 1
23,Sat Feb 9 2013,REG,@,Saint Francis (PA),NEC,W,69,58,,10,13,W 1
24,Thu Feb 14 2013,REG,,Bryant,NEC,W,84,70,,11,13,W 2
25,Sat Feb 16 2013,REG,,Central Connecticut State,NEC,W,89,80,,12,13,W 3
26,Thu Feb 21 2013,REG,,Long Island University,NEC,W,83,71,,13,13,W 4
27,Sat Feb 23 2013,REG,,St. Francis (NY),NEC,W,73,65,,14,13,W 5
28,Thu Feb 28 2013,REG,@,Monmouth,NEC,W,77,63,,15,13,W 6
29,Sat Mar 2 2013,REG,@,Fairleigh Dickinson,NEC,W,103,82,,16,13,W 7
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
30,Wed Mar 6 2013,CTOURN,@,Bryant,NEC,W,75,69,,17,13,W 8
31,Sat Mar 9 2013,CTOURN,@,Robert Morris,NEC,W,69,60,,18,13,W 9
32,Tue Mar 12 2013,CTOURN,@,Long Island University,NEC,L,70,91,,18,14,L 1
