G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,@,Rutgers,Big East,W,56,52,,1,0,W 1
2,Mon Nov 12 2012,REG,,Central Connecticut State,NEC,W,64,61,,2,0,W 2
3,Fri Nov 16 2012,REG,@,Cornell,Ivy,W,68,64,,3,0,W 3
4,Sun Nov 18 2012,REG,@,Binghamton,AEC,L,54,62,,3,1,L 1
5,Sun Nov 25 2012,REG,@,Seton Hall,Big East,L,61,76,,3,2,L 2
6,Wed Nov 28 2012,REG,,Fairleigh Dickinson,NEC,L,61,66,,3,3,L 3
7,Sat Dec 1 2012,REG,,Boston University,AEC,L,66,74,,3,4,L 4
8,Wed Dec 5 2012,REG,,Iona,MAAC,W,64,62,,4,4,W 1
9,Sat Dec 8 2012,REG,N,Loyola (MD),MAAC,L,55,61,,4,5,L 1
10,Wed Dec 19 2012,REG,,Long Island University,NEC,W,80,67,,5,5,W 1
11,Sat Dec 22 2012,REG,,Loyola (IL),Horizon,L,49,54,,5,6,L 1
12,Sat Dec 29 2012,REG,@,Central Connecticut State,NEC,W,71,69,,6,6,W 1
13,Fri Jan 4 2013,REG,,Manhattan,MAAC,L,53,55,,6,7,L 1
14,Sun Jan 6 2013,REG,@,Loyola (MD),MAAC,L,58,74,,6,8,L 2
15,Fri Jan 11 2013,REG,,Niagara,MAAC,L,58,77,,6,9,L 3
16,Sun Jan 13 2013,REG,@,Siena,MAAC,L,53,66,,6,10,L 4
17,Thu Jan 17 2013,REG,,Rider,MAAC,L,54,66,,6,11,L 5
18,Sat Jan 19 2013,REG,@,Marist,MAAC,L,48,59,,6,12,L 6
19,Fri Jan 25 2013,REG,@,Iona,MAAC,L,71,90,,6,13,L 7
20,Sun Jan 27 2013,REG,,Fairfield,MAAC,L,54,61,,6,14,L 8
21,Thu Jan 31 2013,REG,,Marist,MAAC,W,70,68,OT,7,14,W 1
22,Sun Feb 3 2013,REG,@,Manhattan,MAAC,L,49,57,,7,15,L 1
23,Thu Feb 7 2013,REG,@,Fairfield,MAAC,L,44,61,,7,16,L 2
24,Sun Feb 10 2013,REG,,Siena,MAAC,W,72,62,,8,16,W 1
25,Thu Feb 14 2013,REG,@,Rider,MAAC,L,57,72,,8,17,L 1
26,Sat Feb 16 2013,REG,,Canisius,MAAC,L,59,68,,8,18,L 2
27,Sat Feb 23 2013,REG,@,Hampton,MEAC,W,66,59,,9,18,W 1
28,Thu Feb 28 2013,REG,@,Canisius,MAAC,L,65,77,OT,9,19,L 1
29,Sat Mar 2 2013,REG,@,Niagara,MAAC,L,61,78,,9,20,L 2
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
30,Fri Mar 8 2013,CTOURN,N,Fairfield,MAAC,L,47,54,,9,21,L 3
