G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,@,Rider,MAAC,L,54,79,,0,1,L 1
2,Mon Nov 12 2012,REG,N,Lehigh,Patriot,L,60,89,,0,2,L 2
3,Tue Nov 13 2012,REG,N,Fordham,A-10,W,74,58,,1,2,W 1
4,Sat Nov 17 2012,REG,@,Xavier,A-10,L,59,61,,1,3,L 1
5,Mon Nov 19 2012,REG,,Bowling Green State,MAC,W,71,60,,2,3,W 1
6,Tue Nov 20 2012,REG,,Cleveland State,Horizon,W,71,62,,3,3,W 2
7,Mon Nov 26 2012,REG,@,Savannah State,MEAC,L,52,61,,3,4,L 1
8,Sat Dec 1 2012,REG,,Ohio,MAC,W,84,76,,4,4,W 1
9,Tue Dec 4 2012,REG,@,Campbell,Big South,W,61,58,,5,4,W 2
10,Sat Dec 8 2012,REG,@,Hampton,MEAC,W,66,54,,6,4,W 3
11,Sat Dec 15 2012,REG,,Duquesne,A-10,W,91,69,,7,4,W 4
12,Tue Dec 18 2012,REG,@,Louisiana-Lafayette,Sun Belt,W,66,61,,8,4,W 5
13,Thu Dec 20 2012,REG,@,Arkansas,SEC,L,74,79,,8,5,L 1
14,Thu Jan 3 2013,REG,,Bryant,NEC,L,77,84,,8,6,L 2
15,Sat Jan 5 2013,REG,,Central Connecticut State,NEC,L,70,77,,8,7,L 3
16,Thu Jan 10 2013,REG,@,Fairleigh Dickinson,NEC,W,88,54,,9,7,W 1
17,Sat Jan 12 2013,REG,@,Monmouth,NEC,W,70,55,,10,7,W 2
18,Thu Jan 17 2013,REG,,Sacred Heart,NEC,W,66,62,,11,7,W 3
19,Sat Jan 19 2013,REG,,Quinnipiac,NEC,W,87,75,,12,7,W 4
20,Thu Jan 24 2013,REG,@,Saint Francis (PA),NEC,W,84,70,,13,7,W 5
21,Sat Jan 26 2013,REG,,Mount St. Mary's,NEC,W,76,68,,14,7,W 6
22,Thu Jan 31 2013,REG,@,St. Francis (NY),NEC,L,61,71,,14,8,L 1
23,Sat Feb 2 2013,REG,@,Long Island University,NEC,W,60,57,,15,8,W 1
24,Wed Feb 6 2013,REG,,Saint Francis (PA),NEC,W,60,48,,16,8,W 2
25,Sat Feb 9 2013,REG,,Wagner,NEC,W,83,79,OT,17,8,W 3
26,Thu Feb 14 2013,REG,@,Quinnipiac,NEC,L,61,63,,17,9,L 1
27,Sat Feb 16 2013,REG,@,Sacred Heart,NEC,W,68,63,,18,9,W 1
28,Thu Feb 21 2013,REG,,Monmouth,NEC,W,77,65,,19,9,W 2
29,Sat Feb 23 2013,REG,,Fairleigh Dickinson,NEC,W,89,46,,20,9,W 3
30,Thu Feb 28 2013,REG,@,Bryant,NEC,W,77,75,,21,9,W 4
31,Sat Mar 2 2013,REG,@,Central Connecticut State,NEC,W,81,61,,22,9,W 5
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
32,Wed Mar 6 2013,CTOURN,,St. Francis (NY),NEC,W,75,57,,23,9,W 6
33,Sat Mar 9 2013,CTOURN,,Mount St. Mary's,NEC,L,60,69,,23,10,L 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
34,Tue Mar 19 2013,NIT,,Kentucky,SEC,W,59,57,,24,10,W 1
35,Mon Mar 25 2013,NIT,@,Providence,Big East,L,68,77,,24,11,L 1
