G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,,Toledo,MAC,W,62,50,,1,0,W 1
2,Mon Nov 12 2012,REG,,Rockhurst,,W,64,41,,2,0,W 2
3,Fri Nov 16 2012,REG,N,Western Michigan,MAC,L,71,81,,2,1,L 1
4,Sat Nov 17 2012,REG,@,South Florida,Big East,L,50,68,,2,2,L 2
5,Sun Nov 18 2012,REG,N,Maryland-Eastern Shore,MEAC,W,62,46,,3,2,W 1
6,Sat Nov 24 2012,REG,@,Northern Illinois,MAC,W,53,46,,4,2,W 2
7,Wed Nov 28 2012,REG,,Tennessee Tech,OVC,W,81,78,,5,2,W 3
8,Sat Dec 1 2012,REG,,Furman,Southern,W,77,50,,6,2,W 4
9,Sat Dec 8 2012,REG,@,Michigan State,Big Ten,L,61,73,,6,3,L 1
10,Sat Dec 15 2012,REG,,Mississippi State,SEC,W,59,51,,7,3,W 1
11,Sat Dec 22 2012,REG,@,Saint Peter's,MAAC,W,54,49,,8,3,W 2
12,Sat Dec 29 2012,REG,@,DePaul,Big East,W,69,61,,9,3,W 3
13,Wed Jan 2 2013,REG,@,Valparaiso,Horizon,W,63,54,,10,3,W 4
14,Sat Jan 5 2013,REG,,Youngstown State,Horizon,L,66,68,,10,4,L 1
15,Wed Jan 9 2013,REG,@,Green Bay,Horizon,L,45,58,,10,5,L 2
16,Fri Jan 11 2013,REG,,Wright State,Horizon,L,61,62,,10,6,L 3
17,Wed Jan 16 2013,REG,@,Illinois-Chicago,Horizon,L,59,61,,10,7,L 4
18,Sun Jan 20 2013,REG,@,Chicago State,GWC,W,66,63,OT,11,7,W 1
19,Wed Jan 23 2013,REG,@,Cleveland State,Horizon,W,67,55,,12,7,W 2
20,Sat Jan 26 2013,REG,,Detroit Mercy,Horizon,L,63,75,,12,8,L 1
21,Wed Jan 30 2013,REG,,Milwaukee,Horizon,W,76,65,,13,8,W 1
22,Sat Feb 2 2013,REG,,Green Bay,Horizon,L,65,73,,13,9,L 1
23,Mon Feb 4 2013,REG,@,Wright State,Horizon,L,59,62,,13,10,L 2
24,Thu Feb 7 2013,REG,@,Youngstown State,Horizon,L,59,60,,13,11,L 3
25,Tue Feb 12 2013,REG,@,Milwaukee,Horizon,L,53,71,,13,12,L 4
26,Sat Feb 16 2013,REG,,Illinois-Chicago,Horizon,W,69,60,,14,12,W 1
27,Tue Feb 19 2013,REG,,Valparaiso,Horizon,L,76,85,,14,13,L 1
28,Sat Feb 23 2013,REG,,Kent State,MAC,L,63,70,,14,14,L 2
29,Tue Feb 26 2013,REG,@,Detroit Mercy,Horizon,L,75,76,,14,15,L 3
30,Sat Mar 2 2013,REG,,Cleveland State,Horizon,W,87,60,,15,15,W 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
31,Tue Mar 5 2013,CTOURN,@,Youngstown State,Horizon,L,60,62,,15,16,L 1
