G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Mon Nov 12 2012,REG,,Tennessee Temple,,W,88,53,,1,0,W 1
2,Thu Nov 15 2012,REG,@,Kansas,Big 12,L,55,69,,1,1,L 1
3,Sun Nov 18 2012,REG,,Southeast Missouri State,OVC,L,65,77,,1,2,L 2
4,Mon Nov 19 2012,REG,,Troy,Sun Belt,L,61,68,,1,3,L 3
5,Tue Nov 20 2012,REG,,Louisiana Tech,WAC,L,63,71,,1,4,L 4
6,Sat Nov 24 2012,REG,@,Kennesaw State,A-Sun,W,65,51,,2,4,W 1
7,Sat Dec 1 2012,REG,,Davidson,Southern,L,55,81,,2,5,L 1
8,Sat Dec 8 2012,REG,,Eastern Kentucky,OVC,L,52,63,,2,6,L 2
9,Tue Dec 11 2012,REG,@,Louisiana State,SEC,L,67,80,,2,7,L 3
10,Sun Dec 16 2012,REG,,Mercer,A-Sun,L,53,63,,2,8,L 4
11,Fri Dec 21 2012,REG,,Reinhardt,,W,108,78,,3,8,W 1
12,Fri Dec 28 2012,REG,,High Point,Big South,W,68,61,,4,8,W 2
13,Sat Dec 29 2012,REG,N,Utah Valley,GWC,W,76,69,,5,8,W 3
14,Wed Jan 2 2013,REG,@,Georgia Tech,ACC,L,58,74,,5,9,L 1
15,Sat Jan 5 2013,REG,@,Samford,Southern,W,74,70,,6,9,W 1
16,Thu Jan 10 2013,REG,@,Citadel,Southern,W,70,65,,7,9,W 2
17,Sat Jan 12 2013,REG,@,College of Charleston,Southern,L,59,86,,7,10,L 1
18,Thu Jan 17 2013,REG,,Appalachian State,Southern,W,91,88,OT,8,10,W 1
19,Sat Jan 19 2013,REG,,Western Carolina,Southern,L,81,90,,8,11,L 1
20,Thu Jan 24 2013,REG,@,Elon,Southern,L,61,85,,8,12,L 2
21,Sun Jan 27 2013,REG,@,North Carolina-Greensboro,Southern,L,69,77,,8,13,L 3
22,Sat Feb 2 2013,REG,@,Georgia Southern,Southern,L,57,59,,8,14,L 4
23,Thu Feb 7 2013,REG,,Citadel,Southern,W,89,76,,9,14,W 1
24,Sat Feb 9 2013,REG,,College of Charleston,Southern,L,68,71,,9,15,L 1
25,Mon Feb 11 2013,REG,,Samford,Southern,W,62,59,OT,10,15,W 1
26,Thu Feb 14 2013,REG,,Furman,Southern,W,83,49,,11,15,W 2
27,Sat Feb 16 2013,REG,@,Wofford,Southern,L,58,78,,11,16,L 1
28,Thu Feb 21 2013,REG,,North Carolina-Greensboro,Southern,L,68,94,,11,17,L 2
29,Sat Feb 23 2013,REG,,Elon,Southern,W,72,68,,12,17,W 1
30,Thu Feb 28 2013,REG,@,Western Carolina,Southern,W,81,72,,13,17,W 2
31,Sat Mar 2 2013,REG,@,Appalachian State,Southern,L,60,86,,13,18,L 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
32,Fri Mar 8 2013,CTOURN,N,North Carolina-Greensboro,Southern,L,81,87,,13,19,L 2
