G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,@,Texas A&M,SEC,L,59,71,,0,1,L 1
2,Wed Nov 14 2012,REG,,Arkansas-Little Rock,Sun Belt,W,70,52,,1,1,W 1
3,Sun Nov 18 2012,REG,N,Troy,Sun Belt,W,70,46,,2,1,W 2
4,Mon Nov 19 2012,REG,N,Southeast Missouri State,OVC,W,67,63,,3,1,W 3
5,Tue Nov 20 2012,REG,@,Chattanooga,Southern,W,71,63,,4,1,W 4
6,Sat Nov 24 2012,REG,,Louisiana-Monroe,Sun Belt,W,68,52,,5,1,W 5
7,Wed Nov 28 2012,REG,,Southeastern Louisiana,Southland,W,99,62,,6,1,W 6
8,Fri Nov 30 2012,REG,@,Georgia State,CAA,W,86,68,,7,1,W 7
9,Tue Dec 4 2012,REG,@,Northwestern State,Southland,L,83,89,,7,2,L 1
10,Sat Dec 8 2012,REG,,Southern Mississippi,CUSA,W,65,55,,8,2,W 1
11,Wed Dec 12 2012,REG,@,McNeese State,Southland,L,72,80,,8,3,L 1
12,Mon Dec 17 2012,REG,@,Arkansas-Little Rock,Sun Belt,W,75,73,,9,3,W 1
13,Sat Dec 29 2012,REG,,Denver,WAC,W,68,60,,10,3,W 2
14,Mon Dec 31 2012,REG,,New Mexico State,WAC,W,81,72,,11,3,W 3
15,Sat Jan 5 2013,REG,@,Texas-Arlington,WAC,W,55,52,,12,3,W 4
16,Thu Jan 10 2013,REG,@,Texas State,WAC,W,84,67,,13,3,W 5
17,Sat Jan 12 2013,REG,@,Texas-San Antonio,WAC,W,73,71,,14,3,W 6
18,Thu Jan 17 2013,REG,,Idaho,WAC,W,72,66,,15,3,W 7
19,Sat Jan 19 2013,REG,,Seattle,WAC,W,78,71,,16,3,W 8
20,Thu Jan 24 2013,REG,@,San Jose State,WAC,W,76,54,,17,3,W 9
21,Sat Jan 26 2013,REG,@,Utah State,WAC,W,51,48,,18,3,W 10
22,Sat Feb 2 2013,REG,,Texas-Arlington,WAC,W,64,51,,19,3,W 11
23,Thu Feb 7 2013,REG,,Texas-San Antonio,WAC,W,74,49,,20,3,W 12
24,Sat Feb 9 2013,REG,,Texas State,WAC,W,84,69,,21,3,W 13
25,Thu Feb 14 2013,REG,@,Seattle,WAC,W,64,58,,22,3,W 14
26,Sat Feb 16 2013,REG,@,Idaho,WAC,W,67,61,,23,3,W 15
27,Wed Feb 20 2013,REG,,Central Baptist,,W,118,48,,24,3,W 16
28,Thu Feb 28 2013,REG,,Utah State,WAC,W,84,61,,25,3,W 17
29,Sat Mar 2 2013,REG,,San Jose State,WAC,W,88,61,,26,3,W 18
30,Thu Mar 7 2013,REG,@,New Mexico State,WAC,L,60,78,,26,4,L 1
31,Sat Mar 9 2013,REG,@,Denver,WAC,L,54,78,,26,5,L 2
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
32,Thu Mar 14 2013,CTOURN,N,Texas-San Antonio,WAC,L,67,73,,26,6,L 3
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
33,Tue Mar 19 2013,NIT,@,Florida State,ACC,W,71,66,,27,6,W 1
34,Mon Mar 25 2013,NIT,@,Southern Mississippi,CUSA,L,52,63,,27,7,L 1
