G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Mon Nov 12 2012,REG,,North Florida,A-Sun,W,81,66,,1,0,W 1
2,Sat Nov 17 2012,REG,,Samford,Southern,W,65,54,,2,0,W 2
3,Thu Nov 22 2012,REG,N,Virginia Commonwealth,A-10,L,65,78,,2,1,L 1
4,Fri Nov 23 2012,REG,N,Minnesota,Big Ten,L,75,84,,2,2,L 2
5,Sat Nov 24 2012,REG,N,Northern Iowa,MVC,W,52,47,,3,2,W 1
6,Thu Nov 29 2012,REG,,Tennessee-Martin,OVC,W,93,65,,4,2,W 2
7,Wed Dec 5 2012,REG,,Ohio,MAC,W,84,58,,5,2,W 3
8,Sat Dec 8 2012,REG,,Austin Peay,OVC,W,83,65,,6,2,W 4
9,Sat Dec 15 2012,REG,,Louisville,Big East,L,78,87,,6,3,L 1
10,Thu Dec 20 2012,REG,,Lipscomb,A-Sun,W,62,56,,7,3,W 1
11,Fri Dec 28 2012,REG,,Oral Roberts,Southland,W,72,57,,8,3,W 2
12,Sun Dec 30 2012,REG,,Loyola (MD),MAAC,W,78,64,,9,3,W 3
13,Fri Jan 4 2013,REG,@,Tennessee,SEC,W,85,80,,10,3,W 4
14,Wed Jan 9 2013,REG,,East Carolina,CUSA,W,67,54,,11,3,W 5
15,Sat Jan 12 2013,REG,@,Alabama-Birmingham,CUSA,W,69,53,,12,3,W 6
16,Wed Jan 16 2013,REG,@,Rice,CUSA,W,77,51,,13,3,W 7
17,Sat Jan 19 2013,REG,,Harvard,Ivy,W,60,50,,14,3,W 8
18,Tue Jan 22 2013,REG,,Tulane,CUSA,W,71,60,,15,3,W 9
19,Sat Jan 26 2013,REG,,Marshall,CUSA,W,73,72,,16,3,W 10
20,Wed Jan 30 2013,REG,@,East Carolina,CUSA,W,75,68,,17,3,W 11
21,Sat Feb 2 2013,REG,,Tulsa,CUSA,W,94,64,,18,3,W 12
22,Wed Feb 6 2013,REG,@,Southern Methodist,CUSA,W,60,52,,19,3,W 13
23,Sat Feb 9 2013,REG,@,Southern Mississippi,CUSA,W,89,76,,20,3,W 14
24,Wed Feb 13 2013,REG,,Central Florida,CUSA,W,93,71,,21,3,W 15
25,Sat Feb 16 2013,REG,@,Marshall,CUSA,W,71,59,,22,3,W 16
26,Wed Feb 20 2013,REG,,Houston,CUSA,W,81,74,,23,3,W 17
27,Sat Feb 23 2013,REG,,Southern Mississippi,CUSA,W,89,73,,24,3,W 18
28,Tue Feb 26 2013,REG,@,Xavier,A-10,L,62,64,,24,4,L 1
29,Sat Mar 2 2013,REG,@,Central Florida,CUSA,W,76,67,,25,4,W 1
30,Tue Mar 5 2013,REG,@,Texas-El Paso,CUSA,W,56,54,,26,4,W 2
31,Sat Mar 9 2013,REG,,Alabama-Birmingham,CUSA,W,86,71,,27,4,W 3
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
32,Thu Mar 14 2013,CTOURN,N,Tulane,CUSA,W,81,68,,28,4,W 4
33,Fri Mar 15 2013,CTOURN,N,Tulsa,CUSA,W,85,74,,29,4,W 5
34,Sat Mar 16 2013,CTOURN,N,Southern Mississippi,CUSA,W,91,79,2OT,30,4,W 6
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
35,Thu Mar 21 2013,NCAA,N,Saint Mary's (CA),WCC,W,54,52,,31,4,W 7
36,Sat Mar 23 2013,NCAA,N,Michigan State,Big Ten,L,48,70,,31,5,L 1
