G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,@,Marshall,CUSA,L,47,81,,0,1,L 1
2,Thu Nov 15 2012,REG,,Norfolk State,MEAC,L,66,78,,0,2,L 2
3,Sun Nov 18 2012,REG,@,Arkansas,SEC,L,63,112,,0,3,L 3
4,Tue Nov 20 2012,REG,@,Creighton,MVC,L,57,105,,0,4,L 4
5,Fri Nov 23 2012,REG,N,Florida A&M,MEAC,W,86,83,OT,1,4,W 1
6,Sat Nov 24 2012,REG,N,Cornell,Ivy,L,78,84,,1,5,L 1
7,Wed Nov 28 2012,REG,,Central Pennsylvania College,,W,88,75,,2,5,W 1
8,Sat Dec 1 2012,REG,,Dartmouth,Ivy,L,53,61,,2,6,L 1
9,Mon Dec 10 2012,REG,@,Georgetown,Big East,L,53,89,,2,7,L 2
10,Thu Dec 13 2012,REG,,Southern Virginia,,W,86,74,,3,7,W 1
11,Mon Dec 17 2012,REG,@,Canisius,MAAC,L,54,82,,3,8,L 1
12,Wed Dec 19 2012,REG,@,Seton Hall,Big East,L,61,79,,3,9,L 2
13,Fri Dec 21 2012,REG,@,Virginia Commonwealth,A-10,L,56,93,,3,10,L 3
14,Mon Dec 31 2012,REG,,Fairleigh Dickinson,NEC,L,71,79,,3,11,L 4
15,Sat Jan 5 2013,REG,,Coastal Carolina,Big South,L,72,80,,3,12,L 5
16,Wed Jan 9 2013,REG,,Campbell,Big South,L,73,83,,3,13,L 6
17,Sat Jan 12 2013,REG,,Charleston Southern,Big South,L,62,75,,3,14,L 7
18,Wed Jan 16 2013,REG,@,Radford,Big South,L,72,82,,3,15,L 8
19,Sat Jan 19 2013,REG,@,North Carolina-Asheville,Big South,L,65,68,,3,16,L 9
20,Tue Jan 22 2013,REG,@,Liberty,Big South,L,47,74,,3,17,L 10
21,Sat Jan 26 2013,REG,,Presbyterian,Big South,L,71,82,,3,18,L 11
22,Wed Jan 30 2013,REG,@,High Point,Big South,L,60,88,,3,19,L 12
23,Sat Feb 2 2013,REG,@,Gardner-Webb,Big South,L,65,76,,3,20,L 13
24,Wed Feb 6 2013,REG,,Virginia Military Institute,Big South,L,60,93,,3,21,L 14
25,Sat Feb 9 2013,REG,@,Winthrop,Big South,W,62,56,,4,21,W 1
26,Wed Feb 13 2013,REG,,High Point,Big South,L,53,82,,4,22,L 1
27,Sat Feb 16 2013,REG,,Radford,Big South,W,76,61,,5,22,W 1
28,Tue Feb 19 2013,REG,,Liberty,Big South,W,102,101,,6,22,W 2
29,Sat Feb 23 2013,REG,@,Tennessee-Martin,OVC,L,79,89,,6,23,L 1
30,Wed Feb 27 2013,REG,@,Campbell,Big South,W,79,66,,7,23,W 1
31,Sat Mar 2 2013,REG,@,Virginia Military Institute,Big South,L,80,94,,7,24,L 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
32,Tue Mar 5 2013,CTOURN,N,North Carolina-Asheville,Big South,W,87,72,,8,24,W 1
33,Thu Mar 7 2013,CTOURN,N,Virginia Military Institute,Big South,L,86,90,,8,25,L 1
