G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,,Pacific (OR),,W,77,58,,1,0,W 1
2,Mon Nov 12 2012,REG,@,Oregon,Pac-12,L,69,80,,1,1,L 1
3,Wed Nov 21 2012,REG,@,Portland,WCC,L,60,81,,1,2,L 2
4,Sun Nov 25 2012,REG,@,Oklahoma State,Big 12,L,58,81,,1,3,L 3
5,Sat Dec 1 2012,REG,@,Loyola Marymount,WCC,L,56,66,,1,4,L 4
6,Wed Dec 12 2012,REG,,Oregon State,Pac-12,L,74,79,,1,5,L 5
7,Sat Dec 15 2012,REG,,George Fox,,W,85,74,,2,5,W 1
8,Thu Dec 20 2012,REG,,Idaho State,Big Sky,W,63,49,,3,5,W 2
9,Sat Dec 22 2012,REG,,Weber State,Big Sky,L,69,73,OT,3,6,L 1
10,Thu Jan 3 2013,REG,@,Montana State,Big Sky,L,59,62,,3,7,L 2
11,Sat Jan 5 2013,REG,@,Montana,Big Sky,L,55,62,,3,8,L 3
12,Thu Jan 10 2013,REG,,Sacramento State,Big Sky,W,87,69,,4,8,W 1
13,Sat Jan 12 2013,REG,,Northern Arizona,Big Sky,W,79,74,,5,8,W 2
14,Thu Jan 17 2013,REG,@,Northern Colorado,Big Sky,L,50,67,,5,9,L 1
15,Sat Jan 19 2013,REG,@,North Dakota,Big Sky,L,76,85,,5,10,L 2
16,Thu Jan 24 2013,REG,@,Southern Utah,Big Sky,L,63,76,,5,11,L 3
17,Mon Jan 28 2013,REG,@,Eastern Washington,Big Sky,L,65,76,,5,12,L 4
18,Thu Jan 31 2013,REG,,Montana,Big Sky,L,68,81,,5,13,L 5
19,Sat Feb 2 2013,REG,,Montana State,Big Sky,L,64,70,,5,14,L 6
20,Thu Feb 7 2013,REG,@,Northern Arizona,Big Sky,L,72,79,,5,15,L 7
21,Sat Feb 9 2013,REG,@,Sacramento State,Big Sky,L,71,77,,5,16,L 8
22,Thu Feb 14 2013,REG,,Southern Utah,Big Sky,W,90,69,,6,16,W 1
23,Mon Feb 18 2013,REG,,Eastern Washington,Big Sky,W,89,80,,7,16,W 2
24,Sat Feb 23 2013,REG,,California-Riverside,Big West,W,66,58,,8,16,W 3
25,Thu Feb 28 2013,REG,,North Dakota,Big Sky,L,66,74,,8,17,L 1
26,Sat Mar 2 2013,REG,,Northern Colorado,Big Sky,L,75,85,,8,18,L 2
27,Thu Mar 7 2013,REG,@,Weber State,Big Sky,L,52,80,,8,19,L 3
28,Sat Mar 9 2013,REG,@,Idaho State,Big Sky,L,71,72,,8,20,L 4
