G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Sat Nov 10 2012,REG,,Idaho State,Big Sky,W,56,48,,1,0,W 1
2,Thu Nov 15 2012,REG,,Saint Mary's (CA),WCC,L,58,67,,1,1,L 1
3,Sat Nov 17 2012,REG,,Texas A&M-Corpus Christi,Southland,W,77,68,,2,1,W 1
4,Sat Nov 24 2012,REG,,Weber State,Big Sky,W,65,55,,3,1,W 2
5,Wed Nov 28 2012,REG,@,Santa Clara,WCC,W,80,78,OT,4,1,W 3
6,Sat Dec 8 2012,REG,,Western Oregon,,W,86,57,,5,1,W 4
7,Sat Dec 15 2012,REG,@,Utah Valley,GWC,W,69,63,,6,1,W 5
8,Thu Dec 20 2012,REG,,Nicholls State,Southland,W,79,72,,7,1,W 6
9,Fri Dec 21 2012,REG,,California-Davis,Big West,W,73,61,,8,1,W 7
10,Sat Dec 22 2012,REG,,Southern Illinois,MVC,W,70,58,,9,1,W 8
11,Sat Dec 29 2012,REG,@,Texas-San Antonio,WAC,W,71,67,,10,1,W 9
12,Mon Dec 31 2012,REG,@,Texas State,WAC,W,81,57,,11,1,W 10
13,Thu Jan 3 2013,REG,,Seattle,WAC,W,75,66,,12,1,W 11
14,Sat Jan 5 2013,REG,,Idaho,WAC,W,82,75,OT,13,1,W 12
15,Fri Jan 11 2013,REG,,San Jose State,WAC,W,66,60,,14,1,W 13
16,Thu Jan 17 2013,REG,@,New Mexico State,WAC,L,51,64,,14,2,L 1
17,Sat Jan 19 2013,REG,@,Denver,WAC,L,57,68,,14,3,L 2
18,Thu Jan 24 2013,REG,,Texas-Arlington,WAC,L,68,74,,14,4,L 3
19,Sat Jan 26 2013,REG,,Louisiana Tech,WAC,L,48,51,,14,5,L 4
20,Thu Jan 31 2013,REG,@,Idaho,WAC,W,77,67,,15,5,W 1
21,Sat Feb 2 2013,REG,@,Seattle,WAC,W,68,46,,16,5,W 2
22,Fri Feb 8 2013,REG,@,San Jose State,WAC,W,63,36,,17,5,W 3
23,Thu Feb 14 2013,REG,,Denver,WAC,L,60,63,OT,17,6,L 1
24,Sat Feb 16 2013,REG,,New Mexico State,WAC,W,73,69,,18,6,W 1
25,Tue Feb 19 2013,REG,@,Brigham Young,WCC,L,68,70,,18,7,L 1
26,Sat Feb 23 2013,REG,,Illinois State,MVC,W,80,71,,19,7,W 1
27,Thu Feb 28 2013,REG,@,Louisiana Tech,WAC,L,61,84,,19,8,L 1
28,Sat Mar 2 2013,REG,@,Texas-Arlington,WAC,L,46,61,,19,9,L 2
29,Thu Mar 7 2013,REG,,Texas State,WAC,W,77,61,,20,9,W 1
30,Sat Mar 9 2013,REG,,Texas-San Antonio,WAC,W,71,51,,21,9,W 2
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
31,Thu Mar 14 2013,CTOURN,N,Texas-Arlington,WAC,L,78,83,,21,10,L 1
