G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,,Marymount (VA),,W,75,48,,1,0,W 1
2,Sun Nov 11 2012,REG,,Siena,MAAC,L,49,54,OT,1,1,L 1
3,Wed Nov 14 2012,REG,,Binghamton,AEC,W,75,52,,2,1,W 1
4,Sun Nov 18 2012,REG,@,Alabama-Birmingham,CUSA,L,63,82,,2,2,L 1
5,Tue Nov 20 2012,REG,@,Texas Christian,Big 12,L,45,47,,2,3,L 2
6,Fri Nov 23 2012,REG,N,Prairie View,SWAC,L,40,42,,2,4,L 3
7,Sat Nov 24 2012,REG,N,Delaware State,MEAC,W,63,53,,3,4,W 1
8,Wed Nov 28 2012,REG,,IPFW,Summit,W,54,49,,4,4,W 2
9,Sat Dec 1 2012,REG,@,Tulane,CUSA,L,41,51,,4,5,L 1
10,Wed Dec 5 2012,REG,@,Monmouth,NEC,W,85,66,,5,5,W 1
11,Fri Dec 7 2012,REG,@,Mount St. Mary's,NEC,L,65,72,,5,6,L 1
12,Mon Dec 10 2012,REG,,Bryant,NEC,W,69,59,,6,6,W 1
13,Sat Dec 22 2012,REG,,Northern Kentucky,A-Sun,L,46,55,,6,7,L 1
14,Fri Dec 28 2012,REG,,Albany (NY),AEC,L,61,71,,6,8,L 2
15,Wed Jan 2 2013,REG,@,IPFW,Summit,L,63,68,,6,9,L 3
16,Sat Jan 5 2013,REG,@,Norfolk State,MEAC,L,68,74,,6,10,L 4
17,Sat Jan 12 2013,REG,@,Lafayette,Patriot,L,47,64,,6,11,L 5
18,Wed Jan 16 2013,REG,,Holy Cross,Patriot,L,47,62,,6,12,L 6
19,Sun Jan 20 2013,REG,@,Army,Patriot,W,59,50,,7,12,W 1
20,Wed Jan 23 2013,REG,@,American,Patriot,L,49,72,,7,13,L 1
21,Sat Jan 26 2013,REG,,Colgate,Patriot,L,56,70,,7,14,L 2
22,Wed Jan 30 2013,REG,,Lehigh,Patriot,L,49,71,,7,15,L 3
23,Sat Feb 2 2013,REG,@,Bucknell,Patriot,L,54,69,,7,16,L 4
24,Sat Feb 9 2013,REG,,Lafayette,Patriot,L,47,70,,7,17,L 5
25,Tue Feb 12 2013,REG,@,Holy Cross,Patriot,L,57,66,,7,18,L 6
26,Sat Feb 16 2013,REG,,Army,Patriot,L,55,56,,7,19,L 7
27,Wed Feb 20 2013,REG,,American,Patriot,W,50,44,,8,19,W 1
28,Sun Feb 24 2013,REG,@,Colgate,Patriot,L,46,59,,8,20,L 1
29,Wed Feb 27 2013,REG,@,Lehigh,Patriot,L,43,72,,8,21,L 2
30,Sat Mar 2 2013,REG,,Bucknell,Patriot,L,46,62,,8,22,L 3
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
31,Wed Mar 6 2013,CTOURN,@,Bucknell,Patriot,L,42,58,,8,23,L 4
