G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Sun Nov 11 2012,REG,@,Oregon State,Pac-12,L,62,71,,0,1,L 1
2,Thu Nov 15 2012,REG,,Southeastern Louisiana,Southland,W,81,56,,1,1,W 1
3,Sat Nov 17 2012,REG,N,Bucknell,Patriot,L,49,62,,1,2,L 1
4,Sun Nov 18 2012,REG,@,Niagara,MAAC,L,83,86,,1,3,L 2
5,Wed Nov 21 2012,REG,,Northern New Mexico,,W,67,37,,2,3,W 1
6,Fri Nov 23 2012,REG,,Louisiana-Lafayette,Sun Belt,W,79,57,,3,3,W 2
7,Wed Nov 28 2012,REG,@,Texas-El Paso,CUSA,L,54,55,,3,4,L 1
8,Sat Dec 1 2012,REG,,Southern Mississippi,CUSA,W,68,60,,4,4,W 1
9,Tue Dec 4 2012,REG,@,South Alabama,Sun Belt,W,58,52,,5,4,W 2
10,Sat Dec 15 2012,REG,@,New Mexico,MWC,L,58,73,,5,5,L 1
11,Wed Dec 19 2012,REG,,New Mexico,MWC,L,63,68,,5,6,L 2
12,Sat Dec 22 2012,REG,,Missouri State,MVC,W,71,51,,6,6,W 1
13,Sat Dec 29 2012,REG,@,Texas-Arlington,WAC,L,47,68,,6,7,L 1
14,Mon Dec 31 2012,REG,@,Louisiana Tech,WAC,L,72,81,,6,8,L 2
15,Thu Jan 3 2013,REG,,Texas-San Antonio,WAC,W,82,62,,7,8,W 1
16,Sat Jan 5 2013,REG,,Texas State,WAC,W,78,67,,8,8,W 2
17,Thu Jan 10 2013,REG,@,Seattle,WAC,W,83,82,2OT,9,8,W 3
18,Sat Jan 12 2013,REG,@,Idaho,WAC,W,71,70,,10,8,W 4
19,Thu Jan 17 2013,REG,,Utah State,WAC,W,64,51,,11,8,W 5
20,Sat Jan 19 2013,REG,,San Jose State,WAC,W,70,53,,12,8,W 6
21,Wed Jan 23 2013,REG,,Denver,WAC,W,53,42,,13,8,W 7
22,Thu Jan 31 2013,REG,@,Texas State,WAC,W,86,72,,14,8,W 8
23,Sat Feb 2 2013,REG,@,Texas-San Antonio,WAC,W,75,62,,15,8,W 9
24,Thu Feb 7 2013,REG,,Idaho,WAC,W,76,74,,16,8,W 10
25,Sat Feb 9 2013,REG,,Seattle,WAC,W,60,57,,17,8,W 11
26,Thu Feb 14 2013,REG,@,San Jose State,WAC,W,67,57,,18,8,W 12
27,Sat Feb 16 2013,REG,@,Utah State,WAC,L,69,73,,18,9,L 1
28,Sat Feb 23 2013,REG,,Texas-El Paso,CUSA,W,55,51,,19,9,W 1
29,Sat Mar 2 2013,REG,@,Denver,WAC,L,60,66,,19,10,L 1
30,Thu Mar 7 2013,REG,,Louisiana Tech,WAC,W,78,60,,20,10,W 1
31,Sat Mar 9 2013,REG,,Texas-Arlington,WAC,W,69,66,,21,10,W 2
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
32,Thu Mar 14 2013,CTOURN,N,Idaho,WAC,W,65,49,,22,10,W 3
33,Fri Mar 15 2013,CTOURN,N,Texas State,WAC,W,74,65,,23,10,W 4
34,Sat Mar 16 2013,CTOURN,N,Texas-Arlington,WAC,W,64,55,,24,10,W 5
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
35,Thu Mar 21 2013,NCAA,N,Saint Louis,A-10,L,44,64,,24,11,L 1
