G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,@,Austin Peay,OVC,L,64,75,,0,1,L 1
2,Mon Nov 12 2012,REG,,Martin Methodist,,W,59,40,,1,1,W 1
3,Thu Nov 15 2012,REG,@,Louisville,Big East,L,54,80,,1,2,L 1
4,Sat Nov 17 2012,REG,@,Memphis,CUSA,L,54,65,,1,3,L 2
5,Wed Nov 21 2012,REG,N,Toledo,MAC,L,69,82,,1,4,L 3
6,Thu Nov 22 2012,REG,N,Alcorn State,SWAC,L,65,69,OT,1,5,L 4
7,Sat Nov 24 2012,REG,,Texas-Arlington,WAC,L,58,65,,1,6,L 5
8,Wed Nov 28 2012,REG,,Florida Gulf Coast,A-Sun,L,62,86,,1,7,L 6
9,Sat Dec 1 2012,REG,,Georgia Southern,Southern,W,57,48,,2,7,W 1
10,Tue Dec 4 2012,REG,@,Kentucky,SEC,L,56,88,,2,8,L 1
11,Sat Dec 8 2012,REG,@,Bowling Green State,MAC,L,42,57,,2,9,L 2
12,Sat Dec 15 2012,REG,,Sam Houston State,Southland,L,57,73,,2,10,L 3
13,Wed Dec 19 2012,REG,@,Tennessee-Martin,OVC,W,75,62,,3,10,W 1
14,Sat Dec 29 2012,REG,@,Wisconsin,Big Ten,L,51,87,,3,11,L 1
15,Sat Jan 5 2013,REG,,Chattanooga,Southern,L,70,74,,3,12,L 2
16,Thu Jan 10 2013,REG,@,College of Charleston,Southern,W,62,57,,4,12,W 1
17,Sat Jan 12 2013,REG,@,Citadel,Southern,W,69,65,,5,12,W 2
18,Thu Jan 17 2013,REG,,Western Carolina,Southern,W,64,60,,6,12,W 3
19,Sat Jan 19 2013,REG,,Appalachian State,Southern,W,72,68,,7,12,W 4
20,Thu Jan 24 2013,REG,@,North Carolina-Greensboro,Southern,L,64,66,,7,13,L 1
21,Thu Jan 31 2013,REG,@,Davidson,Southern,L,51,71,,7,14,L 2
22,Sat Feb 2 2013,REG,@,Elon,Southern,L,66,77,,7,15,L 3
23,Thu Feb 7 2013,REG,,College of Charleston,Southern,L,65,69,,7,16,L 4
24,Sat Feb 9 2013,REG,,Citadel,Southern,W,79,67,,8,16,W 1
25,Mon Feb 11 2013,REG,@,Chattanooga,Southern,L,59,62,OT,8,17,L 1
26,Thu Feb 14 2013,REG,,Wofford,Southern,W,40,33,,9,17,W 1
27,Sat Feb 16 2013,REG,@,Furman,Southern,W,64,53,,10,17,W 2
28,Thu Feb 21 2013,REG,,Elon,Southern,L,62,63,,10,18,L 1
29,Sat Feb 23 2013,REG,,North Carolina-Greensboro,Southern,W,75,71,,11,18,W 1
30,Thu Feb 28 2013,REG,@,Appalachian State,Southern,L,67,70,2OT,11,19,L 1
31,Sat Mar 2 2013,REG,@,Western Carolina,Southern,L,54,56,OT,11,20,L 2
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
32,Fri Mar 8 2013,CTOURN,N,Furman,Southern,L,51,55,,11,21,L 3
