G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,@,Minnesota,Big Ten,L,36,72,,0,1,L 1
2,Mon Nov 12 2012,REG,@,Quinnipiac,NEC,W,61,55,,1,1,W 1
3,Thu Nov 15 2012,REG,,Mount St. Mary's,NEC,W,62,57,,2,1,W 2
4,Mon Nov 19 2012,REG,,San Francisco,WCC,L,53,67,,2,2,L 1
5,Sat Nov 24 2012,REG,@,Florida Atlantic,Sun Belt,L,55,58,,2,3,L 2
6,Wed Nov 28 2012,REG,@,Saint Joseph's,A-10,L,55,74,,2,4,L 3
7,Sat Dec 1 2012,REG,,Saint Francis (PA),NEC,W,61,51,,3,4,W 1
8,Tue Dec 4 2012,REG,@,Howard,MEAC,L,50,55,,3,5,L 1
9,Thu Dec 6 2012,REG,@,Maryland-Baltimore County,AEC,W,73,70,2OT,4,5,W 1
10,Sun Dec 9 2012,REG,,Columbia,Ivy,L,42,54,,4,6,L 1
11,Tue Dec 18 2012,REG,@,Hampton,MEAC,L,65,72,,4,7,L 2
12,Sat Dec 22 2012,REG,@,Georgetown,Big East,L,48,65,,4,8,L 3
13,Sat Dec 29 2012,REG,@,Kansas,Big 12,L,57,89,,4,9,L 4
14,Thu Jan 3 2013,REG,,Maryland-Eastern Shore,MEAC,W,63,49,,5,9,W 1
15,Sun Jan 6 2013,REG,,Cornell,Ivy,L,60,68,,5,10,L 1
16,Sat Jan 12 2013,REG,@,Colgate,Patriot,W,72,63,,6,10,W 1
17,Wed Jan 16 2013,REG,,Lehigh,Patriot,L,57,63,,6,11,L 1
18,Sat Jan 19 2013,REG,@,Holy Cross,Patriot,L,60,79,,6,12,L 2
19,Wed Jan 23 2013,REG,,Navy,Patriot,W,72,49,,7,12,W 1
20,Sat Jan 26 2013,REG,@,Army,Patriot,L,64,77,,7,13,L 1
21,Wed Jan 30 2013,REG,,Bucknell,Patriot,L,55,56,,7,14,L 2
22,Sat Feb 2 2013,REG,,Lafayette,Patriot,W,68,64,,8,14,W 1
23,Sat Feb 9 2013,REG,,Colgate,Patriot,W,70,55,,9,14,W 2
24,Wed Feb 13 2013,REG,@,Lehigh,Patriot,L,47,60,,9,15,L 1
25,Sun Feb 17 2013,REG,,Holy Cross,Patriot,W,64,61,OT,10,15,W 1
26,Wed Feb 20 2013,REG,@,Navy,Patriot,L,44,50,,10,16,L 1
27,Sat Feb 23 2013,REG,,Army,Patriot,L,58,72,,10,17,L 2
28,Wed Feb 27 2013,REG,@,Bucknell,Patriot,L,47,66,,10,18,L 3
29,Sat Mar 2 2013,REG,@,Lafayette,Patriot,L,72,80,,10,19,L 4
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
30,Wed Mar 6 2013,CTOURN,@,Army,Patriot,L,44,65,,10,20,L 5
