G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,,Tulane,CUSA,W,79,61,,1,0,W 1
2,Wed Nov 14 2012,REG,,Presbyterian,Big South,W,52,38,,2,0,W 2
3,Thu Nov 22 2012,REG,N,Rice,CUSA,W,54,36,,3,0,W 3
4,Fri Nov 23 2012,REG,N,California,Pac-12,L,57,68,,3,1,L 1
5,Sun Nov 25 2012,REG,N,Saint Mary's (CA),WCC,W,65,56,,4,1,W 1
6,Wed Nov 28 2012,REG,@,Illinois,Big Ten,L,62,75,,4,2,L 1
7,Tue Dec 4 2012,REG,,Georgia,SEC,W,62,54,,5,2,W 1
8,Sat Dec 8 2012,REG,,North Carolina-Wilmington,CAA,W,73,66,,6,2,W 2
9,Mon Dec 17 2012,REG,,Alabama State,SWAC,W,75,41,,7,2,W 3
10,Sat Dec 22 2012,REG,,Citadel,Southern,W,73,41,,8,2,W 4
11,Sat Dec 29 2012,REG,,Fordham,A-10,W,73,48,,9,2,W 5
12,Wed Jan 2 2013,REG,,Chattanooga,Southern,W,74,58,,10,2,W 6
13,Sat Jan 5 2013,REG,,Miami (FL),ACC,L,49,62,,10,3,L 1
14,Wed Jan 9 2013,REG,@,North Carolina State,ACC,L,70,83,,10,4,L 2
15,Sat Jan 12 2013,REG,,Virginia Tech,ACC,L,65,70,OT,10,5,L 3
16,Thu Jan 17 2013,REG,@,Duke,ACC,L,57,73,,10,6,L 4
17,Wed Jan 23 2013,REG,@,North Carolina,ACC,L,63,79,,10,7,L 5
18,Sat Jan 26 2013,REG,,Wake Forest,ACC,W,82,62,,11,7,W 1
19,Tue Jan 29 2013,REG,@,Clemson,ACC,L,60,63,,11,8,L 1
20,Sun Feb 3 2013,REG,,Virginia,ACC,W,66,60,,12,8,W 1
21,Tue Feb 5 2013,REG,,Florida State,ACC,L,54,56,,12,9,L 1
22,Sat Feb 9 2013,REG,@,Virginia Tech,ACC,W,64,54,,13,9,W 1
23,Thu Feb 14 2013,REG,,Clemson,ACC,L,53,56,,13,10,L 1
24,Sat Feb 16 2013,REG,@,Wake Forest,ACC,W,57,56,,14,10,W 1
25,Tue Feb 19 2013,REG,,North Carolina,ACC,L,58,70,,14,11,L 1
26,Sun Feb 24 2013,REG,@,Virginia,ACC,L,54,82,,14,12,L 2
27,Wed Feb 27 2013,REG,,Maryland,ACC,W,78,68,,15,12,W 1
28,Sun Mar 3 2013,REG,,North Carolina State,ACC,L,57,70,,15,13,L 1
29,Wed Mar 6 2013,REG,@,Miami (FL),ACC,W,71,69,,16,13,W 1
30,Sat Mar 9 2013,REG,@,Boston College,ACC,L,72,74,,16,14,L 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
31,Thu Mar 14 2013,CTOURN,N,Boston College,ACC,L,64,84,,16,15,L 2
