G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,N,Maryland,ACC,W,72,69,,1,0,W 1
2,Tue Nov 13 2012,REG,N,Duke,ACC,L,68,75,,1,1,L 1
3,Fri Nov 16 2012,REG,,Lafayette,Patriot,W,101,49,,2,1,W 1
4,Wed Nov 21 2012,REG,,Morehead State,OVC,W,81,70,,3,1,W 2
5,Fri Nov 23 2012,REG,,Long Island University,NEC,W,104,75,,4,1,W 3
6,Thu Nov 29 2012,REG,@,Notre Dame,Big East,L,50,64,,4,2,L 1
7,Sat Dec 1 2012,REG,,Baylor,Big 12,L,55,64,,4,3,L 2
8,Tue Dec 4 2012,REG,,Samford,Southern,W,88,56,,5,3,W 1
9,Sat Dec 8 2012,REG,,Portland,WCC,W,74,46,,6,3,W 2
10,Sat Dec 15 2012,REG,,Lipscomb,A-Sun,W,88,50,,7,3,W 3
11,Sat Dec 22 2012,REG,,Marshall,CUSA,W,82,54,,8,3,W 4
12,Sat Dec 29 2012,REG,@,Louisville,Big East,L,77,80,,8,4,L 1
13,Wed Jan 2 2013,REG,,Eastern Michigan,MAC,W,90,38,,9,4,W 1
14,Thu Jan 10 2013,REG,@,Vanderbilt,SEC,W,60,58,,10,4,W 2
15,Sat Jan 12 2013,REG,,Texas A&M,SEC,L,71,83,,10,5,L 1
16,Tue Jan 15 2013,REG,,Tennessee,SEC,W,75,65,,11,5,W 1
17,Sat Jan 19 2013,REG,@,Auburn,SEC,W,75,53,,12,5,W 2
18,Tue Jan 22 2013,REG,@,Alabama,SEC,L,55,59,,12,6,L 1
19,Sat Jan 26 2013,REG,,Louisiana State,SEC,W,75,70,,13,6,W 1
20,Tue Jan 29 2013,REG,@,Mississippi,SEC,W,87,74,,14,6,W 2
21,Sat Feb 2 2013,REG,@,Texas A&M,SEC,W,72,68,OT,15,6,W 3
22,Tue Feb 5 2013,REG,,South Carolina,SEC,W,77,55,,16,6,W 4
23,Sat Feb 9 2013,REG,,Auburn,SEC,W,72,62,,17,6,W 5
24,Tue Feb 12 2013,REG,@,Florida,SEC,L,52,69,,17,7,L 1
25,Sat Feb 16 2013,REG,@,Tennessee,SEC,L,58,88,,17,8,L 2
26,Wed Feb 20 2013,REG,,Vanderbilt,SEC,W,74,70,,18,8,W 1
27,Sat Feb 23 2013,REG,,Missouri,SEC,W,90,83,OT,19,8,W 2
28,Wed Feb 27 2013,REG,,Mississippi State,SEC,W,85,55,,20,8,W 3
29,Sat Mar 2 2013,REG,@,Arkansas,SEC,L,60,73,,20,9,L 1
30,Thu Mar 7 2013,REG,@,Georgia,SEC,L,62,72,,20,10,L 2
31,Sat Mar 9 2013,REG,,Florida,SEC,W,61,57,,21,10,W 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
32,Fri Mar 15 2013,CTOURN,N,Vanderbilt,SEC,L,48,64,,21,11,L 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
33,Tue Mar 19 2013,NIT,@,Robert Morris,NEC,L,57,59,,21,12,L 2
