G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,,Akron,MAC,W,74,70,OT,1,0,W 1
2,Tue Nov 13 2012,REG,@,Mississippi,SEC,L,72,90,,1,1,L 1
3,Thu Nov 15 2012,REG,@,Tennessee Tech,OVC,L,69,71,,1,2,L 2
4,Tue Nov 20 2012,REG,,Johnson & Wales (NC),,W,96,40,,2,2,W 1
5,Sat Nov 24 2012,REG,,Florida International,Sun Belt,L,77,87,,2,3,L 1
6,Wed Nov 28 2012,REG,@,Boston University,AEC,L,44,74,,2,4,L 2
7,Thu Dec 6 2012,REG,,Boston University,AEC,L,63,69,,2,5,L 3
8,Thu Dec 13 2012,REG,,Toccoa Falls,,W,75,38,,3,5,W 1
9,Wed Dec 19 2012,REG,,Clemson,ACC,W,69,46,,4,5,W 2
10,Sat Dec 22 2012,REG,@,College of Charleston,Southern,L,51,60,,4,6,L 1
11,Sun Dec 30 2012,REG,,Greensboro,,W,85,65,,5,6,W 1
12,Sat Jan 5 2013,REG,@,Longwood,Big South,W,80,72,,6,6,W 2
13,Wed Jan 9 2013,REG,,Presbyterian,Big South,W,61,43,,7,6,W 3
14,Sat Jan 12 2013,REG,@,Liberty,Big South,L,56,64,,7,7,L 1
15,Wed Jan 16 2013,REG,@,Gardner-Webb,Big South,L,65,66,,7,8,L 2
16,Sat Jan 19 2013,REG,,Virginia Military Institute,Big South,W,72,49,,8,8,W 1
17,Wed Jan 23 2013,REG,@,North Carolina-Asheville,Big South,L,60,63,,8,9,L 1
18,Sat Jan 26 2013,REG,,Campbell,Big South,W,73,59,,9,9,W 1
19,Wed Jan 30 2013,REG,@,Winthrop,Big South,L,48,61,,9,10,L 1
20,Sat Feb 2 2013,REG,,Radford,Big South,W,62,52,,10,10,W 1
21,Wed Feb 6 2013,REG,,Charleston Southern,Big South,W,73,53,,11,10,W 2
22,Sat Feb 9 2013,REG,@,High Point,Big South,L,62,74,,11,11,L 1
23,Wed Feb 13 2013,REG,@,Presbyterian,Big South,W,60,53,,12,11,W 1
24,Sat Feb 16 2013,REG,,Gardner-Webb,Big South,L,63,70,,12,12,L 1
25,Tue Feb 19 2013,REG,,North Carolina-Asheville,Big South,W,65,64,,13,12,W 1
26,Sat Feb 23 2013,REG,@,Western Carolina,Southern,L,70,80,,13,13,L 1
27,Wed Feb 27 2013,REG,,Winthrop,Big South,W,73,54,,14,13,W 1
28,Sat Mar 2 2013,REG,@,Charleston Southern,Big South,L,64,75,,14,14,L 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
29,Tue Mar 5 2013,CTOURN,,Liberty,Big South,L,61,78,,14,15,L 2
