G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,@,Lipscomb,A-Sun,W,89,60,,1,0,W 1
2,Tue Nov 13 2012,REG,,Maryville (MO),,W,88,49,,2,0,W 2
3,Sun Nov 18 2012,REG,@,Stanford,Pac-12,W,70,62,,3,0,W 3
4,Thu Nov 22 2012,REG,@,Alaska-Anchorage,,W,74,60,,4,0,W 4
5,Fri Nov 23 2012,REG,N,Northeastern,CAA,L,71,74,,4,1,L 1
6,Sat Nov 24 2012,REG,N,Oral Roberts,Southland,W,70,67,,5,1,W 1
7,Sat Dec 1 2012,REG,@,Virginia Commonwealth,A-10,L,65,75,,5,2,L 1
8,Tue Dec 4 2012,REG,,Lipscomb,A-Sun,W,100,66,,6,2,W 1
9,Thu Dec 13 2012,REG,,Middle Tennessee,Sun Belt,W,64,49,,7,2,W 2
10,Sat Dec 15 2012,REG,@,Kansas,Big 12,L,60,89,,7,3,L 1
11,Wed Dec 19 2012,REG,,South Dakota State,Summit,W,76,49,,8,3,W 1
12,Fri Dec 28 2012,REG,N,Boston University,AEC,W,64,48,,9,3,W 2
13,Sat Dec 29 2012,REG,N,Central Florida,CUSA,L,63,66,,9,4,L 1
14,Thu Jan 3 2013,REG,@,Jacksonville State,OVC,W,73,62,,10,4,W 1
15,Sat Jan 5 2013,REG,@,Tennessee Tech,OVC,W,83,52,,11,4,W 2
16,Thu Jan 10 2013,REG,,Southeast Missouri State,OVC,W,107,72,,12,4,W 3
17,Sat Jan 12 2013,REG,,Tennessee-Martin,OVC,W,90,53,,13,4,W 4
18,Thu Jan 17 2013,REG,,Eastern Kentucky,OVC,W,83,76,,14,4,W 5
19,Sat Jan 19 2013,REG,,Tennessee State,OVC,W,78,66,,15,4,W 6
20,Thu Jan 24 2013,REG,@,Morehead State,OVC,W,64,63,,16,4,W 7
21,Sat Jan 26 2013,REG,@,Eastern Kentucky,OVC,W,85,74,,17,4,W 8
22,Thu Jan 31 2013,REG,,Morehead State,OVC,W,93,74,,18,4,W 9
23,Sat Feb 2 2013,REG,,Tennessee Tech,OVC,W,74,52,,19,4,W 10
24,Thu Feb 7 2013,REG,@,Murray State,OVC,L,74,79,,19,5,L 1
25,Sat Feb 9 2013,REG,@,Austin Peay,OVC,W,78,65,,20,5,W 1
26,Thu Feb 14 2013,REG,@,Tennessee State,OVC,L,69,80,,20,6,L 1
27,Wed Feb 20 2013,REG,@,Eastern Illinois,OVC,W,80,49,,21,6,W 1
28,Sat Feb 23 2013,REG,,Ohio,MAC,W,81,62,,22,6,W 2
29,Wed Feb 27 2013,REG,,Southern Illinois-Edwardsville,OVC,W,73,43,,23,6,W 3
30,Sat Mar 2 2013,REG,,Jacksonville State,OVC,W,78,71,,24,6,W 4
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
31,Fri Mar 8 2013,CTOURN,N,Tennessee State,OVC,W,82,73,,25,6,W 5
32,Sat Mar 9 2013,CTOURN,N,Murray State,OVC,W,70,68,OT,26,6,W 6
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
33,Thu Mar 21 2013,NCAA,N,Arizona,Pac-12,L,64,81,,26,7,L 1
