G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,@,Charlotte,A-10,L,58,68,,0,1,L 1
2,Sun Nov 11 2012,REG,@,Arizona,Pac-12,L,73,82,,0,2,L 2
3,Thu Nov 15 2012,REG,,Hiwassee,,W,105,69,,1,2,W 1
4,Tue Nov 20 2012,REG,,East Tennessee State,A-Sun,L,57,59,,1,3,L 1
5,Fri Nov 23 2012,REG,@,Alabama,SEC,L,46,59,,1,4,L 2
6,Wed Nov 28 2012,REG,,College of Charleston,Southern,L,67,72,,1,5,L 3
7,Sat Dec 1 2012,REG,,Barber-Scotia,,W,101,69,,2,5,W 1
8,Tue Dec 4 2012,REG,,Citadel,Southern,W,101,73,,3,5,W 2
9,Tue Dec 18 2012,REG,@,East Tennessee State,A-Sun,W,72,51,,4,5,W 3
10,Thu Dec 20 2012,REG,@,Wichita State,MVC,L,53,65,,4,6,L 1
11,Sat Dec 29 2012,REG,,Virginia Intermont,,W,105,59,,5,6,W 1
12,Sat Jan 5 2013,REG,@,Radford,Big South,W,81,74,,6,6,W 2
13,Wed Jan 9 2013,REG,,Winthrop,Big South,W,75,63,,7,6,W 3
14,Sat Jan 12 2013,REG,@,Longwood,Big South,W,75,62,,8,6,W 4
15,Wed Jan 16 2013,REG,,North Carolina-Asheville,Big South,W,74,68,,9,6,W 5
16,Sat Jan 19 2013,REG,,High Point,Big South,W,83,75,,10,6,W 6
17,Wed Jan 23 2013,REG,@,Presbyterian,Big South,W,79,59,,11,6,W 7
18,Sat Jan 26 2013,REG,@,Liberty,Big South,W,79,75,,12,6,W 8
19,Wed Jan 30 2013,REG,,Gardner-Webb,Big South,L,73,74,OT,12,7,L 1
20,Wed Feb 6 2013,REG,@,Coastal Carolina,Big South,L,53,73,,12,8,L 2
21,Sat Feb 9 2013,REG,,Campbell,Big South,W,86,68,,13,8,W 1
22,Wed Feb 13 2013,REG,@,Winthrop,Big South,L,65,70,,13,9,L 1
23,Sat Feb 16 2013,REG,@,North Carolina-Asheville,Big South,W,73,65,,14,9,W 1
24,Tue Feb 19 2013,REG,,Presbyterian,Big South,W,72,54,,15,9,W 2
25,Thu Feb 21 2013,REG,,Virginia Military Institute,Big South,W,92,69,,16,9,W 3
26,Sat Feb 23 2013,REG,@,Rider,MAAC,L,54,61,,16,10,L 1
27,Wed Feb 27 2013,REG,@,Gardner-Webb,Big South,L,62,67,OT,16,11,L 2
28,Sat Mar 2 2013,REG,,Coastal Carolina,Big South,W,75,64,,17,11,W 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
29,Thu Mar 7 2013,CTOURN,N,Winthrop,Big South,W,54,47,,18,11,W 2
30,Sat Mar 9 2013,CTOURN,N,Virginia Military Institute,Big South,W,71,65,,19,11,W 3
31,Sun Mar 10 2013,CTOURN,N,Liberty,Big South,L,76,87,,19,12,L 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
32,Wed Mar 20 2013,NIT,@,Southern Mississippi,CUSA,L,71,78,,19,13,L 2
