G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,,Trinity Baptist,,W,84,62,,1,0,W 1
2,Tue Nov 13 2012,REG,,Middle Tennessee,Sun Belt,L,55,58,,1,1,L 1
3,Wed Nov 14 2012,REG,,North Florida,A-Sun,W,54,47,,2,1,W 1
4,Fri Nov 16 2012,REG,@,Alabama State,SWAC,W,59,54,,3,1,W 2
5,Sun Nov 18 2012,REG,@,Central Florida,CUSA,L,50,53,,3,2,L 1
6,Tue Nov 20 2012,REG,@,Florida,SEC,L,40,58,,3,3,L 2
7,Sat Nov 24 2012,REG,,Western Illinois,Summit,W,39,38,,4,3,W 1
8,Mon Nov 26 2012,REG,,Robert Morris,NEC,W,61,52,,5,3,W 2
9,Sat Dec 1 2012,REG,,Norfolk State,MEAC,L,45,55,,5,4,L 1
10,Wed Dec 12 2012,REG,@,Ohio State,Big Ten,L,45,85,,5,5,L 2
11,Sat Dec 15 2012,REG,@,Marquette,Big East,L,51,71,,5,6,L 3
12,Wed Dec 19 2012,REG,@,Marshall,CUSA,L,48,64,,5,7,L 4
13,Wed Jan 2 2013,REG,@,Western Illinois,Summit,L,35,39,,5,8,L 5
14,Fri Jan 4 2013,REG,@,Saint Louis,A-10,L,59,67,,5,9,L 6
15,Tue Jan 8 2013,REG,,Allen,,W,84,40,,6,9,W 1
16,Sat Jan 12 2013,REG,@,Coppin State,MEAC,W,56,48,,7,9,W 2
17,Mon Jan 14 2013,REG,@,Morgan State,MEAC,W,78,70,2OT,8,9,W 3
18,Sat Jan 19 2013,REG,,Florida A&M,MEAC,W,57,55,,9,9,W 4
19,Mon Jan 21 2013,REG,,Bethune-Cookman,MEAC,W,43,40,,10,9,W 5
20,Sat Jan 26 2013,REG,@,South Carolina State,MEAC,W,64,49,,11,9,W 6
21,Sat Feb 2 2013,REG,@,Howard,MEAC,W,52,42,,12,9,W 7
22,Thu Feb 7 2013,REG,,Hampton,MEAC,L,68,71,OT,12,10,L 1
23,Sat Feb 9 2013,REG,,South Carolina State,MEAC,W,50,46,,13,10,W 1
24,Thu Feb 14 2013,REG,@,Florida A&M,MEAC,W,67,65,,14,10,W 2
25,Sat Feb 16 2013,REG,,North Carolina Central,MEAC,W,44,36,,15,10,W 3
26,Mon Feb 18 2013,REG,,North Carolina A&T,MEAC,W,56,49,,16,10,W 4
27,Sat Feb 23 2013,REG,@,Campbell,Big South,W,69,63,,17,10,W 5
28,Mon Feb 25 2013,REG,@,Bethune-Cookman,MEAC,L,58,72,,17,11,L 1
29,Sat Mar 2 2013,REG,@,North Carolina Central,MEAC,L,47,51,,17,12,L 2
30,Mon Mar 4 2013,REG,@,North Carolina A&T,MEAC,L,57,59,,17,13,L 3
31,Thu Mar 7 2013,REG,,Maryland-Eastern Shore,MEAC,W,71,54,,18,13,W 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
32,Mon Mar 11 2013,CTOURN,N,Maryland-Eastern Shore,MEAC,W,59,44,,19,13,W 2
33,Thu Mar 14 2013,CTOURN,N,Morgan State,MEAC,L,61,64,OT,19,14,L 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
34,Tue Mar 19 2013,CIT,@,East Carolina,CUSA,L,65,66,,19,15,L 2
