G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,@,Oregon State,Pac-12,L,83,102,,0,1,L 1
2,Tue Nov 13 2012,REG,,Saint Francis (PA),NEC,W,86,69,,1,1,W 1
3,Fri Nov 16 2012,REG,,Bucknell,Patriot,L,71,88,,1,2,L 1
4,Sun Nov 18 2012,REG,,New Mexico State,WAC,W,86,83,,2,2,W 1
5,Sat Nov 24 2012,REG,N,St. Bonaventure,A-10,L,75,80,,2,3,L 1
6,Wed Nov 28 2012,REG,@,Iona,MAAC,L,72,83,,2,4,L 2
7,Sun Dec 2 2012,REG,@,Central Michigan,MAC,L,64,66,,2,5,L 3
8,Wed Dec 5 2012,REG,@,Loyola (MD),MAAC,W,62,61,,3,5,W 1
9,Sat Dec 8 2012,REG,@,Buffalo,MAC,L,67,77,,3,6,L 1
10,Wed Dec 12 2012,REG,,Hartford,AEC,W,75,59,,4,6,W 1
11,Sun Dec 16 2012,REG,,Vermont,AEC,W,68,58,,5,6,W 2
12,Fri Dec 21 2012,REG,@,Notre Dame,Big East,L,67,89,,5,7,L 1
13,Thu Jan 3 2013,REG,,Marist,MAAC,W,94,72,,6,7,W 1
14,Sat Jan 5 2013,REG,,Fairfield,MAAC,W,71,67,,7,7,W 2
15,Tue Jan 8 2013,REG,@,Brown,Ivy,L,74,75,OT,7,8,L 1
16,Fri Jan 11 2013,REG,@,Saint Peter's,MAAC,W,77,58,,8,8,W 1
17,Sun Jan 13 2013,REG,@,Fairfield,MAAC,W,67,64,,9,8,W 2
18,Thu Jan 17 2013,REG,,Siena,MAAC,W,87,64,,10,8,W 3
19,Sat Jan 19 2013,REG,,Manhattan,MAAC,W,64,60,,11,8,W 4
20,Fri Jan 25 2013,REG,@,Siena,MAAC,W,78,69,,12,8,W 5
21,Sun Jan 27 2013,REG,@,Canisius,MAAC,W,66,65,,13,8,W 6
22,Thu Jan 31 2013,REG,,Iona,MAAC,W,93,90,OT,14,8,W 7
23,Sat Feb 2 2013,REG,,Loyola (MD),MAAC,L,87,89,2OT,14,9,L 1
24,Thu Feb 7 2013,REG,@,Rider,MAAC,L,69,72,,14,10,L 2
25,Sun Feb 10 2013,REG,,Canisius,MAAC,L,70,77,,14,11,L 3
26,Fri Feb 15 2013,REG,@,Marist,MAAC,W,57,54,,15,11,W 1
27,Sun Feb 17 2013,REG,@,Manhattan,MAAC,W,60,56,,16,11,W 2
28,Sat Feb 23 2013,REG,,Northwestern State,Southland,W,92,76,,17,11,W 3
29,Thu Feb 28 2013,REG,,Rider,MAAC,L,59,68,,17,12,L 1
30,Sat Mar 2 2013,REG,,Saint Peter's,MAAC,W,78,61,,18,12,W 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
31,Sat Mar 9 2013,CTOURN,N,Siena,MAAC,W,74,62,,19,12,W 2
32,Sun Mar 10 2013,CTOURN,N,Iona,MAAC,L,73,79,,19,13,L 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
33,Tue Mar 19 2013,NIT,@,Maryland,ACC,L,70,86,,19,14,L 2
