G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,,Howard Payne,,W,84,30,,1,0,W 1
2,Sat Nov 17 2012,REG,@,Florida International,Sun Belt,W,69,60,,2,0,W 2
3,Tue Nov 20 2012,REG,,Jarvis Christian,,W,78,39,,3,0,W 3
4,Sat Nov 24 2012,REG,@,Tulsa,CUSA,W,57,41,,4,0,W 4
5,Sat Dec 1 2012,REG,,San Diego,WCC,W,56,51,,5,0,W 5
6,Wed Dec 5 2012,REG,@,Texas A&M,SEC,L,54,62,,5,1,L 1
7,Sat Dec 8 2012,REG,,Louisiana State-Shreveport,,W,73,46,,6,1,W 1
8,Sat Dec 15 2012,REG,,Lubbock Christian,,W,78,67,,7,1,W 2
9,Tue Dec 18 2012,REG,@,Oklahoma,Big 12,W,56,55,,8,1,W 3
10,Thu Dec 20 2012,REG,,Grambling,SWAC,W,60,38,,9,1,W 4
11,Sat Dec 29 2012,REG,@,Texas A&M-Corpus Christi,Southland,W,67,56,,10,1,W 5
12,Thu Jan 3 2013,REG,,Lamar,Southland,W,79,43,,11,1,W 6
13,Sat Jan 5 2013,REG,,McNeese State,Southland,W,71,43,,12,1,W 7
14,Thu Jan 10 2013,REG,@,Central Arkansas,Southland,W,77,69,,13,1,W 8
15,Sat Jan 12 2013,REG,@,Oral Roberts,Southland,W,61,50,,14,1,W 9
16,Thu Jan 17 2013,REG,,Southeastern Louisiana,Southland,W,52,40,,15,1,W 10
17,Sat Jan 19 2013,REG,,Nicholls State,Southland,W,72,49,,16,1,W 11
18,Sat Jan 26 2013,REG,@,Northwestern State,Southland,L,57,61,,16,2,L 1
19,Wed Jan 30 2013,REG,@,McNeese State,Southland,W,59,39,,17,2,W 1
20,Sat Feb 2 2013,REG,@,Lamar,Southland,W,65,51,,18,2,W 2
21,Thu Feb 7 2013,REG,,Central Arkansas,Southland,W,72,36,,19,2,W 3
22,Sat Feb 9 2013,REG,,Oral Roberts,Southland,W,77,67,,20,2,W 4
23,Thu Feb 14 2013,REG,@,Nicholls State,Southland,W,63,51,,21,2,W 5
24,Sat Feb 16 2013,REG,@,Southeastern Louisiana,Southland,L,50,54,,21,3,L 1
25,Wed Feb 20 2013,REG,@,Sam Houston State,Southland,W,50,44,,22,3,W 1
26,Fri Feb 22 2013,REG,@,Long Beach State,Big West,W,68,60,,23,3,W 2
27,Sat Mar 2 2013,REG,,Northwestern State,Southland,W,64,63,,24,3,W 3
28,Thu Mar 7 2013,REG,,Sam Houston State,Southland,W,57,42,,25,3,W 4
29,Sat Mar 9 2013,REG,,Texas A&M-Corpus Christi,Southland,W,58,49,,26,3,W 5
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
30,Fri Mar 15 2013,CTOURN,N,Southeastern Louisiana,Southland,W,68,57,,27,3,W 6
31,Sat Mar 16 2013,CTOURN,N,Northwestern State,Southland,L,66,68,,27,4,L 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
32,Tue Mar 19 2013,NIT,@,Stanford,Pac-12,L,57,58,,27,5,L 2
