G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Sat Nov 10 2012,REG,,Western State,,W,62,42,,1,0,W 1
2,Wed Nov 14 2012,REG,,North Carolina Central,MEAC,W,73,60,,2,0,W 2
3,Thu Nov 15 2012,REG,,South Dakota,Summit,W,71,51,,3,0,W 3
4,Fri Nov 16 2012,REG,,Southern,SWAC,W,67,60,,4,0,W 4
5,Wed Nov 21 2012,REG,@,Northern Colorado,Big Sky,W,69,60,,5,0,W 5
6,Sat Nov 24 2012,REG,,Cal State Bakersfield,Ind,W,63,49,,6,0,W 6
7,Wed Nov 28 2012,REG,@,California-Santa Barbara,Big West,W,68,40,,7,0,W 7
8,Sat Dec 1 2012,REG,,Colorado,Pac-12,W,76,69,,8,0,W 8
9,Tue Dec 4 2012,REG,@,Illinois State,MVC,W,81,67,,9,0,W 9
10,Sat Dec 8 2012,REG,,Panhandle State,,W,74,55,,10,0,W 10
11,Tue Dec 18 2012,REG,,Denver,WAC,W,71,61,,11,0,W 11
12,Fri Dec 21 2012,REG,,California-Santa Barbara,Big West,W,56,40,,12,0,W 12
13,Wed Jan 2 2013,REG,@,Southern Methodist,CUSA,W,59,56,,13,0,W 13
14,Wed Jan 9 2013,REG,,Boise State,MWC,L,61,63,,13,1,L 1
15,Sat Jan 12 2013,REG,@,Nevada,MWC,W,59,48,,14,1,W 1
16,Wed Jan 16 2013,REG,@,Fresno State,MWC,L,36,49,,14,2,L 1
17,Sat Jan 19 2013,REG,,San Diego State,MWC,W,58,45,,15,2,W 1
18,Thu Jan 24 2013,REG,@,Nevada-Las Vegas,MWC,L,50,62,,15,3,L 1
19,Sat Jan 26 2013,REG,,Air Force,MWC,L,48,57,,15,4,L 2
20,Wed Jan 30 2013,REG,,New Mexico,MWC,L,59,63,,15,5,L 3
21,Sat Feb 2 2013,REG,@,Colorado State,MWC,L,46,65,,15,6,L 4
22,Wed Feb 6 2013,REG,@,Cal State Bakersfield,Ind,W,61,53,,16,6,W 1
23,Sat Feb 9 2013,REG,@,Boise State,MWC,L,61,68,,16,7,L 1
24,Wed Feb 13 2013,REG,,Nevada,MWC,W,68,48,,17,7,W 1
25,Sat Feb 16 2013,REG,,Fresno State,MWC,W,55,51,OT,18,7,W 2
26,Tue Feb 19 2013,REG,@,San Diego State,MWC,L,51,79,,18,8,L 1
27,Sat Feb 23 2013,REG,,Nevada-Las Vegas,MWC,L,42,65,,18,9,L 2
28,Tue Feb 26 2013,REG,@,Air Force,MWC,L,66,72,,18,10,L 3
29,Sat Mar 2 2013,REG,@,New Mexico,MWC,L,42,53,,18,11,L 4
30,Wed Mar 6 2013,REG,,Colorado State,MWC,L,56,78,,18,12,L 5
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
31,Tue Mar 12 2013,CTOURN,N,Nevada,MWC,W,85,81,,19,12,W 1
32,Wed Mar 13 2013,CTOURN,N,New Mexico,MWC,L,46,59,,19,13,L 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
33,Tue Mar 19 2013,CBI,,Lehigh,Patriot,W,67,66,,20,13,W 1
34,Mon Mar 25 2013,CBI,,Western Michigan,MAC,L,67,75,OT,20,14,L 1
