G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,@,North Carolina State,ACC,L,59,97,,0,1,L 1
2,Tue Nov 13 2012,REG,,Grambling,SWAC,W,80,54,,1,1,W 1
3,Sun Nov 18 2012,REG,@,Louisville,Big East,L,39,80,,1,2,L 1
4,Wed Nov 21 2012,REG,@,William & Mary,CAA,W,72,59,,2,2,W 1
5,Sat Nov 24 2012,REG,,James Madison,CAA,W,76,58,,3,2,W 2
6,Sat Dec 1 2012,REG,@,IPFW,Summit,L,56,57,,3,3,L 1
7,Wed Dec 5 2012,REG,@,Evansville,MVC,L,68,94,,3,4,L 2
8,Sat Dec 8 2012,REG,@,Dayton,A-10,L,61,83,,3,5,L 3
9,Wed Dec 19 2012,REG,@,Wright State,Horizon,L,59,67,,3,6,L 4
10,Sat Dec 22 2012,REG,,Illinois-Chicago,Horizon,W,82,70,,4,6,W 1
11,Sun Dec 30 2012,REG,,Wilmington (OH),,W,84,67,,5,6,W 2
12,Wed Jan 2 2013,REG,,Massachusetts,A-10,L,69,70,,5,7,L 1
13,Wed Jan 9 2013,REG,,Northern Illinois,MAC,L,61,72,,5,8,L 2
14,Sat Jan 12 2013,REG,@,Buffalo,MAC,W,58,57,,6,8,W 1
15,Wed Jan 16 2013,REG,,Bowling Green State,MAC,W,63,60,,7,8,W 2
16,Sat Jan 19 2013,REG,@,Eastern Michigan,MAC,L,58,65,,7,9,L 1
17,Wed Jan 23 2013,REG,,Ohio,MAC,L,62,74,,7,10,L 2
18,Sat Jan 26 2013,REG,,Ball State,MAC,L,62,82,,7,11,L 3
19,Wed Jan 30 2013,REG,,Western Michigan,MAC,L,68,72,,7,12,L 4
20,Sat Feb 2 2013,REG,@,Central Michigan,MAC,W,70,61,,8,12,W 1
21,Wed Feb 6 2013,REG,@,Toledo,MAC,L,64,65,,8,13,L 1
22,Sat Feb 9 2013,REG,,Akron,MAC,L,50,54,,8,14,L 2
23,Wed Feb 13 2013,REG,@,Kent State,MAC,L,70,87,,8,15,L 3
24,Sat Feb 16 2013,REG,,Buffalo,MAC,L,71,79,,8,16,L 4
25,Sat Feb 23 2013,REG,@,Southern Illinois,MVC,L,68,74,OT,8,17,L 5
26,Wed Feb 27 2013,REG,@,Bowling Green State,MAC,L,44,52,,8,18,L 6
27,Sat Mar 2 2013,REG,,Kent State,MAC,L,58,78,,8,19,L 7
28,Tue Mar 5 2013,REG,@,Akron,MAC,L,58,72,,8,20,L 8
29,Sat Mar 9 2013,REG,@,Ohio,MAC,L,54,58,,8,21,L 9
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
30,Mon Mar 11 2013,CTOURN,@,Bowling Green State,MAC,W,63,52,,9,21,W 1
31,Wed Mar 13 2013,CTOURN,N,Eastern Michigan,MAC,L,47,58,,9,22,L 1
