G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,,Samford,Southern,W,75,64,,1,0,W 1
2,Tue Nov 13 2012,REG,@,Western Kentucky,Sun Belt,L,54,74,,1,1,L 1
3,Sat Nov 17 2012,REG,@,DePaul,Big East,L,67,98,,1,2,L 2
4,Tue Nov 20 2012,REG,N,Western Carolina,Southern,W,72,71,,2,2,W 1
5,Wed Nov 21 2012,REG,N,Gardner-Webb,Big South,L,62,72,,2,3,L 1
6,Wed Nov 28 2012,REG,,Berea,,W,108,53,,3,3,W 1
7,Sat Dec 1 2012,REG,,Fairfield,MAAC,L,55,74,,3,4,L 1
8,Wed Dec 5 2012,REG,,Oakland City,,W,88,63,,4,4,W 1
9,Sat Dec 8 2012,REG,@,Memphis,CUSA,L,65,83,,4,5,L 1
10,Sun Dec 16 2012,REG,@,Arkansas State,Sun Belt,L,57,69,,4,6,L 2
11,Tue Dec 18 2012,REG,,Lipscomb,A-Sun,L,84,87,,4,7,L 3
12,Sat Dec 22 2012,REG,@,Illinois State,MVC,L,57,83,,4,8,L 4
13,Fri Dec 28 2012,REG,N,Utah Valley,GWC,L,77,84,,4,9,L 5
14,Sat Dec 29 2012,REG,N,High Point,Big South,L,74,76,,4,10,L 6
15,Thu Jan 3 2013,REG,@,Southeast Missouri State,OVC,L,84,86,,4,11,L 7
16,Sat Jan 5 2013,REG,@,Tennessee-Martin,OVC,L,74,76,OT,4,12,L 8
17,Wed Jan 9 2013,REG,,Morehead State,OVC,W,84,81,OT,5,12,W 1
18,Sat Jan 12 2013,REG,,Murray State,OVC,L,68,71,,5,13,L 1
19,Thu Jan 17 2013,REG,,Southern Illinois-Edwardsville,OVC,L,53,66,,5,14,L 2
20,Sat Jan 19 2013,REG,,Eastern Illinois,OVC,L,67,77,,5,15,L 3
21,Thu Jan 24 2013,REG,@,Jacksonville State,OVC,L,74,81,,5,16,L 4
22,Sat Jan 26 2013,REG,@,Tennessee Tech,OVC,L,52,70,,5,17,L 5
23,Sat Feb 2 2013,REG,@,Murray State,OVC,L,68,75,OT,5,18,L 6
24,Thu Feb 7 2013,REG,,Tennessee State,OVC,L,82,88,OT,5,19,L 7
25,Sat Feb 9 2013,REG,,Belmont,OVC,L,65,78,,5,20,L 8
26,Thu Feb 14 2013,REG,@,Eastern Illinois,OVC,W,71,64,,6,20,W 1
27,Sat Feb 16 2013,REG,@,Southern Illinois-Edwardsville,OVC,W,83,71,,7,20,W 2
28,Wed Feb 20 2013,REG,@,Eastern Kentucky,OVC,L,53,91,,7,21,L 1
29,Sat Feb 23 2013,REG,@,Liberty,Big South,L,73,79,OT,7,22,L 2
30,Thu Feb 28 2013,REG,,Southeast Missouri State,OVC,L,81,108,,7,23,L 3
31,Sat Mar 2 2013,REG,,Tennessee-Martin,OVC,W,91,58,,8,23,W 1
