G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,,Bethune-Cookman,MEAC,W,65,55,,1,0,W 1
2,Wed Nov 14 2012,REG,@,Cornell,Ivy,W,72,68,,2,0,W 2
3,Sat Nov 17 2012,REG,@,Canisius,MAAC,L,69,72,,2,1,L 1
4,Sat Nov 24 2012,REG,N,Niagara,MAAC,W,80,75,,3,1,W 1
5,Wed Nov 28 2012,REG,@,Ohio,MAC,L,64,69,,3,2,L 1
6,Sat Dec 1 2012,REG,,Buffalo,MAC,W,82,79,,4,2,W 1
7,Tue Dec 4 2012,REG,,Siena,MAAC,W,58,43,,5,2,W 2
8,Sat Dec 8 2012,REG,@,Arkansas State,Sun Belt,L,70,73,,5,3,L 1
9,Sat Dec 15 2012,REG,,Cleveland State,Horizon,W,87,53,,6,3,W 1
10,Wed Dec 19 2012,REG,,Citadel,Southern,W,97,57,,7,3,W 2
11,Sat Dec 22 2012,REG,@,North Carolina State,ACC,L,73,92,,7,4,L 1
12,Mon Dec 31 2012,REG,,Iona,MAAC,L,74,93,,7,5,L 2
13,Sat Jan 5 2013,REG,@,Colorado State,MWC,L,64,85,,7,6,L 3
14,Wed Jan 9 2013,REG,@,George Washington,A-10,L,59,78,,7,7,L 4
15,Sat Jan 12 2013,REG,,Virginia Commonwealth,A-10,L,65,72,,7,8,L 5
16,Wed Jan 16 2013,REG,,Xavier,A-10,L,64,66,,7,9,L 6
17,Sat Jan 19 2013,REG,@,Temple,A-10,W,81,78,,8,9,W 1
18,Wed Jan 23 2013,REG,@,Saint Joseph's,A-10,W,73,64,,9,9,W 2
19,Sat Jan 26 2013,REG,,Saint Louis,A-10,L,57,67,,9,10,L 1
20,Sat Feb 2 2013,REG,,Duquesne,A-10,W,68,60,,10,10,W 1
21,Wed Feb 6 2013,REG,@,Butler,A-10,L,58,77,,10,11,L 1
22,Sat Feb 9 2013,REG,@,Rhode Island,A-10,W,67,61,,11,11,W 1
23,Wed Feb 13 2013,REG,,La Salle,A-10,L,66,69,OT,11,12,L 1
24,Sat Feb 16 2013,REG,@,Richmond,A-10,L,80,83,OT,11,13,L 2
25,Wed Feb 20 2013,REG,,Massachusetts,A-10,W,99,94,,12,13,W 1
26,Sat Feb 23 2013,REG,@,Duquesne,A-10,W,78,71,,13,13,W 2
27,Sat Mar 2 2013,REG,,Charlotte,A-10,W,104,83,,14,13,W 3
28,Wed Mar 6 2013,REG,@,Dayton,A-10,L,63,75,,14,14,L 1
29,Sat Mar 9 2013,REG,,Fordham,A-10,L,72,76,,14,15,L 2
