G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,@,Brigham Young,WCC,L,66,81,,0,1,L 1
2,Tue Nov 13 2012,REG,@,South Dakota State,Summit,L,71,78,,0,2,L 2
3,Thu Nov 15 2012,REG,@,Minnesota,Big Ten,L,43,72,,0,3,L 3
4,Mon Nov 19 2012,REG,N,South Alabama,Sun Belt,W,68,57,,1,3,W 1
5,Tue Nov 20 2012,REG,@,Georgia State,CAA,L,57,59,,1,4,L 1
6,Wed Nov 21 2012,REG,N,Monmouth,NEC,L,70,81,,1,5,L 2
7,Mon Nov 26 2012,REG,,Fisk,,W,92,53,,2,5,W 1
8,Sat Dec 1 2012,REG,@,Alabama A&M,SWAC,W,83,72,,3,5,W 2
9,Tue Dec 4 2012,REG,,Drexel,CAA,W,76,66,,4,5,W 3
10,Sat Dec 8 2012,REG,@,Missouri,SEC,L,38,68,,4,6,L 1
11,Sun Dec 16 2012,REG,,Le Moyne Owen,,W,79,39,,5,6,W 1
12,Tue Dec 18 2012,REG,@,Middle Tennessee,Sun Belt,L,48,77,,5,7,L 1
13,Fri Dec 21 2012,REG,,South Carolina Upstate,A-Sun,W,67,64,,6,7,W 1
14,Sat Dec 29 2012,REG,,Eastern Illinois,OVC,W,67,59,,7,7,W 2
15,Thu Jan 3 2013,REG,@,Tennessee Tech,OVC,W,72,66,,8,7,W 3
16,Sat Jan 5 2013,REG,@,Jacksonville State,OVC,W,66,57,,9,7,W 4
17,Thu Jan 10 2013,REG,,Tennessee-Martin,OVC,W,80,48,,10,7,W 5
18,Sat Jan 12 2013,REG,,Southeast Missouri State,OVC,W,81,69,,11,7,W 6
19,Thu Jan 17 2013,REG,,Jacksonville State,OVC,W,66,60,,12,7,W 7
20,Sat Jan 19 2013,REG,@,Belmont,OVC,L,66,78,,12,8,L 1
21,Thu Jan 24 2013,REG,@,Eastern Kentucky,OVC,L,67,76,,12,9,L 2
22,Sat Jan 26 2013,REG,@,Morehead State,OVC,L,69,78,,12,10,L 3
23,Thu Jan 31 2013,REG,,Tennessee Tech,OVC,W,84,65,,13,10,W 1
24,Thu Feb 7 2013,REG,@,Austin Peay,OVC,W,88,82,OT,14,10,W 2
25,Sat Feb 9 2013,REG,@,Murray State,OVC,L,48,69,,14,11,L 1
26,Thu Feb 14 2013,REG,,Belmont,OVC,W,80,69,,15,11,W 1
27,Wed Feb 20 2013,REG,@,Southern Illinois-Edwardsville,OVC,W,83,73,,16,11,W 2
28,Sat Feb 23 2013,REG,,Loyola (MD),MAAC,L,67,69,,16,12,L 1
29,Thu Feb 28 2013,REG,,Morehead State,OVC,L,100,101,,16,13,L 2
30,Sat Mar 2 2013,REG,,Eastern Kentucky,OVC,W,85,81,OT,17,13,W 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
31,Thu Mar 7 2013,CTOURN,N,Morehead State,OVC,W,88,75,,18,13,W 2
32,Fri Mar 8 2013,CTOURN,N,Belmont,OVC,L,73,82,,18,14,L 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
33,Tue Mar 19 2013,CIT,@,Evansville,MVC,L,72,84,,18,15,L 2
