G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,,Boston University,AEC,W,65,64,,1,0,W 1
2,Tue Nov 13 2012,REG,@,Princeton,Ivy,W,67,66,,2,0,W 2
3,Sat Nov 17 2012,REG,,Vermont,AEC,L,55,66,,2,1,L 1
4,Wed Nov 21 2012,REG,N,California-Riverside,Big West,W,61,52,,3,1,W 1
5,Fri Nov 23 2012,REG,N,Belmont,OVC,W,74,71,,4,1,W 2
6,Sun Nov 25 2012,REG,N,Charlotte,A-10,L,59,67,,4,2,L 1
7,Wed Nov 28 2012,REG,,Maine,AEC,L,73,76,,4,3,L 2
8,Tue Dec 4 2012,REG,,Massachusetts,A-10,L,66,72,,4,4,L 3
9,Sat Dec 8 2012,REG,,La Salle,A-10,L,64,66,,4,5,L 4
10,Tue Dec 18 2012,REG,,North Carolina-Asheville,Big South,L,73,79,,4,6,L 5
11,Fri Dec 21 2012,REG,@,Central Connecticut State,NEC,W,82,63,,5,6,W 1
12,Sat Dec 29 2012,REG,@,Alabama-Birmingham,CUSA,L,63,83,,5,7,L 1
13,Thu Jan 3 2013,REG,@,George Mason,CAA,W,84,74,,6,7,W 1
14,Sat Jan 5 2013,REG,,North Carolina-Wilmington,CAA,W,68,64,,7,7,W 2
15,Tue Jan 8 2013,REG,@,Drexel,CAA,W,63,58,OT,8,7,W 3
16,Sat Jan 12 2013,REG,@,Towson,CAA,W,70,59,,9,7,W 4
17,Wed Jan 16 2013,REG,,Hofstra,CAA,W,65,60,,10,7,W 5
18,Sat Jan 19 2013,REG,@,Delaware,CAA,W,74,70,,11,7,W 6
19,Wed Jan 23 2013,REG,,William & Mary,CAA,W,95,91,2OT,12,7,W 7
20,Sun Jan 27 2013,REG,,George Mason,CAA,W,71,51,,13,7,W 8
21,Wed Jan 30 2013,REG,,Georgia State,CAA,L,73,78,,13,8,L 1
22,Sat Feb 2 2013,REG,,Drexel,CAA,W,59,52,,14,8,W 1
23,Wed Feb 6 2013,REG,@,Hofstra,CAA,W,62,57,,15,8,W 2
24,Sat Feb 9 2013,REG,@,Old Dominion,CAA,W,79,74,OT,16,8,W 3
25,Mon Feb 11 2013,REG,@,William & Mary,CAA,W,68,64,,17,8,W 4
26,Wed Feb 13 2013,REG,,Delaware,CAA,L,74,76,OT,17,9,L 1
27,Sat Feb 16 2013,REG,@,North Carolina-Wilmington,CAA,L,67,73,,17,10,L 2
28,Wed Feb 20 2013,REG,,James Madison,CAA,W,66,64,,18,10,W 1
29,Wed Feb 27 2013,REG,@,Georgia State,CAA,W,90,84,OT,19,10,W 2
30,Sat Mar 2 2013,REG,,Old Dominion,CAA,L,74,81,,19,11,L 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
31,Sun Mar 10 2013,CTOURN,N,George Mason,CAA,W,69,67,,20,11,W 1
32,Mon Mar 11 2013,CTOURN,N,James Madison,CAA,L,57,70,,20,12,L 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
33,Tue Mar 19 2013,NIT,@,Alabama,SEC,L,43,62,,20,13,L 2
