G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Wed Nov 14 2012,REG,@,San Diego,WCC,L,61,65,,0,1,L 1
2,Thu Nov 15 2012,REG,N,Tulsa,CUSA,L,56,76,,0,2,L 2
3,Sat Nov 17 2012,REG,N,Siena,MAAC,L,52,56,,0,3,L 3
4,Sun Nov 18 2012,REG,N,Cal State Northridge,Big West,L,58,69,,0,4,L 4
5,Sat Dec 1 2012,REG,@,Ohio State,Big Ten,L,43,70,,0,5,L 5
6,Tue Dec 4 2012,REG,@,Texas Tech,Big 12,L,69,75,,0,6,L 6
7,Thu Dec 20 2012,REG,@,Hampton,MEAC,W,54,52,,1,6,W 1
8,Sat Dec 22 2012,REG,@,Navy,Patriot,W,55,46,,2,6,W 2
9,Mon Dec 31 2012,REG,@,Jacksonville,A-Sun,L,51,53,,2,7,L 1
10,Wed Jan 2 2013,REG,@,North Florida,A-Sun,W,65,52,,3,7,W 1
11,Sat Jan 5 2013,REG,,South Carolina Upstate,A-Sun,L,54,60,,3,8,L 1
12,Mon Jan 7 2013,REG,,East Tennessee State,A-Sun,L,44,49,,3,9,L 2
13,Fri Jan 11 2013,REG,,Lipscomb,A-Sun,W,67,53,,4,9,W 1
14,Thu Jan 17 2013,REG,@,Stetson,A-Sun,L,59,71,,4,10,L 1
15,Sat Jan 19 2013,REG,@,Florida Gulf Coast,A-Sun,L,54,73,,4,11,L 2
16,Thu Jan 24 2013,REG,,Mercer,A-Sun,W,63,46,,5,11,W 1
17,Sat Jan 26 2013,REG,,Kennesaw State,A-Sun,W,64,53,,6,11,W 2
18,Thu Jan 31 2013,REG,@,East Tennessee State,A-Sun,W,70,68,,7,11,W 3
19,Sat Feb 2 2013,REG,@,South Carolina Upstate,A-Sun,W,70,65,,8,11,W 4
20,Fri Feb 8 2013,REG,@,Lipscomb,A-Sun,L,58,76,,8,12,L 1
21,Thu Feb 14 2013,REG,,Florida Gulf Coast,A-Sun,L,53,60,,8,13,L 2
22,Sat Feb 16 2013,REG,,Stetson,A-Sun,L,46,62,,8,14,L 3
23,Thu Feb 21 2013,REG,@,Kennesaw State,A-Sun,W,64,54,,9,14,W 1
24,Sat Feb 23 2013,REG,@,Mercer,A-Sun,L,46,63,,9,15,L 1
25,Thu Feb 28 2013,REG,,North Florida,A-Sun,W,72,45,,10,15,W 1
26,Sat Mar 2 2013,REG,,Jacksonville,A-Sun,W,66,62,,11,15,W 2
27,Thu Mar 14 2013,REG,@,San Francisco,WCC,L,68,73,,11,16,L 1
