G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,@,Georgia Tech,ACC,L,61,79,,0,1,L 1
2,Tue Nov 13 2012,REG,,Bethune-Cookman,MEAC,W,65,55,,1,1,W 1
3,Fri Nov 16 2012,REG,,Nebraska-Omaha,Summit,W,76,52,,2,1,W 2
4,Sun Nov 18 2012,REG,,Chicago State,GWC,W,79,51,,3,1,W 3
5,Wed Nov 21 2012,REG,@,Nebraska,Big Ten,L,57,61,,3,2,L 1
6,Sat Nov 24 2012,REG,,Southern,SWAC,W,68,65,,4,2,W 1
7,Tue Nov 27 2012,REG,,Loyola (LA),,W,69,57,,5,2,W 2
8,Sat Dec 1 2012,REG,,Navy,Patriot,W,51,41,,6,2,W 3
9,Tue Dec 4 2012,REG,,Nicholls State,Southland,W,65,48,,7,2,W 4
10,Sat Dec 8 2012,REG,@,San Diego,WCC,L,72,78,,7,3,L 1
11,Wed Dec 19 2012,REG,,Texas-Pan American,GWC,W,76,49,,8,3,W 1
12,Thu Dec 20 2012,REG,,Pepperdine,WCC,W,69,54,,9,3,W 2
13,Sat Dec 22 2012,REG,N,Hofstra,CAA,W,83,62,,10,3,W 3
14,Sun Dec 30 2012,REG,@,Alabama,SEC,W,53,50,,11,3,W 4
15,Fri Jan 4 2013,REG,,Wofford,Southern,W,62,48,,12,3,W 5
16,Wed Jan 9 2013,REG,,Texas-El Paso,CUSA,L,57,66,,12,4,L 1
17,Sat Jan 12 2013,REG,@,Southern Methodist,CUSA,L,53,59,,12,5,L 2
18,Sat Jan 19 2013,REG,,Tulsa,CUSA,W,75,72,,13,5,W 1
19,Tue Jan 22 2013,REG,@,Memphis,CUSA,L,60,71,,13,6,L 1
20,Sat Jan 26 2013,REG,,Rice,CUSA,W,73,66,,14,6,W 1
21,Wed Jan 30 2013,REG,,Central Florida,CUSA,L,50,58,,14,7,L 1
22,Sat Feb 2 2013,REG,@,Texas-El Paso,CUSA,L,50,62,,14,8,L 2
23,Wed Feb 6 2013,REG,,Marshall,CUSA,W,91,75,,15,8,W 1
24,Sat Feb 9 2013,REG,@,Houston,CUSA,W,88,85,,16,8,W 2
25,Wed Feb 13 2013,REG,@,Southern Mississippi,CUSA,L,60,71,,16,9,L 1
26,Sat Feb 16 2013,REG,,Southern Methodist,CUSA,W,78,67,,17,9,W 1
27,Sat Feb 23 2013,REG,@,Rice,CUSA,W,89,64,,18,9,W 2
28,Wed Feb 27 2013,REG,,Alabama-Birmingham,CUSA,L,71,76,,18,10,L 1
29,Sat Mar 2 2013,REG,@,Tulsa,CUSA,L,66,78,,18,11,L 2
30,Wed Mar 6 2013,REG,@,East Carolina,CUSA,L,85,88,,18,12,L 3
31,Sat Mar 9 2013,REG,,Houston,CUSA,L,94,96,,18,13,L 4
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
32,Wed Mar 13 2013,CTOURN,N,Marshall,CUSA,W,66,64,,19,13,W 1
33,Thu Mar 14 2013,CTOURN,N,Memphis,CUSA,L,68,81,,19,14,L 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
34,Wed Mar 20 2013,CIT,,South Alabama,Sun Belt,W,84,73,,20,14,W 1
35,Sat Mar 23 2013,CIT,@,Bradley,MVC,L,72,77,,20,15,L 1
