G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,,Niagara,MAAC,W,102,83,,1,0,W 1
2,Sun Nov 11 2012,REG,,New Mexico State,WAC,W,71,62,,2,0,W 2
3,Thu Nov 15 2012,REG,N,Alabama,SEC,L,62,65,,2,1,L 1
4,Fri Nov 16 2012,REG,N,Purdue,Big Ten,W,66,58,,3,1,W 1
5,Sun Nov 25 2012,REG,,Montana State,Big Sky,W,78,65,,4,1,W 2
6,Fri Nov 30 2012,REG,N,Kansas,Big 12,L,78,84,,4,2,L 1
7,Sat Dec 8 2012,REG,,Grambling,SWAC,W,85,54,,5,2,W 1
8,Wed Dec 12 2012,REG,@,Portland State,Big Sky,W,79,74,,6,2,W 2
9,Sun Dec 16 2012,REG,,Chicago State,GWC,W,87,77,,7,2,W 3
10,Wed Dec 19 2012,REG,,Howard,MEAC,W,69,53,,8,2,W 4
11,Sat Dec 22 2012,REG,N,San Diego,WCC,W,86,79,,9,2,W 5
12,Sat Dec 29 2012,REG,,Towson,CAA,L,66,67,OT,9,3,L 1
13,Mon Dec 31 2012,REG,,Texas-Pan American,GWC,W,84,59,,10,3,W 1
14,Sun Jan 6 2013,REG,,Oregon,Pac-12,L,66,79,,10,4,L 1
15,Thu Jan 10 2013,REG,,Arizona State,Pac-12,L,62,72,,10,5,L 2
16,Sat Jan 12 2013,REG,,Arizona,Pac-12,L,70,80,,10,6,L 3
17,Thu Jan 17 2013,REG,@,UCLA,Pac-12,L,64,74,,10,7,L 4
18,Sat Jan 19 2013,REG,@,Southern California,Pac-12,L,68,69,,10,8,L 5
19,Wed Jan 23 2013,REG,,Washington,Pac-12,W,74,66,,11,8,W 1
20,Sat Jan 26 2013,REG,,Washington State,Pac-12,L,68,71,,11,9,L 1
21,Thu Jan 31 2013,REG,@,California,Pac-12,L,68,71,,11,10,L 2
22,Sun Feb 3 2013,REG,@,Stanford,Pac-12,L,73,81,,11,11,L 3
23,Wed Feb 6 2013,REG,,Utah,Pac-12,W,82,64,,12,11,W 1
24,Sun Feb 10 2013,REG,,Colorado,Pac-12,L,68,72,,12,12,L 1
25,Wed Feb 13 2013,REG,@,Washington State,Pac-12,W,67,66,,13,12,W 1
26,Sat Feb 16 2013,REG,@,Washington,Pac-12,L,62,72,,13,13,L 1
27,Thu Feb 21 2013,REG,,Stanford,Pac-12,L,72,82,,13,14,L 2
28,Sat Feb 23 2013,REG,,California,Pac-12,L,59,60,,13,15,L 3
29,Thu Feb 28 2013,REG,@,Oregon,Pac-12,L,75,85,,13,16,L 4
30,Thu Mar 7 2013,REG,@,Utah,Pac-12,L,61,72,,13,17,L 5
31,Sat Mar 9 2013,REG,@,Colorado,Pac-12,W,64,58,,14,17,W 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
32,Wed Mar 13 2013,CTOURN,N,Colorado,Pac-12,L,68,74,,14,18,L 1
