G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Sat Nov 10 2012,REG,,Delaware,CAA,W,73,66,,1,0,W 1
2,Sun Nov 18 2012,REG,,Central Connecticut State,NEC,L,74,81,,1,1,L 1
3,Tue Nov 20 2012,REG,@,Hartford,AEC,W,64,51,,2,1,W 1
4,Sun Nov 25 2012,REG,,Villanova,Big East,W,77,74,OT,3,1,W 2
5,Thu Nov 29 2012,REG,@,Rider,MAAC,W,63,52,,4,1,W 3
6,Wed Dec 5 2012,REG,,Penn State,Big Ten,W,82,57,,5,1,W 4
7,Sat Dec 8 2012,REG,@,Northeastern,CAA,W,66,64,,6,1,W 5
8,Sat Dec 15 2012,REG,@,Bucknell,Patriot,L,66,74,,6,2,L 1
9,Thu Dec 20 2012,REG,,Iona,MAAC,W,88,74,,7,2,W 1
10,Sat Dec 22 2012,REG,,Sacred Heart,NEC,W,100,71,,8,2,W 2
11,Sat Dec 29 2012,REG,@,Siena,MAAC,W,80,52,,9,2,W 3
12,Wed Jan 2 2013,REG,@,Miami (FL),ACC,L,59,76,,9,3,L 1
13,Sat Jan 5 2013,REG,,Pennsylvania,Ivy,W,74,57,,10,3,W 1
14,Wed Jan 9 2013,REG,@,Charlotte,A-10,L,65,74,,10,4,L 1
15,Sat Jan 12 2013,REG,,Richmond,A-10,W,71,59,,11,4,W 1
16,Wed Jan 16 2013,REG,,Dayton,A-10,W,72,70,,12,4,W 2
17,Sat Jan 19 2013,REG,@,Xavier,A-10,L,63,70,,12,5,L 1
18,Wed Jan 23 2013,REG,,Butler,A-10,W,54,53,,13,5,W 1
19,Sat Jan 26 2013,REG,@,Virginia Commonwealth,A-10,W,69,61,,14,5,W 2
20,Wed Jan 30 2013,REG,,Massachusetts,A-10,L,60,61,,14,6,L 1
21,Sat Feb 2 2013,REG,@,George Washington,A-10,W,80,71,,15,6,W 1
22,Sat Feb 9 2013,REG,,Fordham,A-10,W,89,53,,16,6,W 2
23,Wed Feb 13 2013,REG,@,St. Bonaventure,A-10,W,69,66,OT,17,6,W 3
24,Sat Feb 16 2013,REG,,Saint Joseph's,A-10,W,76,64,,18,6,W 4
25,Thu Feb 21 2013,REG,@,Temple,A-10,L,74,82,,18,7,L 1
26,Sun Feb 24 2013,REG,@,Rhode Island,A-10,W,72,65,,19,7,W 1
27,Sat Mar 2 2013,REG,,Duquesne,A-10,W,97,64,,20,7,W 2
28,Wed Mar 6 2013,REG,,George Washington,A-10,W,84,70,,21,7,W 3
29,Sat Mar 9 2013,REG,@,Saint Louis,A-10,L,54,78,,21,8,L 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
30,Fri Mar 15 2013,CTOURN,N,Butler,A-10,L,58,69,,21,9,L 2
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
31,Wed Mar 20 2013,NCAA,N,Boise State,MWC,W,80,71,,22,9,W 1
32,Fri Mar 22 2013,NCAA,N,Kansas State,Big 12,W,63,61,,23,9,W 2
33,Sun Mar 24 2013,NCAA,N,Mississippi,SEC,W,76,74,,24,9,W 3
34,Thu Mar 28 2013,NCAA,N,Wichita State,MVC,L,58,72,,24,10,L 1
