G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Sat Nov 10 2012,REG,@,Ohio,MAC,L,52,81,,0,1,L 1
2,Thu Nov 15 2012,REG,,Idaho State,Big Sky,W,51,48,,1,1,W 1
3,Sun Nov 18 2012,REG,@,Montana State,Big Sky,L,64,83,,1,2,L 1
4,Wed Nov 21 2012,REG,,Portland State,Big Sky,W,81,60,,2,2,W 1
5,Sun Nov 25 2012,REG,@,New Mexico,MWC,L,54,69,,2,3,L 1
6,Tue Nov 27 2012,REG,,Lewis & Clark,,W,78,73,,3,3,W 1
7,Sat Dec 1 2012,REG,@,Washington State,Pac-12,L,60,72,,3,4,L 1
8,Tue Dec 4 2012,REG,,Nevada-Las Vegas,MWC,L,60,68,,3,5,L 2
9,Sat Dec 8 2012,REG,@,Kentucky,SEC,L,46,74,,3,6,L 3
10,Fri Dec 14 2012,REG,,Portland Bible College,,W,95,66,,4,6,W 1
11,Mon Dec 17 2012,REG,,Cal State Bakersfield,Ind,W,69,51,,5,6,W 2
12,Wed Dec 19 2012,REG,,North Florida,A-Sun,W,74,64,,6,6,W 3
13,Sat Dec 22 2012,REG,N,Colorado State,MWC,L,53,70,,6,7,L 1
14,Sun Dec 23 2012,REG,N,Bradley,MVC,W,57,55,,7,7,W 1
15,Sat Dec 29 2012,REG,,Texas-Pan American,GWC,L,52,56,,7,8,L 1
16,Thu Jan 3 2013,REG,@,San Diego,WCC,L,50,61,,7,9,L 2
17,Sat Jan 5 2013,REG,@,Pepperdine,WCC,L,47,54,,7,10,L 3
18,Sat Jan 12 2013,REG,@,Loyola Marymount,WCC,W,68,64,,8,10,W 1
19,Thu Jan 17 2013,REG,,Gonzaga,WCC,L,49,71,,8,11,L 1
20,Sat Jan 19 2013,REG,,Saint Mary's (CA),WCC,L,38,60,,8,12,L 2
21,Thu Jan 24 2013,REG,,San Francisco,WCC,L,72,75,,8,13,L 3
22,Sat Jan 26 2013,REG,,Brigham Young,WCC,L,67,85,,8,14,L 4
23,Thu Jan 31 2013,REG,@,Santa Clara,WCC,L,46,70,,8,15,L 5
24,Sat Feb 2 2013,REG,@,Saint Mary's (CA),WCC,L,42,77,,8,16,L 6
25,Thu Feb 7 2013,REG,,Loyola Marymount,WCC,W,69,60,,9,16,W 1
26,Sat Feb 9 2013,REG,,Pepperdine,WCC,L,68,72,OT,9,17,L 1
27,Thu Feb 14 2013,REG,@,San Francisco,WCC,W,78,76,,10,17,W 1
28,Sat Feb 16 2013,REG,@,Brigham Young,WCC,L,72,86,,10,18,L 1
29,Thu Feb 21 2013,REG,,San Diego,WCC,W,70,67,,11,18,W 1
30,Sat Feb 23 2013,REG,,Santa Clara,WCC,L,63,75,,11,19,L 1
31,Sat Mar 2 2013,REG,@,Gonzaga,WCC,L,52,81,,11,20,L 2
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
32,Wed Mar 6 2013,CTOURN,N,Loyola Marymount,WCC,L,54,65,,11,21,L 3
