G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Wed Nov 14 2012,REG,@,Delaware State,MEAC,L,69,73,OT,0,1,L 1
2,Sun Nov 18 2012,REG,@,Syracuse,Big East,L,57,88,,0,2,L 2
3,Sat Nov 24 2012,REG,@,North Carolina Central,MEAC,W,38,36,,1,2,W 1
4,Mon Nov 26 2012,REG,@,Albany (NY),AEC,L,63,66,,1,3,L 1
5,Wed Nov 28 2012,REG,,Princeton,Ivy,W,48,42,OT,2,3,W 1
6,Sat Dec 1 2012,REG,@,Temple,A-10,L,62,70,,2,4,L 1
7,Tue Dec 4 2012,REG,@,Hofstra,CAA,W,52,44,,3,4,W 1
8,Sat Dec 15 2012,REG,,Coppin State,MEAC,W,77,65,OT,4,4,W 2
9,Fri Dec 21 2012,REG,N,Southern Methodist,CUSA,W,63,53,,5,4,W 3
10,Sat Dec 22 2012,REG,N,Santa Clara,WCC,L,45,69,,5,5,L 1
11,Sat Dec 29 2012,REG,,Pennsylvania,Ivy,W,68,63,OT,6,5,W 1
12,Thu Jan 3 2013,REG,,Monmouth,NEC,W,60,56,,7,5,W 2
13,Sat Jan 5 2013,REG,,Fairleigh Dickinson,NEC,W,68,55,,8,5,W 3
14,Thu Jan 10 2013,REG,@,Long Island University,NEC,W,86,75,,9,5,W 4
15,Sat Jan 12 2013,REG,,St. Francis (NY),NEC,L,52,71,,9,6,L 1
16,Thu Jan 17 2013,REG,@,Central Connecticut State,NEC,L,66,73,,9,7,L 2
17,Sat Jan 19 2013,REG,@,Bryant,NEC,L,59,82,,9,8,L 3
18,Thu Jan 24 2013,REG,@,Mount St. Mary's,NEC,W,52,50,,10,8,W 1
19,Sat Jan 26 2013,REG,@,Saint Francis (PA),NEC,W,81,56,,11,8,W 2
20,Thu Jan 31 2013,REG,,Sacred Heart,NEC,W,84,78,OT,12,8,W 3
21,Sat Feb 2 2013,REG,,Quinnipiac,NEC,L,69,74,,12,9,L 1
22,Wed Feb 6 2013,REG,,Mount St. Mary's,NEC,W,74,65,,13,9,W 1
23,Sat Feb 9 2013,REG,@,Robert Morris,NEC,L,79,83,OT,13,10,L 1
24,Thu Feb 14 2013,REG,,Central Connecticut State,NEC,W,101,82,,14,10,W 1
25,Sat Feb 16 2013,REG,,Bryant,NEC,W,89,75,,15,10,W 2
26,Thu Feb 21 2013,REG,@,St. Francis (NY),NEC,L,75,76,,15,11,L 1
27,Sun Feb 24 2013,REG,,Long Island University,NEC,W,94,92,,16,11,W 1
28,Thu Feb 28 2013,REG,@,Fairleigh Dickinson,NEC,W,84,66,,17,11,W 2
29,Sat Mar 2 2013,REG,@,Monmouth,NEC,W,67,57,,18,11,W 3
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
30,Wed Mar 6 2013,CTOURN,,Central Connecticut State,NEC,W,72,50,,19,11,W 4
31,Sat Mar 9 2013,CTOURN,,Long Island University,NEC,L,82,94,,19,12,L 1
