G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,N,Arkansas-Pine Bluff,SWAC,W,72,68,,1,0,W 1
2,Sun Nov 11 2012,REG,N,Maryland-Eastern Shore,MEAC,W,70,55,,2,0,W 2
3,Tue Nov 13 2012,REG,@,Hawaii,Big West,L,60,73,,2,1,L 1
4,Sat Nov 17 2012,REG,,Dallas Christian,,W,82,73,,3,1,W 1
5,Tue Nov 20 2012,REG,,Pepperdine,WCC,L,53,57,OT,3,2,L 1
6,Sat Nov 24 2012,REG,@,Eastern Illinois,OVC,L,44,64,,3,3,L 2
7,Sat Dec 1 2012,REG,@,Rice,CUSA,L,53,61,,3,4,L 3
8,Sat Dec 8 2012,REG,,Sam Houston State,Southland,L,57,69,,3,5,L 4
9,Thu Dec 13 2012,REG,@,Texas-Arlington,WAC,L,47,81,,3,6,L 5
10,Tue Dec 18 2012,REG,,Arlington Baptist,,W,100,61,,4,6,W 1
11,Sat Dec 22 2012,REG,@,Oregon,Pac-12,L,50,91,,4,7,L 1
12,Fri Dec 28 2012,REG,@,Louisiana State,SEC,L,58,75,,4,8,L 2
13,Mon Dec 31 2012,REG,,Army,Patriot,L,86,95,,4,9,L 3
14,Thu Jan 3 2013,REG,@,Texas A&M,SEC,L,59,67,,4,10,L 4
15,Tue Jan 8 2013,REG,,Texas-Pan American,GWC,L,60,70,,4,11,L 5
16,Sat Jan 12 2013,REG,@,Utah Valley,GWC,L,62,83,,4,12,L 6
17,Mon Jan 14 2013,REG,@,Texas-El Paso,CUSA,L,44,72,,4,13,L 7
18,Sat Jan 19 2013,REG,@,Chicago State,GWC,L,56,81,,4,14,L 8
19,Tue Jan 22 2013,REG,@,Missouri-Kansas City,Summit,W,63,61,,5,14,W 1
20,Sat Jan 26 2013,REG,,Ecclesia,,W,94,40,,6,14,W 2
21,Sat Feb 2 2013,REG,,NJIT,GWC,W,66,57,,7,14,W 3
22,Wed Feb 6 2013,REG,,Missouri-Kansas City,Summit,W,66,45,,8,14,W 4
23,Sat Feb 9 2013,REG,@,New Orleans,Ind,W,75,68,OT,9,14,W 5
24,Sat Feb 16 2013,REG,@,Texas-Pan American,GWC,W,53,48,,10,14,W 6
25,Sat Feb 23 2013,REG,,Utah Valley,GWC,W,73,63,,11,14,W 7
26,Mon Feb 25 2013,REG,,New Orleans,Ind,W,65,52,,12,14,W 8
27,Sat Mar 2 2013,REG,@,NJIT,GWC,L,58,69,,12,15,L 1
28,Sat Mar 9 2013,REG,,Chicago State,GWC,L,58,71,,12,16,L 2
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
29,Thu Mar 14 2013,CTOURN,N,Utah Valley,GWC,W,76,74,2OT,13,16,W 1
30,Fri Mar 15 2013,CTOURN,N,NJIT,GWC,W,62,61,,14,16,W 2
31,Sat Mar 16 2013,CTOURN,@,Chicago State,GWC,L,60,75,,14,17,L 1
