G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,,Southern Utah,Big Sky,W,103,65,,1,0,W 1
2,Mon Nov 12 2012,REG,,West Virginia,Big 12,W,84,50,,2,0,W 2
3,Sun Nov 18 2012,REG,,South Dakota,Summit,W,96,58,,3,0,W 3
4,Thu Nov 22 2012,REG,N,Clemson,ACC,W,57,49,,4,0,W 4
5,Fri Nov 23 2012,REG,N,Oklahoma,Big 12,W,72,47,,5,0,W 5
6,Sun Nov 25 2012,REG,N,Davidson,Southern,W,81,67,,6,0,W 6
7,Thu Nov 29 2012,REG,,Lewis & Clark,,W,104,57,,7,0,W 7
8,Sat Dec 1 2012,REG,,Pacific,Big West,W,85,67,,8,0,W 8
9,Wed Dec 5 2012,REG,@,Washington State,Pac-12,W,71,69,,9,0,W 9
10,Sat Dec 8 2012,REG,,Illinois,Big Ten,L,74,85,,9,1,L 1
11,Sat Dec 15 2012,REG,N,Kansas State,Big 12,W,68,52,,10,1,W 1
12,Wed Dec 19 2012,REG,,Campbell,Big South,W,74,52,,11,1,W 2
13,Fri Dec 28 2012,REG,,Baylor,Big 12,W,94,87,,12,1,W 3
14,Mon Dec 31 2012,REG,@,Oklahoma State,Big 12,W,69,68,,13,1,W 4
15,Thu Jan 3 2013,REG,@,Pepperdine,WCC,W,78,62,,14,1,W 5
16,Sat Jan 5 2013,REG,@,Santa Clara,WCC,W,81,74,,15,1,W 6
17,Thu Jan 10 2013,REG,,Saint Mary's (CA),WCC,W,83,78,,16,1,W 7
18,Thu Jan 17 2013,REG,@,Portland,WCC,W,71,49,,17,1,W 8
19,Sat Jan 19 2013,REG,@,Butler,A-10,L,63,64,,17,2,L 1
20,Thu Jan 24 2013,REG,,Brigham Young,WCC,W,83,63,,18,2,W 1
21,Sat Jan 26 2013,REG,,San Francisco,WCC,W,66,52,,19,2,W 2
22,Thu Jan 31 2013,REG,@,Loyola Marymount,WCC,W,88,43,,20,2,W 3
23,Sat Feb 2 2013,REG,@,San Diego,WCC,W,65,63,,21,2,W 4
24,Thu Feb 7 2013,REG,,Pepperdine,WCC,W,82,56,,22,2,W 5
25,Sat Feb 9 2013,REG,,Loyola Marymount,WCC,W,74,55,,23,2,W 6
26,Thu Feb 14 2013,REG,@,Saint Mary's (CA),WCC,W,77,60,,24,2,W 7
27,Sat Feb 16 2013,REG,@,San Francisco,WCC,W,71,61,,25,2,W 8
28,Wed Feb 20 2013,REG,,Santa Clara,WCC,W,85,42,,26,2,W 9
29,Sat Feb 23 2013,REG,,San Diego,WCC,W,81,50,,27,2,W 10
30,Thu Feb 28 2013,REG,@,Brigham Young,WCC,W,70,65,,28,2,W 11
31,Sat Mar 2 2013,REG,,Portland,WCC,W,81,52,,29,2,W 12
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
32,Sat Mar 9 2013,CTOURN,N,Loyola Marymount,WCC,W,66,48,,30,2,W 13
33,Mon Mar 11 2013,CTOURN,N,Saint Mary's (CA),WCC,W,65,51,,31,2,W 14
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
34,Thu Mar 21 2013,NCAA,N,Southern,SWAC,W,64,58,,32,2,W 15
35,Sat Mar 23 2013,NCAA,N,Wichita State,MVC,L,70,76,,32,3,L 1
