G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Thu Nov 15 2012,REG,@,UCLA,Pac-12,L,70,100,,0,1,L 1
2,Mon Nov 19 2012,REG,@,Duquesne,A-10,L,88,90,OT,0,2,L 2
3,Tue Nov 20 2012,REG,N,Youngstown State,Horizon,W,69,68,,1,2,W 1
4,Wed Nov 21 2012,REG,N,North Dakota State,Summit,L,44,66,,1,3,L 1
5,Sat Nov 24 2012,REG,@,Miami (OH),MAC,L,58,76,,1,4,L 2
6,Wed Nov 28 2012,REG,,George Washington,A-10,L,53,54,,1,5,L 3
7,Sat Dec 1 2012,REG,,Winthrop,Big South,W,71,61,,2,5,W 1
8,Wed Dec 5 2012,REG,,East Tennessee State,A-Sun,W,70,45,,3,5,W 2
9,Sat Dec 8 2012,REG,,Richmond,A-10,L,82,83,OT,3,6,L 1
10,Sun Dec 16 2012,REG,,North Carolina-Greensboro,Southern,W,85,73,,4,6,W 1
11,Sat Dec 22 2012,REG,N,San Jose State,WAC,W,77,68,,5,6,W 2
12,Sun Dec 23 2012,REG,N,San Diego,WCC,W,62,59,,6,6,W 3
13,Wed Jan 2 2013,REG,@,Old Dominion,CAA,W,58,55,,7,6,W 4
14,Sat Jan 5 2013,REG,@,Georgia State,CAA,L,52,68,,7,7,L 1
15,Mon Jan 7 2013,REG,@,Hampton,MEAC,L,65,69,,7,8,L 2
16,Wed Jan 9 2013,REG,,North Carolina-Wilmington,CAA,W,78,50,,8,8,W 1
17,Sat Jan 12 2013,REG,,Drexel,CAA,W,51,43,,9,8,W 2
18,Tue Jan 15 2013,REG,@,George Mason,CAA,L,57,68,,9,9,L 1
19,Sat Jan 19 2013,REG,@,Towson,CAA,L,47,73,,9,10,L 2
20,Wed Jan 23 2013,REG,,Delaware,CAA,W,64,50,,10,10,W 1
21,Sat Jan 26 2013,REG,,Old Dominion,CAA,W,56,46,,11,10,W 2
22,Mon Jan 28 2013,REG,@,North Carolina-Wilmington,CAA,W,63,56,,12,10,W 3
23,Thu Jan 31 2013,REG,,Hofstra,CAA,W,62,41,,13,10,W 4
24,Sat Feb 2 2013,REG,,George Mason,CAA,L,63,74,,13,11,L 1
25,Wed Feb 6 2013,REG,,William & Mary,CAA,W,81,71,,14,11,W 1
26,Sun Feb 10 2013,REG,@,Drexel,CAA,L,48,60,,14,12,L 1
27,Tue Feb 12 2013,REG,,Towson,CAA,W,75,70,,15,12,W 1
28,Sun Feb 17 2013,REG,@,Delaware,CAA,W,72,71,,16,12,W 2
29,Wed Feb 20 2013,REG,@,Northeastern,CAA,L,64,66,,16,13,L 1
30,Sat Feb 23 2013,REG,,Georgia State,CAA,L,62,66,,16,14,L 2
31,Sat Mar 2 2013,REG,@,William & Mary,CAA,W,69,67,,17,14,W 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
32,Sat Mar 9 2013,CTOURN,N,William & Mary,CAA,W,72,67,,18,14,W 2
33,Sun Mar 10 2013,CTOURN,N,Delaware,CAA,W,58,57,,19,14,W 3
34,Mon Mar 11 2013,CTOURN,N,Northeastern,CAA,W,70,57,,20,14,W 4
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
35,Wed Mar 20 2013,NCAA,N,Long Island University,NEC,W,68,55,,21,14,W 5
36,Fri Mar 22 2013,NCAA,N,Indiana,Big Ten,L,62,83,,21,15,L 1
