G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,,Denver,WAC,W,65,58,,1,0,W 1
2,Fri Nov 16 2012,REG,N,Quinnipiac,NEC,L,92,98,OT,1,1,L 1
3,Sat Nov 17 2012,REG,N,Wake Forest,ACC,W,94,68,,2,1,W 1
4,Mon Nov 19 2012,REG,N,Illinois-Chicago,Horizon,L,81,86,,2,2,L 1
5,Wed Nov 28 2012,REG,,Niagara,MAAC,W,83,72,,3,2,W 1
6,Wed Dec 5 2012,REG,@,Saint Peter's,MAAC,L,62,64,,3,3,L 1
7,Sat Dec 8 2012,REG,N,Rutgers,Big East,L,73,81,,3,4,L 2
8,Sat Dec 15 2012,REG,@,Georgia,SEC,W,81,78,OT,4,4,W 1
9,Tue Dec 18 2012,REG,,Liberty,Big South,W,87,69,,5,4,W 2
10,Thu Dec 20 2012,REG,@,La Salle,A-10,L,74,88,,5,5,L 1
11,Sun Dec 23 2012,REG,,Norfolk State,MEAC,W,100,72,,6,5,W 1
12,Fri Dec 28 2012,REG,@,Saint Joseph's,A-10,L,91,96,,6,6,L 1
13,Mon Dec 31 2012,REG,@,St. Bonaventure,A-10,W,93,74,,7,6,W 1
14,Fri Jan 4 2013,REG,@,Siena,MAAC,W,66,62,,8,6,W 2
15,Sun Jan 6 2013,REG,,Manhattan,MAAC,W,78,70,,9,6,W 3
16,Thu Jan 10 2013,REG,@,Marist,MAAC,W,86,82,,10,6,W 4
17,Sun Jan 13 2013,REG,,Canisius,MAAC,W,97,87,,11,6,W 5
18,Fri Jan 18 2013,REG,,Fairfield,MAAC,W,84,73,,12,6,W 6
19,Sun Jan 20 2013,REG,@,Rider,MAAC,L,62,67,,12,7,L 1
20,Fri Jan 25 2013,REG,,Saint Peter's,MAAC,W,90,71,,13,7,W 1
21,Sun Jan 27 2013,REG,@,Loyola (MD),MAAC,W,79,71,,14,7,W 2
22,Thu Jan 31 2013,REG,@,Niagara,MAAC,L,90,93,OT,14,8,L 1
23,Sat Feb 2 2013,REG,@,Canisius,MAAC,L,74,77,,14,9,L 2
24,Thu Feb 7 2013,REG,,Marist,MAAC,L,104,105,2OT,14,10,L 3
25,Sat Feb 9 2013,REG,,Rider,MAAC,W,78,71,,15,10,W 1
26,Fri Feb 15 2013,REG,@,Manhattan,MAAC,L,73,74,2OT,15,11,L 1
27,Mon Feb 18 2013,REG,@,Fairfield,MAAC,L,64,66,,15,12,L 2
28,Sat Feb 23 2013,REG,@,Indiana State,MVC,L,64,65,,15,13,L 3
29,Fri Mar 1 2013,REG,,Loyola (MD),MAAC,W,90,86,,16,13,W 1
30,Sun Mar 3 2013,REG,,Siena,MAAC,W,80,61,,17,13,W 2
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
31,Sat Mar 9 2013,CTOURN,N,Canisius,MAAC,W,89,85,,18,13,W 3
32,Sun Mar 10 2013,CTOURN,N,Niagara,MAAC,W,79,73,,19,13,W 4
33,Mon Mar 11 2013,CTOURN,N,Manhattan,MAAC,W,60,57,,20,13,W 5
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
34,Fri Mar 22 2013,NCAA,N,Ohio State,Big Ten,L,70,95,,20,14,L 1
