G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,N,Morehead State,OVC,L,74,77,,0,1,L 1
2,Mon Nov 12 2012,REG,@,Lafayette,Patriot,L,94,98,OT,0,2,L 2
3,Fri Nov 16 2012,REG,@,Maryland,ACC,L,74,91,,0,3,L 3
4,Fri Nov 23 2012,REG,@,Kentucky,SEC,L,75,104,,0,4,L 4
5,Wed Nov 28 2012,REG,,Columbia,Ivy,W,70,61,,1,4,W 1
6,Sat Dec 1 2012,REG,,Lafayette,Patriot,W,71,60,,2,4,W 2
7,Sat Dec 8 2012,REG,,Hofstra,CAA,W,88,84,,3,4,W 3
8,Wed Dec 12 2012,REG,@,Rice,CUSA,W,97,70,,4,4,W 4
9,Sun Dec 16 2012,REG,,Manhattan,MAAC,W,75,48,,5,4,W 5
10,Wed Dec 19 2012,REG,@,Saint Peter's,MAAC,L,67,80,,5,5,L 1
11,Sat Dec 22 2012,REG,N,Seton Hall,Big East,L,58,89,,5,6,L 2
12,Sat Dec 29 2012,REG,@,Lamar,Southland,L,80,81,,5,7,L 3
13,Thu Jan 3 2013,REG,@,Sacred Heart,NEC,L,73,77,,5,8,L 4
14,Sat Jan 5 2013,REG,@,Quinnipiac,NEC,L,74,82,,5,9,L 5
15,Thu Jan 10 2013,REG,,Wagner,NEC,L,75,86,,5,10,L 6
16,Sat Jan 12 2013,REG,,Mount St. Mary's,NEC,W,86,72,,6,10,W 1
17,Thu Jan 17 2013,REG,@,Fairleigh Dickinson,NEC,W,79,75,OT,7,10,W 2
18,Sat Jan 19 2013,REG,,Monmouth,NEC,W,75,65,,8,10,W 3
19,Thu Jan 24 2013,REG,@,St. Francis (NY),NEC,W,78,68,,9,10,W 4
20,Sat Jan 26 2013,REG,@,Bryant,NEC,W,79,78,,10,10,W 5
21,Thu Jan 31 2013,REG,,Saint Francis (PA),NEC,W,82,62,,11,10,W 6
22,Sat Feb 2 2013,REG,,Robert Morris,NEC,L,57,60,,11,11,L 1
23,Thu Feb 7 2013,REG,@,Central Connecticut State,NEC,W,81,75,,12,11,W 1
24,Sun Feb 10 2013,REG,N,St. Francis (NY),NEC,W,83,75,,13,11,W 2
25,Thu Feb 14 2013,REG,@,Monmouth,NEC,W,80,66,,14,11,W 3
26,Sat Feb 16 2013,REG,,Fairleigh Dickinson,NEC,W,92,67,,15,11,W 4
27,Thu Feb 21 2013,REG,@,Mount St. Mary's,NEC,L,71,83,,15,12,L 1
28,Sun Feb 24 2013,REG,@,Wagner,NEC,L,92,94,,15,13,L 2
29,Thu Feb 28 2013,REG,,Sacred Heart,NEC,W,70,68,,16,13,W 1
30,Sat Mar 2 2013,REG,,Quinnipiac,NEC,W,96,90,,17,13,W 2
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
31,Wed Mar 6 2013,CTOURN,,Quinnipiac,NEC,W,91,83,,18,13,W 3
32,Sat Mar 9 2013,CTOURN,@,Wagner,NEC,W,94,82,,19,13,W 4
33,Tue Mar 12 2013,CTOURN,,Mount St. Mary's,NEC,W,91,70,,20,13,W 5
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
34,Wed Mar 20 2013,NCAA,N,James Madison,CAA,L,55,68,,20,14,L 1
