G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,,Miles,,W,68,48,,1,0,W 1
2,Mon Nov 12 2012,REG,@,Iowa State,Big 12,L,40,98,,1,1,L 1
3,Thu Nov 15 2012,REG,@,Jacksonville State,OVC,L,61,79,,1,2,L 2
4,Tue Nov 20 2012,REG,,Oakwood,,W,103,77,,2,2,W 1
5,Mon Nov 26 2012,REG,@,Evansville,MVC,L,46,72,,2,3,L 1
6,Sat Dec 1 2012,REG,,Tennessee State,OVC,L,72,83,,2,4,L 2
7,Sat Dec 8 2012,REG,@,Mercer,A-Sun,L,46,65,,2,5,L 3
8,Sat Dec 15 2012,REG,@,Vanderbilt,SEC,L,46,71,,2,6,L 4
9,Tue Dec 18 2012,REG,,Missouri State,MVC,W,59,47,,3,6,W 1
10,Sat Dec 22 2012,REG,N,Arkansas,SEC,L,68,95,,3,7,L 1
11,Sun Dec 30 2012,REG,@,Mississippi State,SEC,W,59,57,,4,7,W 1
12,Wed Jan 2 2013,REG,,Grambling,SWAC,W,78,53,,5,7,W 2
13,Fri Jan 4 2013,REG,,Jackson State,SWAC,W,88,87,2OT,6,7,W 3
14,Sun Jan 6 2013,REG,@,Mississippi Valley State,SWAC,L,68,79,,6,8,L 1
15,Tue Jan 8 2013,REG,@,Arkansas-Pine Bluff,SWAC,L,61,77,,6,9,L 2
16,Sat Jan 12 2013,REG,,Alabama State,SWAC,W,64,57,,7,9,W 1
17,Sat Jan 19 2013,REG,,Alcorn State,SWAC,L,59,69,,7,10,L 1
18,Mon Jan 21 2013,REG,,Southern,SWAC,L,68,82,,7,11,L 2
19,Sat Jan 26 2013,REG,@,Texas Southern,SWAC,L,56,89,,7,12,L 3
20,Mon Jan 28 2013,REG,@,Prairie View,SWAC,L,46,65,,7,13,L 4
21,Sat Feb 2 2013,REG,,Mississippi Valley State,SWAC,W,65,64,,8,13,W 1
22,Mon Feb 4 2013,REG,,Arkansas-Pine Bluff,SWAC,L,67,76,,8,14,L 1
23,Sat Feb 9 2013,REG,@,Alabama State,SWAC,L,62,69,,8,15,L 2
24,Sat Feb 16 2013,REG,@,Alcorn State,SWAC,W,72,65,,9,15,W 1
25,Mon Feb 18 2013,REG,@,Southern,SWAC,L,67,81,,9,16,L 1
26,Sat Feb 23 2013,REG,,Texas Southern,SWAC,L,62,64,,9,17,L 2
27,Mon Feb 25 2013,REG,,Prairie View,SWAC,L,57,61,OT,9,18,L 3
28,Thu Feb 28 2013,REG,@,Grambling,SWAC,W,74,47,,10,18,W 1
29,Sat Mar 2 2013,REG,@,Jackson State,SWAC,L,57,60,,10,19,L 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
30,Wed Mar 13 2013,CTOURN,N,Grambling,SWAC,W,59,51,,11,19,W 1
31,Fri Mar 15 2013,CTOURN,N,Southern,SWAC,L,59,72,,11,20,L 1
