G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,,Reinhardt,,W,93,63,,1,0,W 1
2,Sun Nov 11 2012,REG,,Eastern Michigan,MAC,W,61,54,,2,0,W 2
3,Thu Nov 15 2012,REG,,Alabama A&M,SWAC,W,79,61,,3,0,W 3
4,Sat Nov 17 2012,REG,@,Nevada-Las Vegas,MWC,L,58,77,,3,1,L 1
5,Mon Nov 19 2012,REG,@,Oregon,Pac-12,L,45,67,,3,2,L 2
6,Fri Nov 23 2012,REG,N,Northern Arizona,Big Sky,W,50,48,,4,2,W 1
7,Sat Nov 24 2012,REG,N,North Carolina A&T,MEAC,W,54,50,OT,5,2,W 2
8,Sat Dec 1 2012,REG,@,Alcorn State,SWAC,W,56,52,,6,2,W 3
9,Tue Dec 11 2012,REG,,Martin Methodist,,W,79,64,,7,2,W 4
10,Sat Dec 15 2012,REG,@,Presbyterian,Big South,W,66,59,OT,8,2,W 5
11,Tue Dec 18 2012,REG,@,Nebraska,Big Ten,L,55,59,,8,3,L 1
12,Sat Dec 29 2012,REG,,Tennessee Tech,OVC,W,83,62,,9,3,W 1
13,Mon Dec 31 2012,REG,@,Tennessee-Martin,OVC,W,64,54,,10,3,W 2
14,Thu Jan 3 2013,REG,,Belmont,OVC,L,62,73,,10,4,L 1
15,Sat Jan 5 2013,REG,,Tennessee State,OVC,L,57,66,,10,5,L 2
16,Thu Jan 10 2013,REG,@,Southern Illinois-Edwardsville,OVC,W,75,62,,11,5,W 1
17,Sat Jan 12 2013,REG,@,Eastern Illinois,OVC,W,61,55,,12,5,W 2
18,Thu Jan 17 2013,REG,@,Tennessee State,OVC,L,60,66,,12,6,L 1
19,Sat Jan 19 2013,REG,,Eastern Kentucky,OVC,L,62,73,,12,7,L 2
20,Thu Jan 24 2013,REG,,Austin Peay,OVC,W,81,74,,13,7,W 1
21,Sat Jan 26 2013,REG,,Murray State,OVC,W,65,64,,14,7,W 2
22,Sat Feb 2 2013,REG,,Morehead State,OVC,W,70,59,,15,7,W 3
23,Sat Feb 9 2013,REG,@,Tennessee Tech,OVC,L,64,78,,15,8,L 1
24,Thu Feb 14 2013,REG,@,Morehead State,OVC,L,81,85,,15,9,L 2
25,Sat Feb 16 2013,REG,@,Eastern Kentucky,OVC,L,67,80,,15,10,L 3
26,Wed Feb 20 2013,REG,,Southeast Missouri State,OVC,W,67,65,,16,10,W 1
27,Sat Feb 23 2013,REG,@,North Carolina-Asheville,Big South,W,71,69,,17,10,W 2
28,Sat Mar 2 2013,REG,@,Belmont,OVC,L,71,78,,17,11,L 1
