G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Mon Nov 12 2012,REG,@,Iowa,Big Ten,L,61,73,,0,1,L 1
2,Fri Nov 16 2012,REG,,Olivet College,,W,76,62,,1,1,W 1
3,Wed Nov 21 2012,REG,N,Wright State,Horizon,W,59,55,,2,1,W 2
4,Fri Nov 23 2012,REG,@,Utah,Pac-12,L,51,67,,2,2,L 1
5,Sat Nov 24 2012,REG,N,Idaho State,Big Sky,W,54,52,,3,2,W 1
6,Wed Nov 28 2012,REG,,Bradley,MVC,L,65,82,,3,3,L 1
7,Sun Dec 2 2012,REG,,Niagara,MAAC,W,66,64,,4,3,W 1
8,Sat Dec 8 2012,REG,@,Charlotte,A-10,L,66,78,,4,4,L 1
9,Sun Dec 16 2012,REG,@,Pepperdine,WCC,W,80,77,,5,4,W 1
10,Thu Dec 20 2012,REG,,Texas State,WAC,W,92,80,,6,4,W 2
11,Sat Dec 22 2012,REG,N,Nebraska,Big Ten,L,75,89,,6,5,L 1
12,Sun Dec 23 2012,REG,N,Arkansas-Pine Bluff,SWAC,W,62,45,,7,5,W 1
13,Sat Dec 29 2012,REG,@,Michigan,Big Ten,L,73,88,,7,6,L 1
14,Wed Jan 9 2013,REG,,Bowling Green State,MAC,W,73,67,,8,6,W 1
15,Sat Jan 12 2013,REG,@,Toledo,MAC,L,72,76,OT,8,7,L 1
16,Tue Jan 15 2013,REG,@,Eastern Michigan,MAC,L,52,58,,8,8,L 2
17,Sat Jan 19 2013,REG,,Ball State,MAC,W,71,57,,9,8,W 1
18,Wed Jan 23 2013,REG,,Northern Illinois,MAC,L,61,74,,9,9,L 1
19,Sat Jan 26 2013,REG,,Western Michigan,MAC,L,59,76,,9,10,L 2
20,Wed Jan 30 2013,REG,@,Buffalo,MAC,L,73,91,,9,11,L 3
21,Sat Feb 2 2013,REG,,Miami (OH),MAC,L,61,70,,9,12,L 4
22,Tue Feb 5 2013,REG,@,Akron,MAC,L,56,68,,9,13,L 5
23,Sat Feb 9 2013,REG,@,Kent State,MAC,L,72,87,,9,14,L 6
24,Wed Feb 13 2013,REG,,Ohio,MAC,L,63,82,,9,15,L 7
25,Sat Feb 16 2013,REG,,Toledo,MAC,L,64,73,,9,16,L 8
26,Sat Feb 23 2013,REG,@,Youngstown State,Horizon,L,75,86,,9,17,L 9
27,Wed Feb 27 2013,REG,@,Ball State,MAC,L,90,95,,9,18,L 10
28,Sat Mar 2 2013,REG,@,Northern Illinois,MAC,W,69,50,,10,18,W 1
29,Tue Mar 5 2013,REG,,Eastern Michigan,MAC,W,61,59,,11,18,W 2
30,Sat Mar 9 2013,REG,@,Western Michigan,MAC,L,68,71,,11,19,L 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
31,Mon Mar 11 2013,CTOURN,@,Buffalo,MAC,L,72,74,OT,11,20,L 2
