G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,,Southern,SWAC,W,82,59,,1,0,W 1
2,Mon Nov 12 2012,REG,,Alabama A&M,SWAC,W,98,40,,2,0,W 2
3,Sun Nov 18 2012,REG,,Campbell,Big South,W,88,68,,3,0,W 3
4,Tue Nov 20 2012,REG,,North Carolina A&T,MEAC,W,86,57,,4,0,W 4
5,Fri Nov 23 2012,REG,N,Cincinnati,Big East,L,70,78,,4,1,L 1
6,Sat Nov 24 2012,REG,N,Nevada-Las Vegas,MWC,L,70,82,,4,2,L 2
7,Sat Dec 1 2012,REG,,Brigham Young,WCC,W,83,62,,5,2,W 1
8,Tue Dec 4 2012,REG,,Florida Gulf Coast,A-Sun,W,83,72,,6,2,W 2
9,Fri Dec 7 2012,REG,@,Iowa,Big Ten,L,71,80,,6,3,L 1
10,Sun Dec 9 2012,REG,,Nebraska-Omaha,Summit,W,93,65,,7,3,W 1
11,Sat Dec 15 2012,REG,N,Drake,MVC,W,86,77,,8,3,W 2
12,Wed Dec 19 2012,REG,@,Missouri-Kansas City,Summit,W,76,61,,9,3,W 3
13,Tue Jan 1 2013,REG,,Yale,Ivy,W,80,70,,10,3,W 4
14,Wed Jan 9 2013,REG,@,Kansas,Big 12,L,89,97,OT,10,4,L 1
15,Sat Jan 12 2013,REG,,Texas,Big 12,W,82,62,,11,4,W 1
16,Wed Jan 16 2013,REG,,West Virginia,Big 12,W,69,67,,12,4,W 2
17,Sat Jan 19 2013,REG,@,Texas Christian,Big 12,W,63,50,,13,4,W 3
18,Wed Jan 23 2013,REG,@,Texas Tech,Big 12,L,51,56,,13,5,L 1
19,Sat Jan 26 2013,REG,,Kansas State,Big 12,W,73,67,,14,5,W 1
20,Wed Jan 30 2013,REG,@,Oklahoma State,Big 12,L,76,78,,14,6,L 1
21,Sat Feb 2 2013,REG,,Baylor,Big 12,W,79,71,,15,6,W 1
22,Mon Feb 4 2013,REG,,Oklahoma,Big 12,W,83,64,,16,6,W 2
23,Sat Feb 9 2013,REG,@,Kansas State,Big 12,L,70,79,,16,7,L 1
24,Wed Feb 13 2013,REG,@,Texas,Big 12,L,86,89,2OT,16,8,L 2
25,Sat Feb 16 2013,REG,,Texas Christian,Big 12,W,87,53,,17,8,W 1
26,Wed Feb 20 2013,REG,@,Baylor,Big 12,W,87,82,,18,8,W 2
27,Sat Feb 23 2013,REG,,Texas Tech,Big 12,W,86,66,,19,8,W 3
28,Mon Feb 25 2013,REG,,Kansas,Big 12,L,96,108,OT,19,9,L 1
29,Sat Mar 2 2013,REG,@,Oklahoma,Big 12,L,69,86,,19,10,L 2
30,Wed Mar 6 2013,REG,,Oklahoma State,Big 12,W,87,76,,20,10,W 1
31,Sat Mar 9 2013,REG,@,West Virginia,Big 12,W,83,74,,21,10,W 2
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
32,Thu Mar 14 2013,CTOURN,N,Oklahoma,Big 12,W,73,66,,22,10,W 3
33,Fri Mar 15 2013,CTOURN,N,Kansas,Big 12,L,73,88,,22,11,L 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
34,Fri Mar 22 2013,NCAA,N,Notre Dame,Big East,W,76,58,,23,11,W 1
35,Sun Mar 24 2013,NCAA,N,Ohio State,Big Ten,L,75,78,,23,12,L 1
