G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,@,IUPUI,Summit,L,54,67,,0,1,L 1
2,Mon Nov 12 2012,REG,@,North Carolina A&T,MEAC,W,64,55,,1,1,W 1
3,Wed Nov 14 2012,REG,@,Washington State,Pac-12,L,49,72,,1,2,L 1
4,Sat Nov 17 2012,REG,,Arizona Christian,,W,96,70,,2,2,W 1
5,Tue Nov 20 2012,REG,N,Eastern Washington,Big Sky,W,86,83,,3,2,W 2
6,Wed Nov 21 2012,REG,@,Santa Clara,WCC,L,67,75,,3,3,L 1
7,Fri Nov 23 2012,REG,N,South Carolina Upstate,A-Sun,L,50,75,,3,4,L 2
8,Tue Nov 27 2012,REG,@,North Carolina Central,MEAC,L,52,70,,3,5,L 3
9,Sat Dec 1 2012,REG,,Pepperdine,WCC,W,67,63,OT,4,5,W 1
10,Wed Dec 5 2012,REG,@,Weber State,Big Sky,L,56,89,,4,6,L 1
11,Sat Dec 8 2012,REG,@,Troy,Sun Belt,W,86,82,2OT,5,6,W 1
12,Sat Dec 15 2012,REG,,Utah State,WAC,L,63,69,,5,7,L 1
13,Wed Dec 19 2012,REG,,Troy,Sun Belt,W,67,64,OT,6,7,W 1
14,Sat Dec 22 2012,REG,,North Carolina Central,MEAC,L,67,73,,6,8,L 1
15,Fri Dec 28 2012,REG,N,Austin Peay,OVC,W,84,77,,7,8,W 1
16,Sat Dec 29 2012,REG,N,Chattanooga,Southern,L,69,76,,7,9,L 1
17,Sat Jan 5 2013,REG,,NJIT,GWC,L,52,57,,7,10,L 2
18,Wed Jan 9 2013,REG,@,Missouri-Kansas City,Summit,W,78,66,,8,10,W 1
19,Sat Jan 12 2013,REG,,Houston Baptist,GWC,W,83,62,,9,10,W 2
20,Sat Jan 19 2013,REG,@,Texas-Pan American,GWC,L,60,62,,9,11,L 1
21,Sat Jan 26 2013,REG,@,Chicago State,GWC,L,54,62,,9,12,L 2
22,Mon Jan 28 2013,REG,,Peru State,,W,84,49,,10,12,W 1
23,Sat Feb 2 2013,REG,@,Cal State Bakersfield,Ind,L,62,75,,10,13,L 1
24,Sat Feb 9 2013,REG,,Texas-Pan American,GWC,W,66,49,,11,13,W 1
25,Mon Feb 11 2013,REG,,Northern New Mexico,,W,86,63,,12,13,W 2
26,Sat Feb 16 2013,REG,@,NJIT,GWC,L,55,63,,12,14,L 1
27,Mon Feb 18 2013,REG,,Pacific Union,,W,73,43,,13,14,W 1
28,Sat Feb 23 2013,REG,@,Houston Baptist,GWC,L,63,73,,13,15,L 1
29,Tue Feb 26 2013,REG,@,North Dakota State,Summit,L,56,63,,13,16,L 2
30,Sat Mar 2 2013,REG,,Chicago State,GWC,W,76,69,,14,16,W 1
31,Sat Mar 9 2013,REG,,Cal State Bakersfield,Ind,L,58,73,,14,17,L 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
32,Thu Mar 14 2013,CTOURN,N,Houston Baptist,GWC,L,74,76,2OT,14,18,L 2
