G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,@,St. Bonaventure,A-10,L,55,65,,0,1,L 1
2,Tue Nov 13 2012,REG,@,Tulane,CUSA,L,55,65,,0,2,L 2
3,Thu Nov 15 2012,REG,@,New Orleans,Ind,W,71,65,,1,2,W 1
4,Tue Nov 20 2012,REG,@,Kent State,MAC,L,68,69,,1,3,L 1
5,Fri Nov 23 2012,REG,N,Nebraska-Omaha,Summit,W,93,81,,2,3,W 1
6,Sat Nov 24 2012,REG,N,Valparaiso,Horizon,L,64,77,,2,4,L 1
7,Tue Nov 27 2012,REG,,North Florida,A-Sun,L,65,71,,2,5,L 2
8,Sat Dec 1 2012,REG,@,Florida A&M,MEAC,L,67,75,,2,6,L 3
9,Mon Dec 3 2012,REG,,Stetson,A-Sun,W,86,63,,3,6,W 1
10,Sat Dec 8 2012,REG,,Webber,,W,85,72,,4,6,W 2
11,Wed Dec 12 2012,REG,@,Central Florida,CUSA,L,62,72,,4,7,L 1
12,Sat Dec 15 2012,REG,@,Pittsburgh,Big East,L,40,89,,4,8,L 2
13,Mon Dec 17 2012,REG,,Florida Christian,,W,102,51,,5,8,W 1
14,Fri Dec 21 2012,REG,,Youngstown State,Horizon,L,51,67,,5,9,L 1
15,Sat Jan 5 2013,REG,@,Louisiana State,SEC,L,63,79,,5,10,L 2
16,Mon Jan 7 2013,REG,@,Florida International,Sun Belt,L,72,74,,5,11,L 3
17,Sat Jan 12 2013,REG,,North Carolina A&T,MEAC,W,72,60,,6,11,W 1
18,Mon Jan 14 2013,REG,,North Carolina Central,MEAC,L,66,75,,6,12,L 1
19,Sat Jan 19 2013,REG,@,South Carolina State,MEAC,W,60,52,,7,12,W 1
20,Mon Jan 21 2013,REG,@,Savannah State,MEAC,L,40,43,,7,13,L 1
21,Sat Jan 26 2013,REG,,Delaware State,MEAC,L,52,68,,7,14,L 2
22,Mon Jan 28 2013,REG,,Maryland-Eastern Shore,MEAC,W,58,57,,8,14,W 1
23,Sat Feb 2 2013,REG,,Florida A&M,MEAC,W,67,65,OT,9,14,W 2
24,Sat Feb 9 2013,REG,@,North Carolina A&T,MEAC,L,55,65,,9,15,L 1
25,Mon Feb 11 2013,REG,@,North Carolina Central,MEAC,L,75,81,,9,16,L 2
26,Mon Feb 18 2013,REG,,Howard,MEAC,W,64,50,,10,16,W 1
27,Sat Feb 23 2013,REG,,South Carolina State,MEAC,W,85,75,,11,16,W 2
28,Mon Feb 25 2013,REG,,Savannah State,MEAC,W,72,58,,12,16,W 3
29,Sat Mar 2 2013,REG,@,Norfolk State,MEAC,L,61,62,,12,17,L 1
30,Mon Mar 4 2013,REG,@,Hampton,MEAC,L,66,75,,12,18,L 2
31,Thu Mar 7 2013,REG,@,Coppin State,MEAC,L,61,69,,12,19,L 3
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
32,Tue Mar 12 2013,CTOURN,N,Coppin State,MEAC,W,89,78,,13,19,W 1
33,Wed Mar 13 2013,CTOURN,N,Norfolk State,MEAC,W,70,68,OT,14,19,W 2
34,Fri Mar 15 2013,CTOURN,N,Morgan State,MEAC,L,71,82,,14,20,L 1
