G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,,Norfolk State,MEAC,L,55,67,,0,1,L 1
2,Mon Nov 12 2012,REG,@,Virginia Tech,ACC,L,50,69,,0,2,L 2
3,Sat Nov 17 2012,REG,N,Ohio State,Big Ten,L,58,69,,0,3,L 3
4,Sun Nov 18 2012,REG,N,Seton Hall,Big East,L,55,60,,0,4,L 4
5,Fri Nov 23 2012,REG,,Loyola (MD),MAAC,L,54,58,OT,0,5,L 5
6,Sun Nov 25 2012,REG,@,Auburn,SEC,W,78,72,2OT,1,5,W 1
7,Wed Nov 28 2012,REG,,George Mason,CAA,L,52,55,,1,6,L 1
8,Sat Dec 1 2012,REG,,Vermont,AEC,W,76,66,,2,6,W 1
9,Thu Dec 6 2012,REG,@,Providence,Big East,L,57,72,,2,7,L 1
10,Sat Dec 15 2012,REG,,Southern Methodist,CUSA,W,72,50,,3,7,W 1
11,Sat Dec 22 2012,REG,,Georgia State,CAA,W,65,60,,4,7,W 2
12,Thu Dec 27 2012,REG,@,Saint Mary's (CA),WCC,L,59,82,,4,8,L 1
13,Fri Jan 4 2013,REG,,Brown,Ivy,W,59,47,,5,8,W 1
14,Wed Jan 9 2013,REG,@,Richmond,A-10,L,61,64,,5,9,L 1
15,Sat Jan 12 2013,REG,,Charlotte,A-10,L,50,58,,5,10,L 2
16,Sat Jan 19 2013,REG,@,Saint Louis,A-10,W,82,80,OT,6,10,W 1
17,Wed Jan 23 2013,REG,,George Washington,A-10,L,65,66,,6,11,L 1
18,Sat Jan 26 2013,REG,@,Fordham,A-10,L,63,66,,6,12,L 2
19,Wed Jan 30 2013,REG,,Virginia Commonwealth,A-10,L,64,70,,6,13,L 3
20,Sat Feb 2 2013,REG,@,Butler,A-10,L,68,75,,6,14,L 4
21,Wed Feb 6 2013,REG,@,Massachusetts,A-10,L,53,81,,6,15,L 5
22,Sat Feb 9 2013,REG,,St. Bonaventure,A-10,L,61,67,,6,16,L 6
23,Wed Feb 13 2013,REG,,Dayton,A-10,W,75,72,,7,16,W 1
24,Sat Feb 16 2013,REG,@,Duquesne,A-10,W,67,62,,8,16,W 2
25,Wed Feb 20 2013,REG,,Xavier,A-10,L,42,55,,8,17,L 1
26,Sun Feb 24 2013,REG,,La Salle,A-10,L,65,72,,8,18,L 2
27,Sat Mar 2 2013,REG,@,Temple,A-10,L,70,76,,8,19,L 3
28,Wed Mar 6 2013,REG,@,Saint Joseph's,A-10,L,44,81,,8,20,L 4
29,Sat Mar 9 2013,REG,,Massachusetts,A-10,L,66,75,,8,21,L 5
