G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Sat Nov 10 2012,REG,,Southern Illinois-Edwardsville,OVC,W,83,69,,1,0,W 1
2,Tue Nov 13 2012,REG,,Alcorn State,SWAC,W,91,54,,2,0,W 2
3,Fri Nov 16 2012,REG,,Nicholls State,Southland,W,74,54,,3,0,W 3
4,Thu Nov 22 2012,REG,N,Stanford,Pac-12,W,78,70,,4,0,W 4
5,Fri Nov 23 2012,REG,N,Louisville,Big East,L,61,84,,4,1,L 1
6,Sat Nov 24 2012,REG,N,Virginia Commonwealth,A-10,W,68,65,,5,1,W 1
7,Sat Dec 1 2012,REG,,Appalachian State,Southern,W,72,56,,6,1,W 2
8,Tue Dec 4 2012,REG,,Southeast Missouri State,OVC,W,81,65,,7,1,W 3
9,Sat Dec 8 2012,REG,,Tennessee State,OVC,W,68,38,,8,1,W 4
10,Mon Dec 17 2012,REG,,South Carolina State,MEAC,W,102,51,,9,1,W 5
11,Sat Dec 22 2012,REG,N,Illinois,Big Ten,W,82,73,,10,1,W 6
12,Fri Dec 28 2012,REG,@,UCLA,Pac-12,L,94,97,OT,10,2,L 1
13,Sat Jan 5 2013,REG,,Bucknell,Patriot,W,66,64,,11,2,W 1
14,Tue Jan 8 2013,REG,,Alabama,SEC,W,84,68,,12,2,W 2
15,Sat Jan 12 2013,REG,@,Mississippi,SEC,L,49,64,,12,3,L 1
16,Wed Jan 16 2013,REG,,Georgia,SEC,W,79,62,,13,3,W 1
17,Sat Jan 19 2013,REG,@,Florida,SEC,L,52,83,,13,4,L 1
18,Tue Jan 22 2013,REG,,South Carolina,SEC,W,71,65,,14,4,W 1
19,Sat Jan 26 2013,REG,,Vanderbilt,SEC,W,81,59,,15,4,W 2
20,Wed Jan 30 2013,REG,@,Louisiana State,SEC,L,70,73,,15,5,L 1
21,Sat Feb 2 2013,REG,,Auburn,SEC,W,91,77,,16,5,W 1
22,Thu Feb 7 2013,REG,@,Texas A&M,SEC,L,68,70,,16,6,L 1
23,Sat Feb 9 2013,REG,,Mississippi,SEC,W,98,79,,17,6,W 1
24,Wed Feb 13 2013,REG,@,Mississippi State,SEC,W,78,36,,18,6,W 2
25,Sat Feb 16 2013,REG,@,Arkansas,SEC,L,71,73,,18,7,L 1
26,Tue Feb 19 2013,REG,,Florida,SEC,W,63,60,,19,7,W 1
27,Sat Feb 23 2013,REG,@,Kentucky,SEC,L,83,90,OT,19,8,L 1
28,Thu Feb 28 2013,REG,@,South Carolina,SEC,W,90,68,,20,8,W 1
29,Sat Mar 2 2013,REG,,Louisiana State,SEC,W,89,76,,21,8,W 2
30,Tue Mar 5 2013,REG,,Arkansas,SEC,W,93,63,,22,8,W 3
31,Sat Mar 9 2013,REG,@,Tennessee,SEC,L,62,64,,22,9,L 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
32,Thu Mar 14 2013,CTOURN,N,Texas A&M,SEC,W,62,50,,23,9,W 1
33,Fri Mar 15 2013,CTOURN,N,Mississippi,SEC,L,62,64,,23,10,L 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
34,Thu Mar 21 2013,NCAA,N,Colorado State,MWC,L,72,84,,23,11,L 2
