G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,@,Claflin,,W,81,62,,1,0,W 1
2,Mon Nov 12 2012,REG,,Kennesaw State,A-Sun,L,65,67,OT,1,1,L 1
3,Thu Nov 15 2012,REG,,Webber,,W,86,66,,2,1,W 1
4,Sun Nov 18 2012,REG,,NJIT,GWC,W,77,74,,3,1,W 2
5,Tue Nov 20 2012,REG,,Albany (NY),AEC,L,55,83,,3,2,L 1
6,Sat Nov 24 2012,REG,@,NJIT,GWC,L,63,72,,3,3,L 2
7,Wed Nov 28 2012,REG,,Jacksonville,A-Sun,W,74,72,,4,3,W 1
8,Mon Dec 3 2012,REG,,Norfolk State,MEAC,L,72,78,,4,4,L 1
9,Sat Dec 8 2012,REG,@,Maryland,ACC,L,46,61,,4,5,L 2
10,Wed Dec 12 2012,REG,@,Albany (NY),AEC,L,61,70,,4,6,L 3
11,Mon Dec 17 2012,REG,@,Missouri,SEC,L,51,102,,4,7,L 4
12,Wed Dec 19 2012,REG,@,Iowa,Big Ten,L,46,90,,4,8,L 5
13,Sun Dec 23 2012,REG,@,Clemson,ACC,L,41,77,,4,9,L 6
14,Sat Jan 5 2013,REG,@,South Carolina,SEC,L,69,80,,4,10,L 7
15,Sat Jan 12 2013,REG,@,Morgan State,MEAC,L,60,76,,4,11,L 8
16,Mon Jan 14 2013,REG,@,Coppin State,MEAC,L,58,79,,4,12,L 9
17,Sat Jan 19 2013,REG,,Bethune-Cookman,MEAC,L,52,60,,4,13,L 10
18,Mon Jan 21 2013,REG,,Florida A&M,MEAC,L,77,89,,4,14,L 11
19,Sat Jan 26 2013,REG,,Savannah State,MEAC,L,49,64,,4,15,L 12
20,Wed Jan 30 2013,REG,,Hampton,MEAC,L,60,64,,4,16,L 13
21,Mon Feb 4 2013,REG,@,Howard,MEAC,L,45,57,,4,17,L 14
22,Sat Feb 9 2013,REG,@,Savannah State,MEAC,L,46,50,,4,18,L 15
23,Sat Feb 16 2013,REG,,North Carolina A&T,MEAC,W,72,70,,5,18,W 1
24,Mon Feb 18 2013,REG,,North Carolina Central,MEAC,L,52,71,,5,19,L 1
25,Sat Feb 23 2013,REG,@,Bethune-Cookman,MEAC,L,75,85,,5,20,L 2
26,Mon Feb 25 2013,REG,@,Florida A&M,MEAC,L,72,75,2OT,5,21,L 3
27,Sat Mar 2 2013,REG,@,North Carolina A&T,MEAC,L,35,58,,5,22,L 4
28,Mon Mar 4 2013,REG,@,North Carolina Central,MEAC,L,54,62,,5,23,L 5
29,Thu Mar 7 2013,REG,,Delaware State,MEAC,W,62,60,,6,23,W 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
30,Mon Mar 11 2013,CTOURN,N,Morgan State,MEAC,L,52,61,,6,24,L 1
