G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,@,Lafayette,Patriot,W,76,65,,1,0,W 1
2,Mon Nov 12 2012,REG,@,Illinois,Big Ten,L,64,89,,1,1,L 1
3,Tue Nov 20 2012,REG,,Army,Patriot,L,59,67,,1,2,L 2
4,Sat Nov 24 2012,REG,@,Brown,Ivy,W,76,72,OT,2,2,W 1
5,Thu Nov 29 2012,REG,@,Norfolk State,MEAC,L,79,85,,2,3,L 1
6,Wed Dec 5 2012,REG,@,Albany (NY),AEC,L,73,77,,2,4,L 2
7,Sat Dec 8 2012,REG,@,Boston College,ACC,L,64,72,,2,5,L 3
8,Tue Dec 11 2012,REG,,Stony Brook,AEC,L,61,77,,2,6,L 4
9,Sat Dec 15 2012,REG,N,St. John's (NY),Big East,L,60,77,,2,7,L 5
10,Sat Dec 22 2012,REG,,Colgate,Patriot,W,73,61,,3,7,W 1
11,Sun Dec 30 2012,REG,@,NJIT,GWC,W,89,87,,4,7,W 2
12,Thu Jan 3 2013,REG,@,Quinnipiac,NEC,W,63,61,,5,7,W 3
13,Sat Jan 5 2013,REG,@,Sacred Heart,NEC,L,65,66,,5,8,L 1
14,Thu Jan 10 2013,REG,,Mount St. Mary's,NEC,W,70,56,,6,8,W 1
15,Sat Jan 12 2013,REG,@,Wagner,NEC,W,71,52,,7,8,W 2
16,Thu Jan 17 2013,REG,,Monmouth,NEC,L,67,71,,7,9,L 1
17,Sat Jan 19 2013,REG,,Fairleigh Dickinson,NEC,W,70,51,,8,9,W 1
18,Thu Jan 24 2013,REG,,Long Island University,NEC,L,68,78,,8,10,L 1
19,Sat Jan 26 2013,REG,@,Central Connecticut State,NEC,L,70,72,,8,11,L 2
20,Thu Jan 31 2013,REG,,Robert Morris,NEC,W,71,61,,9,11,W 1
21,Sat Feb 2 2013,REG,,Saint Francis (PA),NEC,L,61,64,,9,12,L 1
22,Thu Feb 7 2013,REG,@,Bryant,NEC,L,77,84,,9,13,L 2
23,Sun Feb 10 2013,REG,N,Long Island University,NEC,L,75,83,,9,14,L 3
24,Thu Feb 14 2013,REG,@,Fairleigh Dickinson,NEC,W,85,61,,10,14,W 1
25,Sat Feb 16 2013,REG,@,Monmouth,NEC,L,64,73,,10,15,L 1
26,Thu Feb 21 2013,REG,,Wagner,NEC,W,76,75,,11,15,W 1
27,Sat Feb 23 2013,REG,@,Mount St. Mary's,NEC,L,65,73,,11,16,L 1
28,Thu Feb 28 2013,REG,,Quinnipiac,NEC,L,67,78,,11,17,L 2
29,Sat Mar 2 2013,REG,,Sacred Heart,NEC,W,92,80,,12,17,W 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
30,Wed Mar 6 2013,CTOURN,@,Robert Morris,NEC,L,57,75,,12,18,L 1
