G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Sat Nov 10 2012,REG,,University of the Southwest,,W,127,81,,1,0,W 1
2,Thu Nov 15 2012,REG,@,Cal Poly,Big West,L,53,64,,1,1,L 1
3,Wed Nov 21 2012,REG,,Wyoming,MWC,L,60,69,,1,2,L 2
4,Mon Nov 26 2012,REG,@,Colorado State,MWC,L,69,85,,1,3,L 3
5,Sat Dec 1 2012,REG,@,California-Riverside,Big West,L,63,69,,1,4,L 4
6,Wed Dec 5 2012,REG,@,Northern Iowa,MVC,L,59,76,,1,5,L 5
7,Sat Dec 8 2012,REG,@,Wichita State,MVC,L,54,80,,1,6,L 6
8,Mon Dec 17 2012,REG,,Tabor College,,W,90,62,,2,6,W 1
9,Fri Dec 21 2012,REG,@,North Dakota,Big Sky,W,75,66,,3,6,W 2
10,Sat Dec 29 2012,REG,@,Southern Utah,Big Sky,L,50,51,,3,7,L 1
11,Thu Jan 3 2013,REG,@,Weber State,Big Sky,L,54,79,,3,8,L 2
12,Sat Jan 5 2013,REG,@,Idaho State,Big Sky,L,63,86,,3,9,L 3
13,Thu Jan 10 2013,REG,,Montana State,Big Sky,L,66,69,,3,10,L 4
14,Sat Jan 12 2013,REG,,Montana,Big Sky,L,77,85,,3,11,L 5
15,Thu Jan 17 2013,REG,,Portland State,Big Sky,W,67,50,,4,11,W 1
16,Sat Jan 19 2013,REG,,Eastern Washington,Big Sky,W,72,56,,5,11,W 2
17,Thu Jan 24 2013,REG,@,Northern Arizona,Big Sky,L,65,67,,5,12,L 1
18,Sat Jan 26 2013,REG,@,Sacramento State,Big Sky,L,72,79,,5,13,L 2
19,Thu Jan 31 2013,REG,,Idaho State,Big Sky,W,78,63,,6,13,W 1
20,Sat Feb 2 2013,REG,,Weber State,Big Sky,L,64,85,,6,14,L 1
21,Thu Feb 7 2013,REG,@,Montana,Big Sky,L,63,73,,6,15,L 2
22,Sat Feb 9 2013,REG,@,Montana State,Big Sky,W,85,72,,7,15,W 1
23,Thu Feb 14 2013,REG,,Northern Arizona,Big Sky,W,76,68,,8,15,W 2
24,Sat Feb 16 2013,REG,,Sacramento State,Big Sky,W,78,64,,9,15,W 3
25,Wed Feb 20 2013,REG,,North Dakota,Big Sky,L,62,64,,9,16,L 1
26,Sat Feb 23 2013,REG,@,California-Davis,Big West,L,78,79,,9,17,L 2
27,Thu Feb 28 2013,REG,@,Eastern Washington,Big Sky,W,88,80,OT,10,17,W 1
28,Sat Mar 2 2013,REG,@,Portland State,Big Sky,W,85,75,,11,17,W 2
29,Thu Mar 7 2013,REG,,Southern Utah,Big Sky,W,66,58,,12,17,W 3
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
30,Thu Mar 14 2013,CTOURN,N,Montana State,Big Sky,W,69,56,,13,17,W 4
31,Fri Mar 15 2013,CTOURN,@,Montana,Big Sky,L,56,70,,13,18,L 1
