G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,,Miami (OH),MAC,W,97,59,,1,0,W 1
2,Thu Nov 15 2012,REG,N,Penn State,Big Ten,W,72,55,,2,0,W 2
3,Fri Nov 16 2012,REG,N,Massachusetts,A-10,W,94,76,,3,0,W 3
4,Sun Nov 18 2012,REG,N,Oklahoma State,Big 12,L,56,76,,3,1,L 1
5,Fri Nov 23 2012,REG,,North Carolina-Asheville,Big South,W,82,80,,4,1,W 1
6,Tue Nov 27 2012,REG,@,Michigan,Big Ten,L,72,79,,4,2,L 1
7,Tue Dec 4 2012,REG,N,Connecticut,Big East,W,69,65,,5,2,W 1
8,Sat Dec 8 2012,REG,,Cleveland State,Horizon,W,80,63,,6,2,W 2
9,Sat Dec 15 2012,REG,,Norfolk State,MEAC,W,84,62,,7,2,W 3
10,Tue Dec 18 2012,REG,,Stanford,Pac-12,W,88,79,,8,2,W 4
11,Sat Dec 22 2012,REG,,St. Bonaventure,A-10,W,92,73,,9,2,W 5
12,Sat Dec 29 2012,REG,,Western Michigan,MAC,W,84,68,,10,2,W 6
13,Mon Dec 31 2012,REG,,North Carolina-Greensboro,Southern,W,89,68,,11,2,W 7
14,Sat Jan 5 2013,REG,@,Boston College,ACC,W,78,73,,12,2,W 8
15,Wed Jan 9 2013,REG,,Georgia Tech,ACC,W,83,70,,13,2,W 9
16,Sat Jan 12 2013,REG,,Duke,ACC,W,84,76,,14,2,W 10
17,Wed Jan 16 2013,REG,@,Maryland,ACC,L,50,51,,14,3,L 1
18,Sun Jan 20 2013,REG,,Clemson,ACC,W,66,62,,15,3,W 1
19,Tue Jan 22 2013,REG,@,Wake Forest,ACC,L,84,86,,15,4,L 1
20,Sat Jan 26 2013,REG,,North Carolina,ACC,W,91,83,,16,4,W 1
21,Tue Jan 29 2013,REG,@,Virginia,ACC,L,55,58,,16,5,L 1
22,Sat Feb 2 2013,REG,,Miami (FL),ACC,L,78,79,,16,6,L 2
23,Thu Feb 7 2013,REG,@,Duke,ACC,L,85,98,,16,7,L 3
24,Sun Feb 10 2013,REG,@,Clemson,ACC,W,58,57,,17,7,W 1
25,Sat Feb 16 2013,REG,,Virginia Tech,ACC,W,90,86,OT,18,7,W 2
26,Tue Feb 19 2013,REG,,Florida State,ACC,W,84,66,,19,7,W 3
27,Sat Feb 23 2013,REG,@,North Carolina,ACC,L,65,76,,19,8,L 1
28,Wed Feb 27 2013,REG,,Boston College,ACC,W,82,64,,20,8,W 1
29,Sun Mar 3 2013,REG,@,Georgia Tech,ACC,W,70,57,,21,8,W 2
30,Wed Mar 6 2013,REG,,Wake Forest,ACC,W,81,66,,22,8,W 3
31,Sat Mar 9 2013,REG,@,Florida State,ACC,L,67,71,,22,9,L 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
32,Thu Mar 14 2013,CTOURN,N,Virginia Tech,ACC,W,80,63,,23,9,W 1
33,Fri Mar 15 2013,CTOURN,N,Virginia,ACC,W,75,56,,24,9,W 2
34,Sat Mar 16 2013,CTOURN,N,Miami (FL),ACC,L,71,81,,24,10,L 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
35,Fri Mar 22 2013,NCAA,N,Temple,A-10,L,72,76,,24,11,L 2
