G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,,Lehigh,Patriot,W,99,77,,1,0,W 1
2,Sun Nov 11 2012,REG,,Jackson State,SWAC,W,78,47,,2,0,W 2
3,Thu Nov 15 2012,REG,N,Boston College,ACC,W,84,74,,3,0,W 3
4,Fri Nov 16 2012,REG,N,Colorado,Pac-12,L,58,60,,3,1,L 1
5,Sun Nov 18 2012,REG,N,St. John's (NY),Big East,W,97,78,,4,1,W 1
6,Sat Nov 24 2012,REG,,College of Charleston,Southern,L,59,63,,4,2,L 1
7,Sat Dec 1 2012,REG,@,Kentucky,SEC,W,64,55,,5,2,W 1
8,Tue Dec 4 2012,REG,,Northwestern,Big Ten,L,70,74,,5,3,L 1
9,Wed Dec 12 2012,REG,,Lamar,Southland,W,85,68,,6,3,W 1
10,Mon Dec 17 2012,REG,,South Carolina Upstate,A-Sun,W,73,57,,7,3,W 2
11,Fri Dec 21 2012,REG,,Brigham Young,WCC,W,79,64,,8,3,W 3
12,Fri Dec 28 2012,REG,@,Gonzaga,WCC,L,87,94,,8,4,L 1
13,Sat Jan 5 2013,REG,,Texas,Big 12,W,86,79,OT,9,4,W 1
14,Tue Jan 8 2013,REG,@,Texas Tech,Big 12,W,82,48,,10,4,W 2
15,Sat Jan 12 2013,REG,,Texas Christian,Big 12,W,51,40,,11,4,W 3
16,Mon Jan 14 2013,REG,@,Kansas,Big 12,L,44,61,,11,5,L 1
17,Sat Jan 19 2013,REG,,Hardin-Simmons,,W,107,38,,12,5,W 1
18,Mon Jan 21 2013,REG,,Oklahoma State,Big 12,W,64,54,,13,5,W 2
19,Sat Jan 26 2013,REG,@,Texas Christian,Big 12,W,82,56,,14,5,W 3
20,Wed Jan 30 2013,REG,,Oklahoma,Big 12,L,71,74,,14,6,L 1
21,Sat Feb 2 2013,REG,@,Iowa State,Big 12,L,71,79,,14,7,L 2
22,Wed Feb 6 2013,REG,@,Oklahoma State,Big 12,L,67,69,OT,14,8,L 3
23,Sat Feb 9 2013,REG,,Texas Tech,Big 12,W,75,48,,15,8,W 1
24,Wed Feb 13 2013,REG,,West Virginia,Big 12,W,80,60,,16,8,W 2
25,Sat Feb 16 2013,REG,@,Kansas State,Big 12,L,61,81,,16,9,L 1
26,Wed Feb 20 2013,REG,,Iowa State,Big 12,L,82,87,,16,10,L 2
27,Sat Feb 23 2013,REG,@,Oklahoma,Big 12,L,76,90,,16,11,L 3
28,Wed Feb 27 2013,REG,@,West Virginia,Big 12,W,65,62,,17,11,W 1
29,Sat Mar 2 2013,REG,,Kansas State,Big 12,L,61,64,,17,12,L 1
30,Mon Mar 4 2013,REG,@,Texas,Big 12,L,70,79,,17,13,L 2
31,Sat Mar 9 2013,REG,,Kansas,Big 12,W,81,58,,18,13,W 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
32,Thu Mar 14 2013,CTOURN,N,Oklahoma State,Big 12,L,72,74,,18,14,L 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
33,Wed Mar 20 2013,NIT,,Long Beach State,Big West,W,112,66,,19,14,W 1
34,Fri Mar 22 2013,NIT,,Arizona State,Pac-12,W,89,86,,20,14,W 2
35,Wed Mar 27 2013,NIT,,Providence,Big East,W,79,68,,21,14,W 3
36,Tue Apr 2 2013,NIT,N,Brigham Young,WCC,W,76,70,,22,14,W 4
37,Thu Apr 4 2013,NIT,N,Iowa,Big Ten,W,74,54,,23,14,W 5
