G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,@,Texas Christian,Big 12,L,46,53,,0,1,L 1
2,Thu Nov 15 2012,REG,,Northern Colorado,Big Sky,W,64,53,,1,1,W 1
3,Mon Nov 19 2012,REG,,Fresno State,MWC,L,67,76,,1,2,L 1
4,Sun Nov 25 2012,REG,@,UCLA,Pac-12,W,70,68,,2,2,W 1
5,Sat Dec 1 2012,REG,@,Saint Mary's (CA),WCC,L,68,86,,2,3,L 1
6,Sat Dec 8 2012,REG,,Menlo,,W,89,43,,3,3,W 1
7,Tue Dec 11 2012,REG,@,Nevada,MWC,L,56,69,,3,4,L 1
8,Fri Dec 14 2012,REG,,Eastern New Mexico,,W,60,57,,4,4,W 1
9,Mon Dec 17 2012,REG,@,Santa Clara,WCC,L,64,72,,4,5,L 1
10,Thu Dec 20 2012,REG,@,Washington,Pac-12,L,62,75,,4,6,L 2
11,Sat Dec 29 2012,REG,@,California-Riverside,Big West,W,58,48,,5,6,W 1
12,Thu Jan 3 2013,REG,,Long Beach State,Big West,W,79,73,,6,6,W 2
13,Sat Jan 5 2013,REG,,California-Irvine,Big West,W,72,67,,7,6,W 3
14,Thu Jan 10 2013,REG,@,California-Davis,Big West,L,67,69,,7,7,L 1
15,Sat Jan 12 2013,REG,@,Pacific,Big West,L,55,77,,7,8,L 2
16,Sat Jan 19 2013,REG,@,California-Santa Barbara,Big West,L,81,83,2OT,7,9,L 3
17,Thu Jan 24 2013,REG,,Hawaii,Big West,W,88,59,,8,9,W 1
18,Sat Jan 26 2013,REG,,Cal State Northridge,Big West,W,75,64,,9,9,W 2
19,Wed Jan 30 2013,REG,@,California-Irvine,Big West,L,45,52,,9,10,L 1
20,Sat Feb 2 2013,REG,@,Long Beach State,Big West,L,48,50,,9,11,L 2
21,Thu Feb 7 2013,REG,,Pacific,Big West,W,67,62,,10,11,W 1
22,Sat Feb 9 2013,REG,,California-Davis,Big West,W,68,53,,11,11,W 2
23,Sat Feb 16 2013,REG,,California-Santa Barbara,Big West,W,67,49,,12,11,W 3
24,Wed Feb 20 2013,REG,@,Cal State Fullerton,Big West,L,60,77,,12,12,L 1
25,Sat Feb 23 2013,REG,,Loyola Marymount,WCC,W,63,60,,13,12,W 1
26,Thu Feb 28 2013,REG,@,Cal State Northridge,Big West,W,81,61,,14,12,W 2
27,Sun Mar 3 2013,REG,@,Hawaii,Big West,W,64,61,,15,12,W 3
28,Thu Mar 7 2013,REG,,California-Riverside,Big West,W,68,62,,16,12,W 4
29,Sat Mar 9 2013,REG,,Cal State Fullerton,Big West,W,62,60,,17,12,W 5
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
30,Thu Mar 14 2013,CTOURN,N,California-Davis,Big West,W,64,41,,18,12,W 6
31,Fri Mar 15 2013,CTOURN,N,Pacific,Big West,L,53,55,,18,13,L 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
32,Wed Mar 20 2013,CIT,@,Weber State,Big Sky,L,43,85,,18,14,L 2
