G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,,San Diego Christian,,W,91,58,,1,0,W 1
2,Wed Nov 14 2012,REG,,Northern Kentucky,A-Sun,W,65,61,,2,0,W 2
3,Thu Nov 15 2012,REG,,Cal State Northridge,Big West,L,71,74,,2,1,L 1
4,Fri Nov 16 2012,REG,N,Tulsa,CUSA,L,51,63,,2,2,L 2
5,Sun Nov 18 2012,REG,,Siena,MAAC,W,77,60,,3,2,W 1
6,Wed Nov 21 2012,REG,@,California-Santa Barbara,Big West,L,39,57,,3,3,L 1
7,Sat Nov 24 2012,REG,@,Montana,Big Sky,L,66,67,,3,4,L 2
8,Sat Dec 1 2012,REG,@,Stephen F. Austin,Southland,L,51,56,,3,5,L 3
9,Tue Dec 4 2012,REG,@,Southern Utah,Big Sky,W,67,53,,4,5,W 1
10,Sat Dec 8 2012,REG,,Tulane,CUSA,W,78,72,,5,5,W 2
11,Tue Dec 11 2012,REG,,Arizona Christian,,W,88,65,,6,5,W 3
12,Sat Dec 15 2012,REG,@,San Diego State,MWC,L,56,72,,6,6,L 1
13,Sat Dec 22 2012,REG,N,Oregon State,Pac-12,L,79,86,,6,7,L 2
14,Sun Dec 23 2012,REG,N,James Madison,CAA,L,59,62,,6,8,L 3
15,Sat Dec 29 2012,REG,,Morgan State,MEAC,W,66,63,,7,8,W 1
16,Thu Jan 3 2013,REG,,Portland,WCC,W,61,50,,8,8,W 2
17,Thu Jan 10 2013,REG,@,San Francisco,WCC,W,70,66,,9,8,W 3
18,Sat Jan 12 2013,REG,@,Pepperdine,WCC,W,62,50,,10,8,W 4
19,Wed Jan 16 2013,REG,,Loyola Marymount,WCC,W,78,70,,11,8,W 5
20,Sat Jan 19 2013,REG,@,Brigham Young,WCC,L,57,74,,11,9,L 1
21,Thu Jan 24 2013,REG,@,Saint Mary's (CA),WCC,L,48,81,,11,10,L 2
22,Sat Jan 26 2013,REG,,Santa Clara,WCC,L,50,64,,11,11,L 3
23,Sat Feb 2 2013,REG,,Gonzaga,WCC,L,63,65,,11,12,L 4
24,Mon Feb 4 2013,REG,@,Loyola Marymount,WCC,W,69,68,OT,12,12,W 1
25,Thu Feb 7 2013,REG,,Brigham Young,WCC,W,74,68,,13,12,W 2
26,Sat Feb 9 2013,REG,,Saint Mary's (CA),WCC,L,64,74,,13,13,L 1
27,Thu Feb 14 2013,REG,@,Santa Clara,WCC,L,52,61,,13,14,L 2
28,Thu Feb 21 2013,REG,@,Portland,WCC,L,67,70,,13,15,L 3
29,Sat Feb 23 2013,REG,@,Gonzaga,WCC,L,50,81,,13,16,L 4
30,Thu Feb 28 2013,REG,,San Francisco,WCC,L,70,83,,13,17,L 5
31,Sat Mar 2 2013,REG,,Pepperdine,WCC,W,76,69,,14,17,W 1
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
32,Thu Mar 7 2013,CTOURN,N,Pepperdine,WCC,W,62,59,,15,17,W 2
33,Fri Mar 8 2013,CTOURN,N,Brigham Young,WCC,W,72,69,,16,17,W 3
34,Sat Mar 9 2013,CTOURN,N,Saint Mary's (CA),WCC,L,66,69,OT,16,18,L 1
