G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Sat Nov 10 2012,REG,,Texas Lutheran,,W,60,49,,1,0,W 1
2,Wed Nov 14 2012,REG,@,Denver,WAC,L,51,68,,1,1,L 1
3,Sat Nov 17 2012,REG,@,Utah State,WAC,L,68,77,,1,2,L 2
4,Sun Nov 25 2012,REG,,Houston,CUSA,L,75,77,,1,3,L 3
5,Wed Nov 28 2012,REG,@,Toledo,MAC,L,68,80,,1,4,L 4
6,Sat Dec 1 2012,REG,@,Iowa,Big Ten,L,59,88,,1,5,L 5
7,Sun Dec 16 2012,REG,@,South Alabama,Sun Belt,L,69,74,,1,6,L 6
8,Tue Dec 18 2012,REG,@,Texas A&M,SEC,L,54,66,,1,7,L 7
9,Fri Dec 21 2012,REG,,Texas-San Antonio,WAC,L,45,75,,1,8,L 8
10,Sat Dec 29 2012,REG,,Stephen F. Austin,Southland,L,56,67,,1,9,L 9
11,Mon Dec 31 2012,REG,@,Oklahoma,Big 12,L,42,72,,1,10,L 10
12,Fri Jan 4 2013,REG,@,Sam Houston State,Southland,L,57,61,,1,11,L 11
13,Thu Jan 10 2013,REG,@,McNeese State,Southland,L,71,75,,1,12,L 12
14,Sat Jan 12 2013,REG,@,Lamar,Southland,W,62,56,,2,12,W 1
15,Thu Jan 17 2013,REG,,Oral Roberts,Southland,L,52,64,,2,13,L 1
16,Sat Jan 19 2013,REG,,Central Arkansas,Southland,L,67,76,,2,14,L 2
17,Thu Jan 24 2013,REG,@,Nicholls State,Southland,L,62,69,,2,15,L 3
18,Sat Jan 26 2013,REG,@,Southeastern Louisiana,Southland,L,53,67,,2,16,L 4
19,Sat Feb 2 2013,REG,,Sam Houston State,Southland,L,51,55,,2,17,L 5
20,Thu Feb 7 2013,REG,,Lamar,Southland,L,63,67,,2,18,L 6
21,Sat Feb 9 2013,REG,,McNeese State,Southland,W,61,58,,3,18,W 1
22,Thu Feb 14 2013,REG,@,Central Arkansas,Southland,W,75,68,,4,18,W 2
23,Sat Feb 16 2013,REG,@,Oral Roberts,Southland,L,51,56,,4,19,L 1
24,Tue Feb 19 2013,REG,,Northwestern State,Southland,L,71,82,,4,20,L 2
25,Sat Feb 23 2013,REG,,Cal State Fullerton,Big West,L,57,63,,4,21,L 3
26,Thu Feb 28 2013,REG,,Southeastern Louisiana,Southland,W,78,64,,5,21,W 1
27,Sat Mar 2 2013,REG,,Nicholls State,Southland,W,68,64,,6,21,W 2
28,Thu Mar 7 2013,REG,@,Northwestern State,Southland,L,51,66,,6,22,L 1
29,Sat Mar 9 2013,REG,@,Stephen F. Austin,Southland,L,49,58,,6,23,L 2
