G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
1,Fri Nov 9 2012,REG,,Louisiana Tech,WAC,W,71,59,,1,0,W 1
2,Mon Nov 12 2012,REG,,Troy,Sun Belt,W,83,65,,2,0,W 2
3,Thu Nov 15 2012,REG,,Prairie View,SWAC,W,81,59,,3,0,W 3
4,Mon Nov 19 2012,REG,N,Saint Louis,A-10,L,49,70,,3,1,L 1
5,Tue Nov 20 2012,REG,N,Washington State,Pac-12,W,55,54,,4,1,W 1
6,Mon Nov 26 2012,REG,,Northwestern State,Southland,W,78,65,,5,1,W 2
7,Sat Dec 1 2012,REG,@,Houston,CUSA,W,70,58,,6,1,W 3
8,Wed Dec 5 2012,REG,,Stephen F. Austin,Southland,W,62,54,,7,1,W 4
9,Sat Dec 15 2012,REG,N,Oklahoma,Big 12,L,54,64,,7,2,L 1
10,Tue Dec 18 2012,REG,,Texas A&M-Corpus Christi,Southland,W,66,54,,8,2,W 1
11,Sat Dec 22 2012,REG,,Southern,SWAC,L,51,53,,8,3,L 1
12,Sat Dec 29 2012,REG,,Army,Patriot,W,61,55,,9,3,W 1
13,Thu Jan 3 2013,REG,,Houston Baptist,GWC,W,67,59,,10,3,W 2
14,Wed Jan 9 2013,REG,,Arkansas,SEC,W,69,51,,11,3,W 3
15,Sat Jan 12 2013,REG,@,Kentucky,SEC,W,83,71,,12,3,W 4
16,Thu Jan 17 2013,REG,,Florida,SEC,L,47,68,,12,4,L 1
17,Sat Jan 19 2013,REG,@,Alabama,SEC,L,49,50,,12,5,L 2
18,Wed Jan 23 2013,REG,@,Louisiana State,SEC,L,54,58,,12,6,L 3
19,Sat Jan 26 2013,REG,,Georgia,SEC,L,52,59,,12,7,L 4
20,Wed Jan 30 2013,REG,@,Mississippi State,SEC,W,55,49,OT,13,7,W 1
21,Sat Feb 2 2013,REG,,Kentucky,SEC,L,68,72,OT,13,8,L 1
22,Thu Feb 7 2013,REG,,Missouri,SEC,W,70,68,,14,8,W 1
23,Sat Feb 9 2013,REG,@,Georgia,SEC,L,46,52,,14,9,L 1
24,Wed Feb 13 2013,REG,,Mississippi,SEC,W,69,67,,15,9,W 1
25,Sat Feb 16 2013,REG,@,Vanderbilt,SEC,L,56,63,,15,10,L 1
26,Wed Feb 20 2013,REG,@,Auburn,SEC,W,65,56,,16,10,W 1
27,Sat Feb 23 2013,REG,,Tennessee,SEC,L,85,93,4OT,16,11,L 1
28,Wed Feb 27 2013,REG,@,Mississippi,SEC,L,73,82,,16,12,L 2
29,Sat Mar 2 2013,REG,,South Carolina,SEC,W,74,56,,17,12,W 1
30,Wed Mar 6 2013,REG,,Louisiana State,SEC,L,57,68,,17,13,L 1
31,Sat Mar 9 2013,REG,@,Arkansas,SEC,L,62,73,,17,14,L 2
G,Date,Type,,Opponent,Conf,,Tm,Opp,OT,W,L,Streak
32,Wed Mar 13 2013,CTOURN,N,Auburn,SEC,W,71,62,,18,14,W 1
33,Thu Mar 14 2013,CTOURN,N,Missouri,SEC,L,50,62,,18,15,L 1
