Wk,Date,Rk,School,ID,Rating,Prev,High,Low
09,2012-12-31,1,Duke,duke-blue-devils,0.743,1,1,32
09,2012-12-31,2,Michigan,michigan-wolverines,0.693,2,2,37
09,2012-12-31,3,Kansas,kansas-jayhawks,0.689,3,2,239
09,2012-12-31,4,NC State,nc-state-wolfpack,0.681,4,2,107
09,2012-12-31,5,Colorado,colorado-buffaloes,0.671,5,1,298
09,2012-12-31,6,Butler,butler-bulldogs,0.671,6,2,269
09,2012-12-31,7,Arizona,arizona-wildcats,0.668,8,2,275
09,2012-12-31,8,Louisville,louisville-cardinals,0.664,7,2,172
09,2012-12-31,9,New Mexico,new-mexico-lobos,0.664,9,2,188
09,2012-12-31,10,Illinois,illinois-fighting-illini,0.658,10,3,86
09,2012-12-31,11,Minnesota,minnesota-golden-gophers,0.656,12,3,185
09,2012-12-31,12,Gonzaga,gonzaga-bulldogs,0.650,13,5,336
09,2012-12-31,13,UNLV,unlv-runnin-rebels,0.649,11,6,191
09,2012-12-31,14,Florida,florida-gators,0.646,14,3,71
09,2012-12-31,15,Miami (FL),miami-florida-hurricanes,0.640,15,2,176
09,2012-12-31,16,Oklahoma St,oklahoma-st-cowboys,0.637,18,2,251
09,2012-12-31,17,Creighton,creighton-bluejays,0.636,16,7,233
09,2012-12-31,18,Wichita St,wichita-st-shockers,0.635,17,8,86
09,2012-12-31,19,Indiana,indiana-hoosiers,0.630,19,4,269
09,2012-12-31,20,Syracuse,syracuse-orange,0.629,20,3,263
09,2012-12-31,21,Oklahoma,oklahoma-sooners,0.627,21,13,337
09,2012-12-31,22,Belmont,belmont-bruins,0.619,22,1,264
09,2012-12-31,23,Connecticut,connecticut-huskies,0.614,23,1,50
09,2012-12-31,24,N Carolina,north-carolina-tar-heels,0.607,24,7,134
09,2012-12-31,25,Michigan St,michigan-st-spartans,0.605,25,4,232
09,2012-12-31,26,Colorado St,colorado-st-rams,0.605,29,8,303
09,2012-12-31,27,VCU,vcu-rams,0.602,30,16,127
09,2012-12-31,28,Wyoming,wyoming-cowboys,0.602,27,20,209
09,2012-12-31,29,Temple,temple-owls,0.601,26,25,329
09,2012-12-31,30,Bucknell,bucknell-bison,0.600,28,2,181
09,2012-12-31,31,Indiana St,indiana-st-sycamores,0.598,45,24,299
09,2012-12-31,32,Murray St,murray-st-racers,0.597,31,1,168
09,2012-12-31,33,BYU,brigham-young-cougars,0.597,32,30,292
09,2012-12-31,34,Missouri,missouri-tigers,0.596,34,6,152
09,2012-12-31,35,Georgetown,georgetown-hoyas,0.596,33,7,169
09,2012-12-31,36,Boise State,boise-st-broncos,0.596,35,22,205
09,2012-12-31,37,U Mass,massachusetts-minutemen,0.595,36,23,256
09,2012-12-31,38,Baylor,baylor-bears,0.593,38,8,299
09,2012-12-31,39,Cincinnati,cincinnati-bearcats,0.590,37,16,205
09,2012-12-31,40,Middle Tenn,middle-tennessee-st-blue-raiders,0.588,40,19,88
09,2012-12-31,41,San Diego St,san-diego-st-aztecs,0.585,50,23,274
09,2012-12-31,42,Tennessee,tennessee-volunteers,0.585,41,41,278
